cai_task_management_system_task_generator_groups_generators_junctions_tables
0
priority	task_generator_group_key	task_generator_key
0	defensive_noruins_avoid_player_raider	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
-0.2	defensive_noruins_avoids_oldworld_races	CAI_TMS_TASK_GENERATOR_ATTACK_ABANDONED_UNSUITABLE_CLIMATE_REGIONS
0	defensive_noruins_avoids_oldworld_races	CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS
0	defensive_noruins_avoids_oldworld_races	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED
0	defensive_noruins_avoids_oldworld_races	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
0	defensive_noruins_avoids_oldworld_races	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
-0.2	defensive_noruins_avoids_oldworld_races_and_player	CAI_TMS_TASK_GENERATOR_ATTACK_ABANDONED_UNSUITABLE_CLIMATE_REGIONS
0	defensive_noruins_avoids_oldworld_races_and_player	CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS
0	defensive_noruins_avoids_oldworld_races_and_player	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED
0	defensive_noruins_avoids_oldworld_races_and_player	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
0	defensive_noruins_avoids_oldworld_races_and_player	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
-0.2	defensive_noruins_avoids_oldworld_races_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_ABANDONED_UNSUITABLE_CLIMATE_REGIONS
0	defensive_noruins_avoids_oldworld_races_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS
0	defensive_noruins_avoids_oldworld_races_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED
0	defensive_noruins_avoids_oldworld_races_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
0	defensive_noruins_avoids_oldworld_races_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
-0.2	defensive_noruins_raider	CAI_TMS_TASK_GENERATOR_ATTACK_ABANDONED_UNSUITABLE_CLIMATE_REGIONS
0	defensive_noruins_raider	CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS
0	defensive_noruins_raider	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED
0	defensive_noruins_raider	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
0	defensive_noruins_raider	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
8	defensive_raider	CAI_TMS_TASK_GENERATOR_CONTINUE_RAID_REGIONS_TO_IMPROVE_MORALE
5	defensive_raider	CAI_TMS_TASK_GENERATOR_RAID_OWN_SETTLEMENT_NEIGHBOURING_ENEMY_REGIONS_TO_IMPROVE_MORALE
8	defensive_raider	CAI_TMS_TASK_GENERATOR_RAID_UNDEFENDED_REGIONS_TO_IMPROVE_MORALE
0.85	defensive_recoloniser	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED
0.85	defensive_recoloniser	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
0.85	defensive_recoloniser	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
-10	dlc03_aggressive_anti_player_raider	CAI_TMS_TASK_GENERATOR_CONTINUE_RAID_REGIONS_TO_IMPROVE_MORALE
-5	dlc03_aggressive_anti_player_raider	CAI_TMS_TASK_GENERATOR_RAID_OWN_SETTLEMENT_NEIGHBOURING_ENEMY_REGIONS_TO_IMPROVE_MORALE
2	dlc03_aggressive_anti_player_raider	CAI_TMS_TASK_GENERATOR_RAID_SETTLEMENTS_NEAR_OUR_FORCES
-10	dlc03_aggressive_anti_player_raider	CAI_TMS_TASK_GENERATOR_RAID_UNDEFENDED_REGIONS_TO_IMPROVE_MORALE
2	dlc03_aggressive_anti_player_raider	CAI_TMS_TASK_GENERATOR_RAID_UNSTABLE_REGIONS
0	dlc03_defensive_anti_player_no_colononiser	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_CAPITAL
0	dlc03_defensive_anti_player_no_colononiser	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_RECENTLY_CAPTURED_TERRITORY
0	dlc03_defensive_anti_player_no_colononiser	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_RECENTLY_CAPTURED_TERRITORY_FOR_PUBLIC_ORDER_CONTROL
0	dlc03_defensive_anti_player_no_colononiser	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_REGIONS_NEIGHBOURING_ENEMY_HUMAN
0	dlc03_defensive_anti_player_no_colononiser	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_REGIONS_NEIGHBOURING_HUMAN
0	dlc03_defensive_anti_player_no_colononiser	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_THREATENED_REGIONS
3	dlc03_defensive_anti_player_no_colononiser	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES
0	dlc03_defensive_anti_player_no_colononiser	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES
0	dlc03_defensive_anti_player_no_colononiser	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED
0	dlc03_defensive_anti_player_no_colononiser	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
0	dlc03_defensive_anti_player_no_colononiser	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
6	dlc05_beastmen_victory_region_wood_elves_1	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_FLAGGED_VICTORY_CONDITION_REGIONS
6	dlc05_beastmen_victory_region_wood_elves_1	CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS
8	dlc05_beastmen_victory_region_wood_elves_2	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_FLAGGED_VICTORY_CONDITION_REGIONS
8	dlc05_beastmen_victory_region_wood_elves_2	CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS
12	dlc05_beastmen_victory_region_wood_elves_3	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_FLAGGED_VICTORY_CONDITION_REGIONS
12	dlc05_beastmen_victory_region_wood_elves_3	CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS
15	dlc05_beastmen_victory_region_wood_elves_4	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_FLAGGED_VICTORY_CONDITION_REGIONS
15	dlc05_beastmen_victory_region_wood_elves_4	CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS
2	dlc05_brettonia_main_victory_region_wood_elves_1	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_FLAGGED_VICTORY_CONDITION_REGIONS
2	dlc05_brettonia_main_victory_region_wood_elves_1	CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS
4	dlc05_brettonia_main_victory_region_wood_elves_2	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_FLAGGED_VICTORY_CONDITION_REGIONS
4	dlc05_brettonia_main_victory_region_wood_elves_2	CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS
6	dlc05_brettonia_main_victory_region_wood_elves_3	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_FLAGGED_VICTORY_CONDITION_REGIONS
6	dlc05_brettonia_main_victory_region_wood_elves_3	CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS
10	dlc05_brettonia_main_victory_region_wood_elves_4	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_FLAGGED_VICTORY_CONDITION_REGIONS
10	dlc05_brettonia_main_victory_region_wood_elves_4	CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS
2	dlc05_brettonia_rest_victory_region_wood_elves_1	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_FLAGGED_VICTORY_CONDITION_REGIONS
2	dlc05_brettonia_rest_victory_region_wood_elves_1	CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS
4	dlc05_brettonia_rest_victory_region_wood_elves_2	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_FLAGGED_VICTORY_CONDITION_REGIONS
4	dlc05_brettonia_rest_victory_region_wood_elves_2	CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS
6	dlc05_brettonia_rest_victory_region_wood_elves_3	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_FLAGGED_VICTORY_CONDITION_REGIONS
6	dlc05_brettonia_rest_victory_region_wood_elves_3	CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS
10	dlc05_brettonia_rest_victory_region_wood_elves_4	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_FLAGGED_VICTORY_CONDITION_REGIONS
10	dlc05_brettonia_rest_victory_region_wood_elves_4	CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS
0.5	isolationist	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_CAPITAL
0.5	isolationist	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_RECENTLY_CAPTURED_TERRITORY
2	isolationist	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_THREATENED_REGIONS
0.75	isolationist	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES
0.5	isolationist	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS
0.4	isolationist	CAI_TMS_TASK_GENERATOR_ATTACK_NEIGHBOURING_WAR_REGIONS
0.5	isolationist	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ENEMY
0.4	isolationist	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ENEMY
0.5	isolationist	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ENEMY
0.5	isolationist	CAI_TMS_TASK_GENERATOR_DEFEND_OWNED_REGIONS
2	isolationist	CAI_TMS_TASK_GENERATOR_DEFEND_REGIONS_NEIGHBOURING_ENEMY
2	isolationist	CAI_TMS_TASK_GENERATOR_RECAPTURE_RECENTLY_LOST_TERRITORY
0	isolationist	CAI_TMS_TASK_GENERATOR_SALLY_OUT_BEFORE_SETTLEMENT_LOSS
1	vortexarmy	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS
10	vortexarmy	CAI_TMS_TASK_GENERATOR_ATTACK_RITUAL_LOCATIONS
1	waaagh	CAI_TMS_TASK_GENERATOR_WAAGH_ARMY_FOLLOW_LEADER
8	waaagh	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_FORCES
8	waaagh	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_REGIONS
