building_chains_tables
5
key	unknown1	chain_category	unknown3	building_superchain	optional_tier_icon	unknown6
wh_main_special_marienburg_port		money	True	wh_main_sch_special_marienburg_port		0
wh_main_special_nuln_gunnery_school		military	True	wh_main_sch_special_nuln_gunnery_school		0
wh_main_special_reiksfort		military	True	wh_main_sch_special_reiksfort		5
wh_main_special_savage_orc_camp		military	True	wh_main_sch_special_savage_orc_camp		0
wh_main_special_settlement_altdorf		money	True	wh_main_sch_special_settlement_altdorf	data\UI\Buildings\tier_icons\tier_empire_city_altdorf.png	0
wh_main_special_settlement_altdorf_bretonnia		money	False	wh_main_sch_special_settlement_altdorf		0
wh_main_special_settlement_altdorf_chaosruin		abandoned	False	wh_main_sch_special_settlement_altdorf		0
wh_main_special_settlement_altdorf_vampires		money	False	wh_main_sch_special_settlement_altdorf	data\UI\Buildings\tier_icons\tier_vampire_city.png	0
wh_main_special_settlement_black_crag		money	True	wh_main_sch_special_settlement_black_crag	data\UI\Buildings\tier_icons\tier_greenskins_black_crag.png	0
wh_main_special_settlement_black_crag_chaosruin		abandoned	False	wh_main_sch_special_settlement_black_crag		0
wh_main_special_settlement_black_crag_dwarf		money	False	wh_main_sch_special_settlement_black_crag	data\UI\Buildings\tier_icons\tier_dwarf_city.png	0
wh_main_special_settlement_black_crag_norsca		money	False	wh_main_sch_special_settlement_black_crag		0
wh_main_special_settlement_black_crag_savage		money	False	wh_main_sch_special_settlement_black_crag		0
wh_main_special_settlement_castle_drakenhof		money	True	wh_main_sch_special_settlement_castle_drakenhof	data\UI\Buildings\tier_icons\tier_vampire_city_castle_drakenhof.png	0
wh_main_special_settlement_castle_drakenhof_bretonnia		money	False	wh_main_sch_special_settlement_castle_drakenhof		0
wh_main_special_settlement_castle_drakenhof_chaosruin		abandoned	False	wh_main_sch_special_settlement_castle_drakenhof		0
wh_main_special_settlement_castle_drakenhof_empire		money	False	wh_main_sch_special_settlement_castle_drakenhof	data\UI\Buildings\tier_icons\tier_empire_city.png	0
wh_main_special_settlement_couronne		money	True	wh_main_sch_special_settlement_couronne		0
wh_main_special_settlement_couronne_chaosruin		abandoned	False	wh_main_sch_special_settlement_couronne		0
wh_main_special_settlement_couronne_empire		money	False	wh_main_sch_special_settlement_couronne		0
wh_main_special_settlement_couronne_vampires		money	False	wh_main_sch_special_settlement_couronne		0
wh_main_special_settlement_eight_peaks		money	True	wh_main_sch_special_settlement_eight_peaks	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_main_special_settlement_eight_peaks_chaosruin		abandoned	False	wh_main_sch_special_settlement_eight_peaks		0
wh_main_special_settlement_eight_peaks_dwarf		money	True	wh_main_sch_special_settlement_eight_peaks	data\UI\Buildings\tier_icons\tier_dwarf_city.png	0
wh_main_special_settlement_eight_peaks_norsca		money	True	wh_main_sch_special_settlement_eight_peaks		0
wh_main_special_settlement_eight_peaks_savage		money	True	wh_main_sch_special_settlement_eight_peaks		0
wh_main_special_settlement_karaz_a_karak		money	True	wh_main_sch_special_settlement_karaz_a_karak	data\UI\Buildings\tier_icons\tier_dwarf_city_karaz_a_karak.png	0
wh_main_special_settlement_karaz_a_karak_chaosruin		abandoned	False	wh_main_sch_special_settlement_karaz_a_karak		0
wh_main_special_settlement_karaz_a_karak_greenskins		money	False	wh_main_sch_special_settlement_karaz_a_karak	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_main_special_settlement_karaz_a_karak_norsca		money	False	wh_main_sch_special_settlement_karaz_a_karak		0
wh_main_special_settlement_karaz_a_karak_savage		money	False	wh_main_sch_special_settlement_karaz_a_karak		0
wh_main_special_settlement_kislev		money	True	wh_main_sch_special_settlement_kislev		0
wh_main_special_settlement_kislev_bretonnia		money	False	wh_main_sch_special_settlement_kislev		0
wh_main_special_settlement_kislev_chaosruin		abandoned	False	wh_main_sch_special_settlement_kislev		0
wh_main_special_settlement_kislev_empire		money	False	wh_main_sch_special_settlement_kislev	data\UI\Buildings\tier_icons\tier_empire_city.png	0
wh_main_special_settlement_kislev_vampires		money	False	wh_main_sch_special_settlement_kislev	data\UI\Buildings\tier_icons\tier_vampire_city.png	0
wh_main_special_settlement_miragliano		money	True	wh_main_sch_special_settlement_miragliano		0
wh_main_special_settlement_miragliano_bretonnia		money	False	wh_main_sch_special_settlement_miragliano		0
wh_main_special_settlement_miragliano_chaosruin		abandoned	False	wh_main_sch_special_settlement_miragliano		0
wh_main_special_settlement_miragliano_empire		money	False	wh_main_sch_special_settlement_miragliano	data\UI\Buildings\tier_icons\tier_empire_city.png	0
wh_main_special_settlement_miragliano_vampires		money	False	wh_main_sch_special_settlement_miragliano	data\UI\Buildings\tier_icons\tier_vampire_city.png	0
wh_main_special_tournament_grounds		military	True	wh_main_sch_special_tournament_grounds		4
wh_pro02_VAMPIRES_isabella_unique		military	True	wh_pro02_isabella_unique		0
