building_upgrades_junction_tables
0
from	to
wh2_main_special_settlement_itza_skv_ruin	wh2_main_special_settlement_itza_skv_1
wh2_main_special_settlement_itza_vmp_1	wh2_main_special_settlement_itza_vmp_2
wh2_main_special_settlement_itza_vmp_2	wh2_main_special_settlement_itza_vmp_3
wh2_main_special_settlement_itza_vmp_3	wh2_main_special_settlement_itza_vmp_4
wh2_main_special_settlement_itza_vmp_4	wh2_main_special_settlement_itza_vmp_5
wh2_main_special_settlement_itza_vmp_ruin	wh2_main_special_settlement_itza_vmp_1
wh2_main_special_settlement_karaz_a_karak_brt_1	wh2_main_special_settlement_karaz_a_karak_brt_2
wh2_main_special_settlement_karaz_a_karak_brt_2	wh2_main_special_settlement_karaz_a_karak_brt_3
wh2_main_special_settlement_karaz_a_karak_brt_3	wh2_main_special_settlement_karaz_a_karak_brt_4
wh2_main_special_settlement_karaz_a_karak_brt_4	wh2_main_special_settlement_karaz_a_karak_brt_5
wh2_main_special_settlement_karaz_a_karak_brt_ruin	wh2_main_special_settlement_karaz_a_karak_brt_1
wh2_main_special_settlement_karaz_a_karak_def_1	wh2_main_special_settlement_karaz_a_karak_def_2
wh2_main_special_settlement_karaz_a_karak_def_2	wh2_main_special_settlement_karaz_a_karak_def_3
wh2_main_special_settlement_karaz_a_karak_def_3	wh2_main_special_settlement_karaz_a_karak_def_4
wh2_main_special_settlement_karaz_a_karak_def_4	wh2_main_special_settlement_karaz_a_karak_def_5
wh2_main_special_settlement_karaz_a_karak_def_ruin	wh2_main_special_settlement_karaz_a_karak_def_1
wh2_main_special_settlement_karaz_a_karak_emp_1	wh2_main_special_settlement_karaz_a_karak_emp_2
wh2_main_special_settlement_karaz_a_karak_emp_2	wh2_main_special_settlement_karaz_a_karak_emp_3
wh2_main_special_settlement_karaz_a_karak_emp_3	wh2_main_special_settlement_karaz_a_karak_emp_4
wh2_main_special_settlement_karaz_a_karak_emp_4	wh2_main_special_settlement_karaz_a_karak_emp_5
wh2_main_special_settlement_karaz_a_karak_emp_ruin	wh2_main_special_settlement_karaz_a_karak_emp_1
wh2_main_special_settlement_karaz_a_karak_hef_1	wh2_main_special_settlement_karaz_a_karak_hef_2
wh2_main_special_settlement_karaz_a_karak_hef_2	wh2_main_special_settlement_karaz_a_karak_hef_3
wh2_main_special_settlement_karaz_a_karak_hef_3	wh2_main_special_settlement_karaz_a_karak_hef_4
wh2_main_special_settlement_karaz_a_karak_hef_4	wh2_main_special_settlement_karaz_a_karak_hef_5
wh2_main_special_settlement_karaz_a_karak_hef_ruin	wh2_main_special_settlement_karaz_a_karak_hef_1
wh2_main_special_settlement_karaz_a_karak_lzd_1	wh2_main_special_settlement_karaz_a_karak_lzd_2
wh2_main_special_settlement_karaz_a_karak_lzd_2	wh2_main_special_settlement_karaz_a_karak_lzd_3
wh2_main_special_settlement_karaz_a_karak_lzd_3	wh2_main_special_settlement_karaz_a_karak_lzd_4
wh2_main_special_settlement_karaz_a_karak_lzd_4	wh2_main_special_settlement_karaz_a_karak_lzd_5
wh2_main_special_settlement_karaz_a_karak_lzd_ruin	wh2_main_special_settlement_karaz_a_karak_lzd_1
wh2_main_special_settlement_karaz_a_karak_other_1	wh2_main_special_settlement_karaz_a_karak_other_2
wh2_main_special_settlement_karaz_a_karak_other_2	wh2_main_special_settlement_karaz_a_karak_other_3
wh2_main_special_settlement_karaz_a_karak_other_3	wh2_main_special_settlement_karaz_a_karak_other_4
wh2_main_special_settlement_karaz_a_karak_other_4	wh2_main_special_settlement_karaz_a_karak_other_5
wh2_main_special_settlement_karaz_a_karak_other_ruin	wh2_main_special_settlement_karaz_a_karak_other_1
wh2_main_special_settlement_karaz_a_karak_skv_1	wh2_main_special_settlement_karaz_a_karak_skv_2
wh2_main_special_settlement_karaz_a_karak_skv_2	wh2_main_special_settlement_karaz_a_karak_skv_3
wh2_main_special_settlement_karaz_a_karak_skv_3	wh2_main_special_settlement_karaz_a_karak_skv_4
wh2_main_special_settlement_karaz_a_karak_skv_4	wh2_main_special_settlement_karaz_a_karak_skv_5
wh2_main_special_settlement_karaz_a_karak_skv_ruin	wh2_main_special_settlement_karaz_a_karak_skv_1
wh2_main_special_settlement_karaz_a_karak_vmp_1	wh2_main_special_settlement_karaz_a_karak_vmp_2
wh2_main_special_settlement_karaz_a_karak_vmp_2	wh2_main_special_settlement_karaz_a_karak_vmp_3
wh2_main_special_settlement_karaz_a_karak_vmp_3	wh2_main_special_settlement_karaz_a_karak_vmp_4
wh2_main_special_settlement_karaz_a_karak_vmp_4	wh2_main_special_settlement_karaz_a_karak_vmp_5
wh2_main_special_settlement_karaz_a_karak_vmp_ruin	wh2_main_special_settlement_karaz_a_karak_vmp_1
wh2_main_special_settlement_khemri_brt_1	wh2_main_special_settlement_khemri_brt_2
wh2_main_special_settlement_khemri_brt_2	wh2_main_special_settlement_khemri_brt_3
wh2_main_special_settlement_khemri_brt_3	wh2_main_special_settlement_khemri_brt_4
wh2_main_special_settlement_khemri_brt_4	wh2_main_special_settlement_khemri_brt_5
wh2_main_special_settlement_khemri_brt_ruin	wh2_main_special_settlement_khemri_brt_1
wh2_main_special_settlement_khemri_def_1	wh2_main_special_settlement_khemri_def_2
wh2_main_special_settlement_khemri_def_2	wh2_main_special_settlement_khemri_def_3
wh2_main_special_settlement_khemri_def_3	wh2_main_special_settlement_khemri_def_4
wh2_main_special_settlement_khemri_def_4	wh2_main_special_settlement_khemri_def_5
wh2_main_special_settlement_khemri_def_ruin	wh2_main_special_settlement_khemri_def_1
wh2_main_special_settlement_khemri_dwf_1	wh2_main_special_settlement_khemri_dwf_2
wh2_main_special_settlement_khemri_dwf_2	wh2_main_special_settlement_khemri_dwf_3
wh2_main_special_settlement_khemri_dwf_3	wh2_main_special_settlement_khemri_dwf_4
wh2_main_special_settlement_khemri_dwf_4	wh2_main_special_settlement_khemri_dwf_5
wh2_main_special_settlement_khemri_dwf_ruin	wh2_main_special_settlement_khemri_dwf_1
wh2_main_special_settlement_khemri_emp_1	wh2_main_special_settlement_khemri_emp_2
wh2_main_special_settlement_khemri_emp_2	wh2_main_special_settlement_khemri_emp_3
wh2_main_special_settlement_khemri_emp_3	wh2_main_special_settlement_khemri_emp_4
wh2_main_special_settlement_khemri_emp_4	wh2_main_special_settlement_khemri_emp_5
wh2_main_special_settlement_khemri_emp_ruin	wh2_main_special_settlement_khemri_emp_1
wh2_main_special_settlement_khemri_grn_1	wh2_main_special_settlement_khemri_grn_2
wh2_main_special_settlement_khemri_grn_2	wh2_main_special_settlement_khemri_grn_3
wh2_main_special_settlement_khemri_grn_3	wh2_main_special_settlement_khemri_grn_4
wh2_main_special_settlement_khemri_grn_4	wh2_main_special_settlement_khemri_grn_5
wh2_main_special_settlement_khemri_grn_ruin	wh2_main_special_settlement_khemri_grn_1
wh2_main_special_settlement_khemri_hef_1	wh2_main_special_settlement_khemri_hef_2
wh2_main_special_settlement_khemri_hef_2	wh2_main_special_settlement_khemri_hef_3
wh2_main_special_settlement_khemri_hef_3	wh2_main_special_settlement_khemri_hef_4
wh2_main_special_settlement_khemri_hef_4	wh2_main_special_settlement_khemri_hef_5
wh2_main_special_settlement_khemri_hef_ruin	wh2_main_special_settlement_khemri_hef_1
wh2_main_special_settlement_khemri_lzd_1	wh2_main_special_settlement_khemri_lzd_2
wh2_main_special_settlement_khemri_lzd_2	wh2_main_special_settlement_khemri_lzd_3
wh2_main_special_settlement_khemri_lzd_3	wh2_main_special_settlement_khemri_lzd_4
wh2_main_special_settlement_khemri_lzd_4	wh2_main_special_settlement_khemri_lzd_5
wh2_main_special_settlement_khemri_lzd_ruin	wh2_main_special_settlement_khemri_lzd_1
wh2_main_special_settlement_khemri_norsca_1	wh2_main_special_settlement_khemri_norsca_2
wh2_main_special_settlement_khemri_norsca_2	wh2_main_special_settlement_khemri_norsca_3
wh2_main_special_settlement_khemri_norsca_ruin	wh2_main_special_settlement_khemri_norsca_1
wh2_main_special_settlement_khemri_other_1	wh2_main_special_settlement_khemri_other_2
wh2_main_special_settlement_khemri_other_2	wh2_main_special_settlement_khemri_other_3
wh2_main_special_settlement_khemri_other_3	wh2_main_special_settlement_khemri_other_4
wh2_main_special_settlement_khemri_other_4	wh2_main_special_settlement_khemri_other_5
wh2_main_special_settlement_khemri_other_ruin	wh2_main_special_settlement_khemri_other_1
wh2_main_special_settlement_khemri_savage_1	wh2_main_special_settlement_khemri_savage_2
wh2_main_special_settlement_khemri_savage_2	wh2_main_special_settlement_khemri_savage_3
wh2_main_special_settlement_khemri_savage_ruin	wh2_main_special_settlement_khemri_savage_1
wh2_main_special_settlement_khemri_skv_1	wh2_main_special_settlement_khemri_skv_2
wh2_main_special_settlement_khemri_skv_2	wh2_main_special_settlement_khemri_skv_3
wh2_main_special_settlement_khemri_skv_3	wh2_main_special_settlement_khemri_skv_4
wh2_main_special_settlement_khemri_skv_4	wh2_main_special_settlement_khemri_skv_5
wh2_main_special_settlement_khemri_skv_ruin	wh2_main_special_settlement_khemri_skv_1
wh2_main_special_settlement_khemri_vmp_1	wh2_main_special_settlement_khemri_vmp_2
wh2_main_special_settlement_khemri_vmp_2	wh2_main_special_settlement_khemri_vmp_3
wh2_main_special_settlement_khemri_vmp_3	wh2_main_special_settlement_khemri_vmp_4
wh2_main_special_settlement_khemri_vmp_4	wh2_main_special_settlement_khemri_vmp_5
wh2_main_special_settlement_khemri_vmp_ruin	wh2_main_special_settlement_khemri_vmp_1
wh2_main_special_settlement_kislev_def_1	wh2_main_special_settlement_kislev_def_2
wh2_main_special_settlement_kislev_def_2	wh2_main_special_settlement_kislev_def_3
wh2_main_special_settlement_kislev_def_3	wh2_main_special_settlement_kislev_def_4
wh2_main_special_settlement_kislev_def_4	wh2_main_special_settlement_kislev_def_5
wh2_main_special_settlement_kislev_def_ruin	wh2_main_special_settlement_kislev_def_1
wh2_main_special_settlement_kislev_dwf_1	wh2_main_special_settlement_kislev_dwf_2
wh2_main_special_settlement_kislev_dwf_2	wh2_main_special_settlement_kislev_dwf_3
wh2_main_special_settlement_kislev_dwf_3	wh2_main_special_settlement_kislev_dwf_4
wh2_main_special_settlement_kislev_dwf_4	wh2_main_special_settlement_kislev_dwf_5
wh2_main_special_settlement_kislev_dwf_ruin	wh2_main_special_settlement_kislev_dwf_1
wh2_main_special_settlement_kislev_grn_1	wh2_main_special_settlement_kislev_grn_2
wh2_main_special_settlement_kislev_grn_2	wh2_main_special_settlement_kislev_grn_3
wh2_main_special_settlement_kislev_grn_3	wh2_main_special_settlement_kislev_grn_4
wh2_main_special_settlement_kislev_grn_4	wh2_main_special_settlement_kislev_grn_5
wh2_main_special_settlement_kislev_grn_ruin	wh2_main_special_settlement_kislev_grn_1
wh2_main_special_settlement_kislev_hef_1	wh2_main_special_settlement_kislev_hef_2
wh2_main_special_settlement_kislev_hef_2	wh2_main_special_settlement_kislev_hef_3
wh2_main_special_settlement_kislev_hef_3	wh2_main_special_settlement_kislev_hef_4
wh2_main_special_settlement_kislev_hef_4	wh2_main_special_settlement_kislev_hef_5
wh2_main_special_settlement_kislev_hef_ruin	wh2_main_special_settlement_kislev_hef_1
wh2_main_special_settlement_kislev_lzd_1	wh2_main_special_settlement_kislev_lzd_2
wh2_main_special_settlement_kislev_lzd_2	wh2_main_special_settlement_kislev_lzd_3
wh2_main_special_settlement_kislev_lzd_3	wh2_main_special_settlement_kislev_lzd_4
wh2_main_special_settlement_kislev_lzd_4	wh2_main_special_settlement_kislev_lzd_5
wh2_main_special_settlement_kislev_lzd_ruin	wh2_main_special_settlement_kislev_lzd_1
wh2_main_special_settlement_kislev_norsca_1	wh2_main_special_settlement_kislev_norsca_2
wh2_main_special_settlement_kislev_norsca_2	wh2_main_special_settlement_kislev_norsca_3
wh2_main_special_settlement_kislev_norsca_ruin	wh2_main_special_settlement_kislev_norsca_1
wh2_main_special_settlement_kislev_other_1	wh2_main_special_settlement_kislev_other_2
wh2_main_special_settlement_kislev_other_2	wh2_main_special_settlement_kislev_other_3
wh2_main_special_settlement_kislev_other_3	wh2_main_special_settlement_kislev_other_4
wh2_main_special_settlement_kislev_other_4	wh2_main_special_settlement_kislev_other_5
wh2_main_special_settlement_kislev_other_ruin	wh2_main_special_settlement_kislev_other_1
wh2_main_special_settlement_kislev_savage_1	wh2_main_special_settlement_kislev_savage_2
wh2_main_special_settlement_kislev_savage_2	wh2_main_special_settlement_kislev_savage_3
wh2_main_special_settlement_kislev_savage_ruin	wh2_main_special_settlement_kislev_savage_1
wh2_main_special_settlement_kislev_skv_1	wh2_main_special_settlement_kislev_skv_2
wh2_main_special_settlement_kislev_skv_2	wh2_main_special_settlement_kislev_skv_3
wh2_main_special_settlement_kislev_skv_3	wh2_main_special_settlement_kislev_skv_4
wh2_main_special_settlement_kislev_skv_4	wh2_main_special_settlement_kislev_skv_5
wh2_main_special_settlement_kislev_skv_ruin	wh2_main_special_settlement_kislev_skv_1
wh2_main_special_settlement_lahmia_brt_1	wh2_main_special_settlement_lahmia_brt_2
wh2_main_special_settlement_lahmia_brt_2	wh2_main_special_settlement_lahmia_brt_3
wh2_main_special_settlement_lahmia_brt_3	wh2_main_special_settlement_lahmia_brt_4
wh2_main_special_settlement_lahmia_brt_4	wh2_main_special_settlement_lahmia_brt_5
wh2_main_special_settlement_lahmia_brt_ruin	wh2_main_special_settlement_lahmia_brt_1
wh2_main_special_settlement_lahmia_def_1	wh2_main_special_settlement_lahmia_def_2
wh2_main_special_settlement_lahmia_def_2	wh2_main_special_settlement_lahmia_def_3
wh2_main_special_settlement_lahmia_def_3	wh2_main_special_settlement_lahmia_def_4
wh2_main_special_settlement_lahmia_def_4	wh2_main_special_settlement_lahmia_def_5
wh2_main_special_settlement_lahmia_def_ruin	wh2_main_special_settlement_lahmia_def_1
wh2_main_special_settlement_lahmia_dwf_1	wh2_main_special_settlement_lahmia_dwf_2
wh2_main_special_settlement_lahmia_dwf_2	wh2_main_special_settlement_lahmia_dwf_3
wh2_main_special_settlement_lahmia_dwf_3	wh2_main_special_settlement_lahmia_dwf_4
wh2_main_special_settlement_lahmia_dwf_4	wh2_main_special_settlement_lahmia_dwf_5
wh2_main_special_settlement_lahmia_dwf_ruin	wh2_main_special_settlement_lahmia_dwf_1
wh2_main_special_settlement_lahmia_emp_1	wh2_main_special_settlement_lahmia_emp_2
wh2_main_special_settlement_lahmia_emp_2	wh2_main_special_settlement_lahmia_emp_3
wh2_main_special_settlement_lahmia_emp_3	wh2_main_special_settlement_lahmia_emp_4
wh2_main_special_settlement_lahmia_emp_4	wh2_main_special_settlement_lahmia_emp_5
wh2_main_special_settlement_lahmia_emp_ruin	wh2_main_special_settlement_lahmia_emp_1
wh2_main_special_settlement_lahmia_grn_1	wh2_main_special_settlement_lahmia_grn_2
wh2_main_special_settlement_lahmia_grn_2	wh2_main_special_settlement_lahmia_grn_3
wh2_main_special_settlement_lahmia_grn_3	wh2_main_special_settlement_lahmia_grn_4
wh2_main_special_settlement_lahmia_grn_4	wh2_main_special_settlement_lahmia_grn_5
wh2_main_special_settlement_lahmia_grn_ruin	wh2_main_special_settlement_lahmia_grn_1
wh2_main_special_settlement_lahmia_hef_1	wh2_main_special_settlement_lahmia_hef_2
wh2_main_special_settlement_lahmia_hef_2	wh2_main_special_settlement_lahmia_hef_3
wh2_main_special_settlement_lahmia_hef_3	wh2_main_special_settlement_lahmia_hef_4
wh2_main_special_settlement_lahmia_hef_4	wh2_main_special_settlement_lahmia_hef_5
wh2_main_special_settlement_lahmia_hef_ruin	wh2_main_special_settlement_lahmia_hef_1
wh2_main_special_settlement_lahmia_lzd_1	wh2_main_special_settlement_lahmia_lzd_2
wh2_main_special_settlement_lahmia_lzd_2	wh2_main_special_settlement_lahmia_lzd_3
wh2_main_special_settlement_lahmia_lzd_3	wh2_main_special_settlement_lahmia_lzd_4
wh2_main_special_settlement_lahmia_lzd_4	wh2_main_special_settlement_lahmia_lzd_5
wh2_main_special_settlement_lahmia_lzd_ruin	wh2_main_special_settlement_lahmia_lzd_1
wh2_main_special_settlement_lahmia_norsca_1	wh2_main_special_settlement_lahmia_norsca_2
wh2_main_special_settlement_lahmia_norsca_2	wh2_main_special_settlement_lahmia_norsca_3
wh2_main_special_settlement_lahmia_norsca_ruin	wh2_main_special_settlement_lahmia_norsca_1
wh2_main_special_settlement_lahmia_other_1	wh2_main_special_settlement_lahmia_other_2
wh2_main_special_settlement_lahmia_other_2	wh2_main_special_settlement_lahmia_other_3
wh2_main_special_settlement_lahmia_other_3	wh2_main_special_settlement_lahmia_other_4
wh2_main_special_settlement_lahmia_other_4	wh2_main_special_settlement_lahmia_other_5
wh2_main_special_settlement_lahmia_other_ruin	wh2_main_special_settlement_lahmia_other_1
wh2_main_special_settlement_lahmia_savage_1	wh2_main_special_settlement_lahmia_savage_2
wh2_main_special_settlement_lahmia_savage_2	wh2_main_special_settlement_lahmia_savage_3
wh2_main_special_settlement_lahmia_savage_ruin	wh2_main_special_settlement_lahmia_savage_1
wh2_main_special_settlement_lahmia_skv_1	wh2_main_special_settlement_lahmia_skv_2
wh2_main_special_settlement_lahmia_skv_2	wh2_main_special_settlement_lahmia_skv_3
wh2_main_special_settlement_lahmia_skv_3	wh2_main_special_settlement_lahmia_skv_4
wh2_main_special_settlement_lahmia_skv_4	wh2_main_special_settlement_lahmia_skv_5
wh2_main_special_settlement_lahmia_skv_ruin	wh2_main_special_settlement_lahmia_skv_1
wh2_main_special_settlement_lahmia_vmp_1	wh2_main_special_settlement_lahmia_vmp_2
wh2_main_special_settlement_lahmia_vmp_2	wh2_main_special_settlement_lahmia_vmp_3
wh2_main_special_settlement_lahmia_vmp_3	wh2_main_special_settlement_lahmia_vmp_4
wh2_main_special_settlement_lahmia_vmp_4	wh2_main_special_settlement_lahmia_vmp_5
wh2_main_special_settlement_lahmia_vmp_ruin	wh2_main_special_settlement_lahmia_vmp_1
wh2_main_special_settlement_lothern_1	wh2_main_special_settlement_lothern_2
wh2_main_special_settlement_lothern_2	wh2_main_special_settlement_lothern_3
wh2_main_special_settlement_lothern_3	wh2_main_special_settlement_lothern_4
wh2_main_special_settlement_lothern_4	wh2_main_special_settlement_lothern_5
wh2_main_special_settlement_lothern_brt_1	wh2_main_special_settlement_lothern_brt_2
wh2_main_special_settlement_lothern_brt_2	wh2_main_special_settlement_lothern_brt_3
wh2_main_special_settlement_lothern_brt_3	wh2_main_special_settlement_lothern_brt_4
wh2_main_special_settlement_lothern_brt_4	wh2_main_special_settlement_lothern_brt_5
wh2_main_special_settlement_lothern_brt_ruin	wh2_main_special_settlement_lothern_brt_1
wh2_main_special_settlement_lothern_def_1	wh2_main_special_settlement_lothern_def_2
wh2_main_special_settlement_lothern_def_2	wh2_main_special_settlement_lothern_def_3
wh2_main_special_settlement_lothern_def_3	wh2_main_special_settlement_lothern_def_4
wh2_main_special_settlement_lothern_def_4	wh2_main_special_settlement_lothern_def_5
wh2_main_special_settlement_lothern_def_ruin	wh2_main_special_settlement_lothern_def_1
wh2_main_special_settlement_lothern_dwf_1	wh2_main_special_settlement_lothern_dwf_2
wh2_main_special_settlement_lothern_dwf_2	wh2_main_special_settlement_lothern_dwf_3
wh2_main_special_settlement_lothern_dwf_3	wh2_main_special_settlement_lothern_dwf_4
wh2_main_special_settlement_lothern_dwf_4	wh2_main_special_settlement_lothern_dwf_5
wh2_main_special_settlement_lothern_dwf_ruin	wh2_main_special_settlement_lothern_dwf_1
wh2_main_special_settlement_lothern_emp_1	wh2_main_special_settlement_lothern_emp_2
wh2_main_special_settlement_lothern_emp_2	wh2_main_special_settlement_lothern_emp_3
wh2_main_special_settlement_lothern_emp_3	wh2_main_special_settlement_lothern_emp_4
wh2_main_special_settlement_lothern_emp_4	wh2_main_special_settlement_lothern_emp_5
wh2_main_special_settlement_lothern_emp_ruin	wh2_main_special_settlement_lothern_emp_1
wh2_main_special_settlement_lothern_grn_1	wh2_main_special_settlement_lothern_grn_2
wh2_main_special_settlement_lothern_grn_2	wh2_main_special_settlement_lothern_grn_3
wh2_main_special_settlement_lothern_grn_3	wh2_main_special_settlement_lothern_grn_4
wh2_main_special_settlement_lothern_grn_4	wh2_main_special_settlement_lothern_grn_5
wh2_main_special_settlement_lothern_grn_ruin	wh2_main_special_settlement_lothern_grn_1
wh2_main_special_settlement_lothern_lzd_1	wh2_main_special_settlement_lothern_lzd_2
wh2_main_special_settlement_lothern_lzd_2	wh2_main_special_settlement_lothern_lzd_3
wh2_main_special_settlement_lothern_lzd_3	wh2_main_special_settlement_lothern_lzd_4
wh2_main_special_settlement_lothern_lzd_4	wh2_main_special_settlement_lothern_lzd_5
wh2_main_special_settlement_lothern_lzd_ruin	wh2_main_special_settlement_lothern_lzd_1
wh2_main_special_settlement_lothern_norsca_1	wh2_main_special_settlement_lothern_norsca_2
wh2_main_special_settlement_lothern_norsca_2	wh2_main_special_settlement_lothern_norsca_3
wh2_main_special_settlement_lothern_norsca_ruin	wh2_main_special_settlement_lothern_norsca_1
wh2_main_special_settlement_lothern_other_1	wh2_main_special_settlement_lothern_other_2
wh2_main_special_settlement_lothern_other_2	wh2_main_special_settlement_lothern_other_3
wh2_main_special_settlement_lothern_other_3	wh2_main_special_settlement_lothern_other_4
wh2_main_special_settlement_lothern_other_4	wh2_main_special_settlement_lothern_other_5
wh2_main_special_settlement_lothern_other_ruin	wh2_main_special_settlement_lothern_other_1
wh2_main_special_settlement_lothern_ruin	wh2_main_special_settlement_lothern_1
wh2_main_special_settlement_lothern_savage_1	wh2_main_special_settlement_lothern_savage_2
wh2_main_special_settlement_lothern_savage_2	wh2_main_special_settlement_lothern_savage_3
wh2_main_special_settlement_lothern_savage_ruin	wh2_main_special_settlement_lothern_savage_1
wh2_main_special_settlement_lothern_skv_1	wh2_main_special_settlement_lothern_skv_2
wh2_main_special_settlement_lothern_skv_2	wh2_main_special_settlement_lothern_skv_3
wh2_main_special_settlement_lothern_skv_3	wh2_main_special_settlement_lothern_skv_4
wh2_main_special_settlement_lothern_skv_4	wh2_main_special_settlement_lothern_skv_5
wh2_main_special_settlement_lothern_skv_ruin	wh2_main_special_settlement_lothern_skv_1
wh2_main_special_settlement_lothern_vmp_1	wh2_main_special_settlement_lothern_vmp_2
wh2_main_special_settlement_lothern_vmp_2	wh2_main_special_settlement_lothern_vmp_3
wh2_main_special_settlement_lothern_vmp_3	wh2_main_special_settlement_lothern_vmp_4
wh2_main_special_settlement_lothern_vmp_4	wh2_main_special_settlement_lothern_vmp_5
wh2_main_special_settlement_lothern_vmp_ruin	wh2_main_special_settlement_lothern_vmp_1
wh2_main_special_settlement_miragliano_def_1	wh2_main_special_settlement_miragliano_def_2
wh2_main_special_settlement_miragliano_def_2	wh2_main_special_settlement_miragliano_def_3
wh2_main_special_settlement_miragliano_def_3	wh2_main_special_settlement_miragliano_def_4
wh2_main_special_settlement_miragliano_def_4	wh2_main_special_settlement_miragliano_def_5
wh2_main_special_settlement_miragliano_def_ruin	wh2_main_special_settlement_miragliano_def_1
wh2_main_special_settlement_miragliano_dwf_1	wh2_main_special_settlement_miragliano_dwf_2
wh2_main_special_settlement_miragliano_dwf_2	wh2_main_special_settlement_miragliano_dwf_3
wh2_main_special_settlement_miragliano_dwf_3	wh2_main_special_settlement_miragliano_dwf_4
wh2_main_special_settlement_miragliano_dwf_4	wh2_main_special_settlement_miragliano_dwf_5
wh2_main_special_settlement_miragliano_dwf_ruin	wh2_main_special_settlement_miragliano_dwf_1
wh2_main_special_settlement_miragliano_grn_1	wh2_main_special_settlement_miragliano_grn_2
wh2_main_special_settlement_miragliano_grn_2	wh2_main_special_settlement_miragliano_grn_3
wh2_main_special_settlement_miragliano_grn_3	wh2_main_special_settlement_miragliano_grn_4
wh2_main_special_settlement_miragliano_grn_4	wh2_main_special_settlement_miragliano_grn_5
wh2_main_special_settlement_miragliano_grn_ruin	wh2_main_special_settlement_miragliano_grn_1
wh2_main_special_settlement_miragliano_hef_1	wh2_main_special_settlement_miragliano_hef_2
wh2_main_special_settlement_miragliano_hef_2	wh2_main_special_settlement_miragliano_hef_3
wh2_main_special_settlement_miragliano_hef_3	wh2_main_special_settlement_miragliano_hef_4
wh2_main_special_settlement_miragliano_hef_4	wh2_main_special_settlement_miragliano_hef_5
wh2_main_special_settlement_miragliano_hef_ruin	wh2_main_special_settlement_miragliano_hef_1
wh2_main_special_settlement_miragliano_lzd_1	wh2_main_special_settlement_miragliano_lzd_2
wh2_main_special_settlement_miragliano_lzd_2	wh2_main_special_settlement_miragliano_lzd_3
wh2_main_special_settlement_miragliano_lzd_3	wh2_main_special_settlement_miragliano_lzd_4
wh2_main_special_settlement_miragliano_lzd_4	wh2_main_special_settlement_miragliano_lzd_5
wh2_main_special_settlement_miragliano_lzd_ruin	wh2_main_special_settlement_miragliano_lzd_1
wh2_main_special_settlement_miragliano_norsca_1	wh2_main_special_settlement_miragliano_norsca_2
wh2_main_special_settlement_miragliano_norsca_2	wh2_main_special_settlement_miragliano_norsca_3
wh2_main_special_settlement_miragliano_norsca_ruin	wh2_main_special_settlement_miragliano_norsca_1
wh2_main_special_settlement_miragliano_other_1	wh2_main_special_settlement_miragliano_other_2
wh2_main_special_settlement_miragliano_other_2	wh2_main_special_settlement_miragliano_other_3
wh2_main_special_settlement_miragliano_other_3	wh2_main_special_settlement_miragliano_other_4
wh2_main_special_settlement_miragliano_other_4	wh2_main_special_settlement_miragliano_other_5
wh2_main_special_settlement_miragliano_other_ruin	wh2_main_special_settlement_miragliano_other_1
wh2_main_special_settlement_miragliano_savage_1	wh2_main_special_settlement_miragliano_savage_2
wh2_main_special_settlement_miragliano_savage_2	wh2_main_special_settlement_miragliano_savage_3
wh2_main_special_settlement_miragliano_savage_ruin	wh2_main_special_settlement_miragliano_savage_1
wh2_main_special_settlement_miragliano_skv_1	wh2_main_special_settlement_miragliano_skv_2
wh2_main_special_settlement_miragliano_skv_2	wh2_main_special_settlement_miragliano_skv_3
wh2_main_special_settlement_miragliano_skv_3	wh2_main_special_settlement_miragliano_skv_4
wh2_main_special_settlement_miragliano_skv_4	wh2_main_special_settlement_miragliano_skv_5
wh2_main_special_settlement_miragliano_skv_ruin	wh2_main_special_settlement_miragliano_skv_1
wh2_main_special_settlement_naggarond_1	wh2_main_special_settlement_naggarond_2
wh2_main_special_settlement_naggarond_2	wh2_main_special_settlement_naggarond_3
wh2_main_special_settlement_naggarond_3	wh2_main_special_settlement_naggarond_4
wh2_main_special_settlement_naggarond_4	wh2_main_special_settlement_naggarond_5
wh2_main_special_settlement_naggarond_brt_1	wh2_main_special_settlement_naggarond_brt_2
wh2_main_special_settlement_naggarond_brt_2	wh2_main_special_settlement_naggarond_brt_3
wh2_main_special_settlement_naggarond_brt_3	wh2_main_special_settlement_naggarond_brt_4
wh2_main_special_settlement_naggarond_brt_4	wh2_main_special_settlement_naggarond_brt_5
wh2_main_special_settlement_naggarond_brt_ruin	wh2_main_special_settlement_naggarond_brt_1
wh2_main_special_settlement_naggarond_dwf_1	wh2_main_special_settlement_naggarond_dwf_2
wh2_main_special_settlement_naggarond_dwf_2	wh2_main_special_settlement_naggarond_dwf_3
wh2_main_special_settlement_naggarond_dwf_3	wh2_main_special_settlement_naggarond_dwf_4
wh2_main_special_settlement_naggarond_dwf_4	wh2_main_special_settlement_naggarond_dwf_5
wh2_main_special_settlement_naggarond_dwf_ruin	wh2_main_special_settlement_naggarond_dwf_1
wh2_main_special_settlement_naggarond_emp_1	wh2_main_special_settlement_naggarond_emp_2
wh2_main_special_settlement_naggarond_emp_2	wh2_main_special_settlement_naggarond_emp_3
wh2_main_special_settlement_naggarond_emp_3	wh2_main_special_settlement_naggarond_emp_4
wh2_main_special_settlement_naggarond_emp_4	wh2_main_special_settlement_naggarond_emp_5
