campaign_character_arts_tables
7
art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation	id	-	religion	land_animation_vfx_filter	sea_animation_vfx_filter	navy_animation_vfx_filter
wh2_main_art_set_skv_plague_priest_01	0	0		none	wh2_main_uniform_skv_plague_priest_01			wh2_main_campaign_skv_ship_agent	wh2_main_campaign_skv_ship_agent	cam_hu17_skaven_censer	cam_medium_ship_06	cam_medium_ship_06	5657	0		0	0	0
wh_dlc07_art_set_chs_sorcerer_shadow_01	0	0		none	wh_main_uniform_chs_sorcerer_campaign_01			wh_main_campaign_chs_ship_light	wh_main_campaign_chs_ship_heavy	cam_hu1c_chaos_staff_and_sword	cam_light_ship_04	cam_heavy_ship_04	5658	0		0	0	0
wh2_main_art_set_skv_warlock_engineer_01	0	0		none	wh2_main_uniform_skv_warlock_engineer_01			wh2_main_campaign_skv_ship_agent	wh2_main_campaign_skv_ship_agent	cam_hu17_skaven_dual_sword	cam_medium_ship_06	cam_medium_ship_06	5660	0		0	0	0
wh_dlc07_art_set_chs_sorcerer_shadow_02	0	0		none	wh_main_uniform_chs_sorcerer_campaign_02			wh_main_campaign_chs_ship_light	wh_main_campaign_chs_ship_heavy	cam_hu1c_chaos_staff_and_sword	cam_light_ship_04	cam_heavy_ship_04	5664	0		0	0	0
wh2_main_art_set_lzd_saurus_scar_veteran_03	0	0		none	wh2_main_uniform_lzd_saurus_scar_veteran_03			wh2_main_campaign_lzd_ship_agent	wh2_main_campaign_lzd_ship_agent	cam_lord_hu7b_saurus_spear	cam_transport_ship_04	cam_transport_ship_04	566681497	0		0	0	0
wh2_main_art_set_hef_loremaster_of_hoeth_01	0	0		none	wh2_main_uniform_hef_loremaster_of_hoeth_01			wh2_main_campaign_hef_ship_agent	wh2_main_campaign_hef_ship_agent	cam_hero_hu1d_elf_2handed_sword	cam_medium_ship_05	cam_medium_ship_05	5667	0		0	0	0
wh2_main_art_set_hef_mage_01	0	0		none	wh2_main_uniform_hef_mage_01			wh2_main_campaign_hef_ship_agent	wh2_main_campaign_hef_ship_agent	cam_lord_hu1b_elf_staff_and_sword	cam_medium_ship_05	cam_medium_ship_05	5671	0		0	0	0
wh_dlc07_art_set_chs_sorcerer_shadow_03	0	0		none	wh_main_uniform_chs_sorcerer_campaign_03			wh_main_campaign_chs_ship_light	wh_main_campaign_chs_ship_heavy	cam_hu1c_chaos_staff_and_sword	cam_light_ship_04	cam_heavy_ship_04	5673	0		0	0	0
wh2_main_art_set_hef_noble_01	0	0		none	wh2_main_uniform_hef_noble_01			wh2_main_campaign_hef_ship_agent	wh2_main_campaign_hef_ship_agent	cam_hero_hu1d_elf_halberd	cam_medium_ship_05	cam_medium_ship_05	5674	0		0	0	0
wh2_main_art_set_def_khainite_assassin_01	0	0		none	wh2_main_uniform_def_khainite_assassin_01			wh2_main_campaign_def_ship_agent	wh2_main_campaign_def_ship_agent	cam_hero_hu1d_elf_sword_and_handbow	cam_light_ship_05	cam_light_ship_05	5677	0		0	0	0
wh_dlc07_art_set_chs_sorcerer_shadow_04	0	0		none	wh_main_uniform_chs_sorcerer_campaign_04			wh_main_campaign_chs_ship_light	wh_main_campaign_chs_ship_heavy	cam_hu1c_chaos_staff_and_sword	cam_light_ship_04	cam_heavy_ship_04	5682	0		0	0	0
wh2_main_art_set_def_sorceress_01	0	0		none	wh2_main_uniform_def_sorceress_01			wh2_main_campaign_def_ship_agent	wh2_main_campaign_def_ship_agent	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	5686	0		0	0	0
wh_pro02_art_set_vmp_isabella	0	0		none	wh_pro02_uniform_vmp_isabella			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1b_vampire_sword	cam_heavy_ship_01	cam_heavy_ship_01	5689	0		0	0	0
wh_dlc07_art_set_brt_alberic	0	0		none	wh_dlc07_brt_alberic_bordeleaux			wh_main_campaign_brt_ship_heavy	wh_main_campaign_brt_ship_heavy	cam_hu1_empire_sword_and_shield	cam_heavy_ship_01	cam_heavy_ship_01	5691	0		0	0	0
wh2_main_art_set_def_death_hag_01	0	0		none	wh2_main_uniform_def_death_hag_01			wh2_main_campaign_def_ship_agent	wh2_main_campaign_def_ship_agent	cam_lord_hu1b_elf_dual_sword	cam_light_ship_05	cam_light_ship_05	5695	0		0	0	0
wh_dlc07_art_set_brt_prophetess_beasts_01	0	0		none	wh_dlc07_uniform_brt_prophetess_01			wh_main_campaign_brt_ship_heavy	wh_main_campaign_brt_ship_heavy	cam_hu1b_bretonnian_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	5697	0		0	0	0
wh2_main_art_set_lzd_lord_mazdamundi	0	0		none	wh2_main_uniform_lzd_lord_mazdamundi			wh2_main_campaign_lzd_ship_transport	wh2_main_campaign_lzd_ship_transport	cam_lord_hu9_slann_mace	cam_transport_ship_04	cam_transport_ship_04	5702	0		0	0	0
wh_dlc07_art_set_brt_prophetess_beasts_02	0	0		none	wh_dlc07_uniform_brt_prophetess_02			wh_main_campaign_brt_ship_heavy	wh_main_campaign_brt_ship_heavy	cam_hu1b_bretonnian_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	5706	0		0	0	0
wh2_main_art_set_hef_prince_alastar	0	0		none	wh2_main_uniform_hef_prince_alastair			wh2_main_campaign_hef_ship_transport	wh2_main_campaign_hef_ship_transport	cam_hero_hu1d_elf_halberd	cam_medium_ship_05	cam_medium_ship_05	5709	0		0	0	0
wh_dlc07_art_set_brt_prophetess_beasts_03	0	0		none	wh_dlc07_uniform_brt_prophetess_03			wh_main_campaign_brt_ship_heavy	wh_main_campaign_brt_ship_heavy	cam_hu1b_bretonnian_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	5710	0		0	0	0
wh2_main_art_set_def_dreadlord_fem_03	0	0		none	wh2_main_uniform_def_dreadlord_fem_03			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_sword_and_shield	cam_light_ship_05	cam_light_ship_05	5712	0		0	0	0
wh_dlc07_art_set_brt_prophetess_beasts_04	0	0		none	wh_dlc07_uniform_brt_prophetess_04			wh_main_campaign_brt_ship_heavy	wh_main_campaign_brt_ship_heavy	cam_hu1b_bretonnian_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	5716	0		0	0	0
wh_dlc05_art_set_wef_glade_lord_fem_02	0	0		none	wh_dlc05_uniform_wef_glade_lord_fem_02			wh_dlc05_campaign_wef_ship_transport	wh_dlc05_campaign_wef_ship_transport	cam_hu1b_elf_sword_and_bow	cam_transport_ship_03	cam_transport_ship_03	5718	0		0	0	0
wh_dlc07_art_set_brt_prophetess_life_01	0	0		none	wh_dlc07_uniform_brt_prophetess_01			wh_main_campaign_brt_ship_heavy	wh_main_campaign_brt_ship_heavy	cam_hu1b_bretonnian_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	5725	0		0	0	0
wh_dlc05_art_set_wef_glade_lord_fem_05	0	0		none	wh_dlc05_uniform_wef_glade_lord_fem_05			wh_dlc05_campaign_wef_ship_transport	wh_dlc05_campaign_wef_ship_transport	cam_hu1b_elf_sword_and_bow	cam_transport_ship_03	cam_transport_ship_03	5726	0		0	0	0
wh_dlc07_art_set_brt_prophetess_life_02	0	0		none	wh_dlc07_uniform_brt_prophetess_02			wh_main_campaign_brt_ship_heavy	wh_main_campaign_brt_ship_heavy	cam_hu1b_bretonnian_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	5729	0		0	0	0
wh2_main_art_set_hef_princess_01	0	0		none	wh2_main_uniform_hef_princess_01			wh2_main_campaign_hef_ship_transport	wh2_main_campaign_hef_ship_transport	cam_lord_hu1b_elf_sword_and_bow	cam_medium_ship_05	cam_medium_ship_05	5733	0		0	0	0
wh2_main_art_set_hef_prince_03	0	0		none	wh2_main_uniform_hef_prince_03			wh2_main_campaign_hef_ship_transport	wh2_main_campaign_hef_ship_transport	cam_hu1d_elf_sword_and_shield	cam_medium_ship_05	cam_medium_ship_05	573504198	0		0	0	0
wh_dlc07_art_set_brt_prophetess_life_03	0	0		none	wh_dlc07_uniform_brt_prophetess_03			wh_main_campaign_brt_ship_heavy	wh_main_campaign_brt_ship_heavy	cam_hu1b_bretonnian_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	5739	0		0	0	0
wh_dlc07_art_set_brt_prophetess_life_04	0	0		none	wh_dlc07_uniform_brt_prophetess_04			wh_main_campaign_brt_ship_heavy	wh_main_campaign_brt_ship_heavy	cam_hu1b_bretonnian_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	5741	0		0	0	0
wh2_main_art_set_skv_grey_seer_ruin_04	0	0		none	wh2_main_uniform_skv_grey_seer_04			wh2_main_campaign_skv_ship_transport	wh2_main_campaign_skv_ship_transport	cam_hu17_skaven_staff_and_sword	cam_medium_ship_06	cam_medium_ship_06	583654632	0		0	0	0
wh2_main_art_set_hef_princess_02	0	0		none	wh2_main_uniform_hef_princess_02			wh2_main_campaign_hef_ship_transport	wh2_main_campaign_hef_ship_transport	cam_lord_hu1b_elf_sword_and_bow	cam_medium_ship_05	cam_medium_ship_05	583966139	0		0	0	0
wh2_main_art_set_skv_grey_seer_ruin_01	0	0		none	wh2_main_uniform_skv_grey_seer_01			wh2_main_campaign_skv_ship_transport	wh2_main_campaign_skv_ship_transport	cam_hu17_skaven_staff_and_sword	cam_medium_ship_06	cam_medium_ship_06	589052783	0		0	0	0
wh2_main_art_set_lzd_saurus_old_blood_02	0	0		none	wh2_main_uniform_lzd_saurus_old_blood_02			wh2_main_campaign_lzd_ship_transport	wh2_main_campaign_lzd_ship_transport	cam_lord_hu7b_saurus_club_and_shield	cam_transport_ship_04	cam_transport_ship_04	592341736	0		0	0	0
wh2_main_art_set_hef_noble_02	0	0		none	wh2_main_uniform_hef_noble_02			wh2_main_campaign_hef_ship_agent	wh2_main_campaign_hef_ship_agent	cam_hero_hu1d_elf_halberd	cam_medium_ship_05	cam_medium_ship_05	600258263	0		0	0	0
wh2_main_art_set_hef_princess_03	0	0		none	wh2_main_uniform_hef_princess_03			wh2_main_campaign_hef_ship_transport	wh2_main_campaign_hef_ship_transport	cam_lord_hu1b_elf_sword_and_bow	cam_medium_ship_05	cam_medium_ship_05	665577694	0		0	0	0
wh2_main_art_set_hef_prince_02	0	0		none	wh2_main_uniform_hef_prince_02			wh2_main_campaign_hef_ship_transport	wh2_main_campaign_hef_ship_transport	cam_hu1d_elf_sword_and_shield	cam_medium_ship_05	cam_medium_ship_05	710272848	0		0	0	0
wh2_main_art_set_def_dreadlord_fem_01	0	0		none	wh2_main_uniform_def_dreadlord_fem_01			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_sword_and_shield	cam_light_ship_05	cam_light_ship_05	717893252	0		0	0	0
wh2_main_art_set_skv_warlord_02	0	0		none	wh2_main_uniform_skv_warlord_02			wh2_main_campaign_skv_ship_transport	wh2_main_campaign_skv_ship_transport	cam_hu17_skaven_dual_sword	cam_medium_ship_06	cam_medium_ship_06	735095170	0		0	0	0
wh2_main_art_set_skv_warlock_engineer_03	0	0		none	wh2_main_uniform_skv_warlock_engineer_03			wh2_main_campaign_skv_ship_agent	wh2_main_campaign_skv_ship_agent	cam_hu17_skaven_dual_sword	cam_medium_ship_06	cam_medium_ship_06	761309665	0		0	0	0
wh2_main_art_set_skv_grey_seer_plague_03	0	0		none	wh2_main_uniform_skv_grey_seer_03			wh2_main_campaign_skv_ship_transport	wh2_main_campaign_skv_ship_transport	cam_hu17_skaven_staff_and_sword	cam_medium_ship_06	cam_medium_ship_06	774862902	0		0	0	0
wh2_main_art_set_hef_mage_02	0	0		none	wh2_main_uniform_hef_mage_02			wh2_main_campaign_hef_ship_agent	wh2_main_campaign_hef_ship_agent	cam_lord_hu1b_elf_staff_and_sword	cam_medium_ship_05	cam_medium_ship_05	811974589	0		0	0	0
wh2_main_art_set_def_sorceress_04	0	0		none	wh2_main_uniform_def_sorceress_04			wh2_main_campaign_def_ship_agent	wh2_main_campaign_def_ship_agent	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	85128511	0		0	0	0
wh2_main_art_set_skv_warlord_03	0	0		none	wh2_main_uniform_skv_warlord_03			wh2_main_campaign_skv_ship_transport	wh2_main_campaign_skv_ship_transport	cam_hu17_skaven_dual_sword	cam_medium_ship_06	cam_medium_ship_06	85311450	0		0	0	0
wh2_main_art_set_lzd_slann_mage_priest_02	0	0		none	wh2_main_uniform_lzd_slann_mage_priest_02			wh2_main_campaign_lzd_ship_transport	wh2_main_campaign_lzd_ship_transport	cam_lord_hu9_slann_mace	cam_transport_ship_04	cam_transport_ship_04	853860698	0		0	0	0
wh2_main_art_set_skv_plague_priest_03	0	0		none	wh2_main_uniform_skv_plague_priest_03			wh2_main_campaign_skv_ship_agent	wh2_main_campaign_skv_ship_agent	cam_hu17_skaven_censer	cam_medium_ship_06	cam_medium_ship_06	957198938	0		0	0	0
wh2_main_art_set_def_death_hag_02	0	0		none	wh2_main_uniform_def_death_hag_02			wh2_main_campaign_def_ship_agent	wh2_main_campaign_def_ship_agent	cam_lord_hu1b_elf_dual_sword	cam_light_ship_05	cam_light_ship_05	96969307	0		0	0	0
wh2_main_art_set_lzd_saurus_old_blood_03	0	0		none	wh2_main_uniform_lzd_saurus_old_blood_03			wh2_main_campaign_lzd_ship_transport	wh2_main_campaign_lzd_ship_transport	cam_lord_hu7b_saurus_club_and_shield	cam_transport_ship_04	cam_transport_ship_04	982028883	0		0	0	0
wh2_main_art_set_skv_assassin_03	0	0		none	wh2_main_uniform_skv_assassin_03			wh2_main_campaign_skv_ship_agent	wh2_main_campaign_skv_ship_agent	cam_hu17_skaven_dual_sword	cam_medium_ship_06	cam_medium_ship_06	991001736	0		0	0	0
