effect_bundles_tables
1
key	localised_description	localised_title	ui_icon	bundle_target
wh_main_bundle_anc_magic_standard_banner_of_swiftness	 	Banner of Swiftness	public_order.png	character
wh_main_bundle_anc_magic_standard_banner_of_the_barrows	 	Banner of the Barrows	public_order.png	character
wh_main_bundle_anc_magic_standard_blasted_standard	 	Blasted Standard	public_order.png	character
wh_main_bundle_anc_magic_standard_da_immortulz	 	Da Immortulz	public_order.png	character
wh_main_bundle_anc_magic_standard_gleaming_pennant	 	Gleaming Pennant	public_order.png	character
wh_main_bundle_anc_magic_standard_griffon_banner	 	Griffon Banner	public_order.png	character
wh_main_bundle_anc_magic_standard_lichbone_pennant	 	Lichbone Pennant	public_order.png	character
wh_main_bundle_anc_magic_standard_morks_war_banner	 	Mork's War Banner	public_order.png	character
wh_main_bundle_anc_magic_standard_rampagers_standard	 	Rampager's Standard	public_order.png	character
wh_main_bundle_anc_magic_standard_rangers_standard	 	Ranger's Standard	public_order.png	character
wh_main_bundle_anc_magic_standard_razor_standard	 	Razor Standard	public_order.png	character
wh_main_bundle_anc_magic_standard_scarecrow_banner	 	Scarecrow Banner	public_order.png	character
wh_main_bundle_anc_magic_standard_spider_banner	 	Spider Banner	public_order.png	character
wh_main_bundle_anc_magic_standard_standard_of_discipline	 	Standard of Discipline	public_order.png	character
wh_main_bundle_anc_magic_standard_steel_standard	 	Steel Standard	public_order.png	character
wh_main_bundle_anc_magic_standard_the_bad_moon_banner	 	The Bad Moon Banner	public_order.png	character
wh_main_bundle_anc_magic_standard_the_screaming_banner	 	The Screaming Banner	public_order.png	character
wh_main_bundle_anc_magic_standard_wailing_banner	 	Wailing Banner	public_order.png	character
wh_main_bundle_anc_magic_standard_war_banner	 	War Banner	public_order.png	character
wh_main_bundle_anc_mark_of_chaos_mark_of_khorne	 	Mark of Khorne	public_order.png	character
wh_main_bundle_anc_mark_of_chaos_mark_of_nurgle	 	Mark of Nurgle	public_order.png	character
wh_main_bundle_anc_mark_of_chaos_mark_of_slaanesh	 	Mark of Slaanesh	public_order.png	character
wh_main_bundle_anc_mark_of_chaos_mark_of_tzeentch	 	Mark of Tzeentch	public_order.png	character
wh_main_bundle_anc_rune_ancestor_rune	 	Ancestor Rune	public_order.png	character
wh_main_bundle_anc_rune_master_rune_of_battle	 	Rune of Battle	public_order.png	character
wh_main_bundle_anc_rune_master_rune_of_courage	 	Rune of Courage	public_order.png	character
wh_main_bundle_anc_rune_master_rune_of_groth_one-eye	 	Master Rune of Groth One-Eye	public_order.png	character
wh_main_bundle_anc_rune_master_rune_of_grungni	 	Master Rune of Grungni	public_order.png	character
wh_main_bundle_anc_rune_master_rune_of_sanctuary	 	Rune of Sanctuary	public_order.png	character
wh_main_bundle_anc_rune_master_rune_of_slowness	 	Rune of Slowness	public_order.png	character
wh_main_bundle_anc_rune_master_rune_of_stoicism	 	Rune of Stoicism	public_order.png	character
wh_main_bundle_anc_rune_master_rune_of_stromni_redbeard	 	Master Rune of Stromni Redbeard	public_order.png	character
wh_main_bundle_anc_rune_master_rune_of_valaya	 	Master Rune of Valaya	public_order.png	character
wh_main_bundle_anc_rune_strollaz_rune	 	Strollaz' Rune	public_order.png	character
wh_main_bundle_captives_kill_bretonnia	No quarter has been shown to our enemies! Our troops rejoice at our success.	Executed Captives	morale.png	force
wh_main_bundle_captives_kill_chaos	The Chaos Gods look upon this army favourably.	Slaughtered Captives	morale.png	force
wh_main_bundle_captives_kill_dwarfs	These brave Dawi are celebrating after another wrong has been put right.	Executed Captives	morale.png	force
wh_main_bundle_captives_kill_greenskins	The boyz are ecstatic after slaughtering recent captives!	Slaughtered Captives	morale.png	force
wh_main_bundle_captives_kill_humans	These men are feeling confident after cleaning up stragglers from the recent battle.	Killed Captives	morale.png	force
wh_main_bundle_captives_kill_vampire_counts	The Undead are feasting upon corpses from the recent battle.	Murdered Captives	morale.png	force
wh_main_bundle_captives_release_bretonnia	Perhaps we have fallen in the estimations of others, but gold tends to ease that pain...	Ransom Captives	chivalry_negative.png	force
wh_main_bundle_captives_release_dwarfs	The throng looks to hearth and home, with feasts and stories by a roaring fire. It will be a while before this army seeks fresh recruits.	Released Captives	replenishment.png	force
wh_main_bundle_captives_release_humans	Men are reluctant to join the ranks of this army.	Pardoned Captives	replenishment.png	force
wh_main_bundle_captives_release_vampire_counts	This army is struggling after giving up a source of fresh flesh.	Returned Captives	replenishment.png	force
wh_main_bundle_confederation_brt	Bretonnia grows ever closer to uniting once more – the people rejoice!	Confederation	confederation.png	faction
wh_main_bundle_confederation_dwf	The sudden expansion of territory has caused instability throughout the land.	Confederation	confederation.png	faction
wh_main_bundle_confederation_emp	The sudden expansion of territory has caused instability throughout the land.	Confederation	confederation.png	faction
wh_main_bundle_confederation_grn	The sudden expansion of territory has caused instability throughout the land.	Confederation	confederation.png	faction
wh_main_bundle_confederation_vmp	The sudden expansion of territory has caused instability throughout the land.	Confederation	confederation.png	faction
wh_main_bundle_confederation_wef	The sudden expansion of territory has caused instability throughout the land.	Confederation	confederation.png	faction
wh_main_bundle_dummy	.	.	 	faction
wh_main_bundle_dummy_character	.	.	 	character
wh_main_bundle_faction_chaos_everchosen	The final gambit of the Chaos God Tzeentch has come to naught - or was that his plan all along?	The Everchosen	religion_chaos.png	faction
wh_main_bundle_faction_chaos_invasion	The End Times have arrived!	Chaos Invasion	religion_chaos.png	faction
wh_main_bundle_faction_chaos_invasion_good	The End Times have arrived!	Chaos Invasion	religion_chaos.png	faction
wh_main_bundle_faction_chaos_rises	The corrupt forces of Chaos taint the land.	Chaos Rises	religion_chaos.png	faction
wh_main_bundle_faction_chaos_rises_good	The corrupt forces of Chaos taint the land.	Chaos Rises	religion_chaos.png	faction
wh_main_bundle_faction_imperium_level_1	Your power is of little consequence to the world... yet!	Power: Insignificant	 	faction
wh_main_bundle_faction_imperium_level_2	Your have established yourself as a worthy power.	Power: Noteworthy	 	faction
wh_main_bundle_faction_imperium_level_3	Word of your achievements has travelled far.	Power: Impressive	 	faction
wh_main_bundle_faction_imperium_level_4	Your accomplishments are great.	Power: Inspiring	 	faction
wh_main_bundle_faction_imperium_level_5	Your power is both feared and coveted.	Power: Intimidating	 	faction
wh_main_bundle_faction_imperium_level_6	The world trembles before you.	Power: Terrifying	 	faction
wh_main_bundle_faction_imperium_level_7	Your power is supreme.	Power: Supreme	 	faction
wh_main_bundle_force_additional_army_upkeep_easy	[HIDDEN] Player only effect bundle that increases factionwide upkeep by 1% for each additional army	[HIDDEN]	 	force
wh_main_bundle_force_additional_army_upkeep_hard	[HIDDEN] Player only effect bundle that increases factionwide upkeep by 3% for each additional army	[HIDDEN]	 	force
wh_main_bundle_force_additional_army_upkeep_legendary	[HIDDEN] Player only effect bundle that increases factionwide upkeep by 5% for each additional army	[HIDDEN]	 	force
wh_main_bundle_force_additional_army_upkeep_normal	[HIDDEN] Player only effect bundle that increases factionwide upkeep by 2% for each additional army	[HIDDEN]	 	force
wh_main_bundle_force_additional_army_upkeep_very_hard	[HIDDEN] Player only effect bundle that increases factionwide upkeep by 4% for each additional army	[HIDDEN]	 	force
wh_main_bundle_force_siege_equipment_brt	[HIDDEN] Adds BRETONNIA siege equipment	[HIDDEN]	 	force
wh_main_bundle_force_siege_equipment_chs	[HIDDEN] Adds CHAOS siege equipment	[HIDDEN]	 	force
wh_main_bundle_force_siege_equipment_dwf	[HIDDEN] Adds DWARF siege equipment	[HIDDEN]	 	force
wh_main_bundle_force_siege_equipment_emp	[HIDDEN] Adds EMPIRE siege equipment	[HIDDEN]	 	force
wh_main_bundle_force_siege_equipment_grn	[HIDDEN] Adds GREENSKIN siege equipment	[HIDDEN]	 	force
wh_main_bundle_force_siege_equipment_vmp	[HIDDEN] Adds VAMPIRE COUNT siege equipment	[HIDDEN]	 	force
wh_main_bundle_grudges_high	The Longbeards are fuming, many grudges have been left to fester, they rant about how this would 'never happen in their day'.	Grumbling (20+ Total Severity)	grudges.png	faction
wh_main_bundle_grudges_low	The Longbeards are silent because there are very few grudges unaccounted for, much to their annoyance as they like a good moan.	Satisfied (0-9 Total Severity)	grudges.png	faction
wh_main_bundle_grudges_medium	The Longbeards are grumpy, they gripe that while some grudges have been avenged, there are as many outstanding.	Middling (10-19 Total Severity)	grudges.png	faction
wh_main_bundle_horde_raze	Destroying their enemies has strengthened this horde.	Raze	growth.png	force
wh_main_bundle_military_upkeep_free_force	[HIDDEN] Gives the spawned horde free upkeep	[HIDDEN]	 	force
wh_main_bundle_military_upkeep_free_force_special_character	[HIDDEN] Gives the spawned horde free upkeep and a protection against agent actions	[HIDDEN]	 	force
wh_main_bundle_military_upkeep_free_force_unbreakable	[HIDDEN] Gives the spawned horde free upkeep and the unbreakable attribute to the general	[HIDDEN]	 	force
wh_main_bundle_military_upkeep_free_force_unbreakable_all	[HIDDEN]	[HIDDEN]	 	force
wh_main_bundle_minister_emp_arch_lector	[HIDDEN]	Arch Lector	 	character
wh_main_bundle_minister_emp_castellan-engineer	[HIDDEN]	Castellan-Engineer	 	character
wh_main_bundle_minister_emp_faction_leader	[HIDDEN]	Emperor	 	character
wh_main_bundle_minister_emp_reiksmarshal	[HIDDEN]	Reiksmarshal	 	character
wh_main_bundle_minister_emp_spymaster	[HIDDEN]	Spymaster	 	character
wh_main_bundle_minister_emp_supreme_patriarch	[HIDDEN]	Supreme Patriarch	 	character
wh_main_bundle_minister_emp_treasurer	[HIDDEN]	Treasurer	 	character
wh_main_bundle_region_chaos_corruption	[HIDDEN] When Chaos razes a region, apply this effect bundle	[HIDDEN]	 	region
wh_main_bundle_region_chaos_corruption_attrition	Non-Chaos armies will suffer losses due to [[img:icon_attrition]][[/img]]attrition when moving through these lands.	Chaos Corruption	religion_chaos.png	region
wh_main_bundle_region_chaos_corruption_attrition_good	Non-Chaos armies will suffer losses due to [[img:icon_attrition]][[/img]]attrition when moving through these lands.	Chaos Corruption	religion_chaos.png	region
wh_main_bundle_region_chaos_corruption_high	Chaos is rampant! It infests the area with its twisting, changing blight.	Rampant Corruption	religion_chaos.png	region
wh_main_bundle_region_chaos_corruption_high_good	Chaos is rampant! It infests the area with its twisting, changing blight.	Rampant Corruption	religion_chaos.png	region
wh_main_bundle_region_chaos_corruption_low	The taint of Chaos skulks across the region, its touch starts to permeate the ground and twist the trees.	Creeping Corruption	religion_chaos.png	region
wh_main_bundle_region_chaos_corruption_low_good	The taint of Chaos skulks across the region, its touch starts to permeate the ground and twist the trees.	Creeping Corruption	religion_chaos.png	region
wh_main_bundle_region_chaos_corruption_medium	The land heaves and the corruption grows - the influence of the Ruinous Powers is keenly felt.	Growing Corruption	religion_chaos.png	region
wh_main_bundle_region_chaos_corruption_medium_good	The land heaves and the corruption grows - the influence of the Ruinous Powers is keenly felt.	Growing Corruption	religion_chaos.png	region
wh_main_bundle_region_chaos_invasion	[HIDDEN] Adds Chaos corruption to every province capital for the Chaos Invasion event	[HIDDEN]	 	region
wh_main_bundle_region_chaos_rises	[HIDDEN] Adds Chaos corruption to every province capital for the Chaos Rises event	[HIDDEN]	 	region
wh_main_bundle_region_untainted_attrition	Armies of the Undead will suffer losses due to [[img:icon_attrition]][[/img]]attrition when moving through these lands.	Untainted	religion.png	region
wh_main_bundle_region_vampiric_corruption_attrition	Mortal armies will suffer losses due to [[img:icon_attrition]][[/img]]attrition when moving through these lands.	Vampiric Corruption	religion_undeath.png	region
wh_main_bundle_region_vampiric_corruption_attrition_bad	Mortal armies will suffer losses due to [[img:icon_attrition]][[/img]]attrition when moving through these lands.	Vampiric Corruption	religion_undeath.png	region
wh_main_bundle_region_vampiric_corruption_high	The everlasting night has come to this part of the realm, the corruption of Shyish is all but dominant!	Rampant Corruption	religion_undeath.png	region
wh_main_bundle_region_vampiric_corruption_high_good	The everlasting night has come to this part of the realm, the corruption of Shyish is all but dominant!	Rampant Corruption	religion_undeath.png	region
wh_main_bundle_region_vampiric_corruption_low	The curse of Undeath has taken root in this area and so the land begins to wither...	Creeping Corruption	religion_undeath.png	region
wh_main_bundle_region_vampiric_corruption_low_good	The curse of Undeath has taken root in this area and so the land begins to wither...	Creeping Corruption	religion_undeath.png	region
wh_main_bundle_region_vampiric_corruption_medium	As Dark Magic grows, seeping into the land, the dead no longer rest easy and those that live feel a terrible burden upon their souls.	Growing Corruption	religion_undeath.png	region
wh_main_bundle_region_vampiric_corruption_medium_good	As Dark Magic grows, seeping into the land, the dead no longer rest easy and those that live feel a terrible burden upon their souls.	Growing Corruption	religion_undeath.png	region
wh_main_bundle_ror_lock	[HIDDEN]	[HIDDEN]	 	faction
wh_main_bundle_ror_lock_vmp	[HIDDEN]	[HIDDEN]	 	faction
wh_main_bundle_stance_army_ambush	Conceals this army, allowing surprise attacks against passing enemies.	Stance: Ambush	icon_effects_ambush.png	force
wh_main_bundle_stance_army_channelling	Increases the favourability of the Winds of Magic when fighting battles.	Stance: Channelling	wizard.png	force
wh_main_bundle_stance_army_channelling_vmp	Increases the favourability of the Winds of Magic when fighting battles and allows for a small amount of replenishment.	Stance: Channelling	wizard.png	force
wh_main_bundle_stance_army_default	Traverses the world as normal.	Stance: None	icon_effects_army.png	force
wh_main_bundle_stance_army_forced_march	Increases this army's campaign map marching range.	Stance: March	icon_effects_forced_march.png	force
wh_main_bundle_stance_army_fortification	Sets up a defensive camp, allowing for recruitment and replenishment, regardless of territory.	Stance: Encamp	icon_effects_fortify.png	force
wh_main_bundle_stance_army_garrisoned	Safeguards the local settlement.	Situation: Garrisoned	army.png	force
wh_main_bundle_stance_army_laying_siege	Makes ready to capture a settlement.	Situation: Laying Siege	siege_attack.png	force
wh_main_bundle_stance_army_laying_siege_grn	Makes ready to capture a settlement.	Situation: Laying Siege	siege_attack.png	force
wh_main_bundle_stance_army_mustering	Builds up this army's strength.\n\nUnits are currently queued for recruitment.	Situation: Mustering	replenishment.png	force
wh_main_bundle_stance_army_raiding	Raids wealth from the local region.	Stance: Raiding	icon_effects_raiding.png	force
wh_main_bundle_stance_army_raiding_bretonnia	Raids wealth from the local region.	Stance: Raiding	icon_effects_raiding.png	force
wh_main_bundle_stance_army_raiding_camp	Sets up a defensive camp, allowing for recruitment and replenishment, whilst raiding wealth from the local region.	Stance: Raidin' Camp	icon_effects_fortify.png	force
wh_main_bundle_stance_army_raiding_horde	Raids wealth from the local region.	Stance: Raiding	icon_effects_raiding.png	force
wh_main_bundle_stance_army_raiding_skaven	Raids wealth and scavenges food from the local region.	Stance: Raiding	icon_effects_raiding.png	force
wh_main_bundle_stance_army_settlement_horde	Sets up a defensive camp, allowing for building construction, recruitment and replenishment, regardless of territory.	Stance: Encamp	icon_effects_fortify.png	force
wh_main_bundle_stance_army_settlement_horde_chaos	Sets up a defensive camp, allowing for building construction, recruitment and replenishment, regardless of territory.	Stance: Encamp	icon_effects_fortify.png	force
wh_main_bundle_stance_army_settlement_horde_recruitment_provider	Sets up a defensive camp, allowing for building construction, recruitment and replenishment, regardless of territory.	Stance: Encamp	icon_effects_fortify.png	force
wh_main_bundle_stance_army_tunnelling	Uses the Underway to traverse the world.	Stance: Use Underway	subterranean.png	force
wh_main_bundle_stance_army_use_beastpaths	The warherds can cross the Old World using the secret beast-paths, increasing their movement allocation.	Stance: Use Beast-Paths	beastpaths.png	force
wh_main_bundle_stance_navy_blockading	Makes ready to capture a coastal settlement.	Situation: Blockading	siege_attack.png	force
wh_main_bundle_stance_navy_docked	Safeguards the local coastal settlement.	Situation: Docked	navy.png	force
wh_main_bundle_stance_navy_double_time	Increases this fleet's campaign map navigation range.	Stance: Full Speed	icon_effects_double_time.png	force
wh_main_bundle_stance_navy_mustering	Builds up this fleet's strength.\n\nYou currently have units queued for recruitment.\n\nRemoving everything from the queue will cancel mustering stance.	Situation: Mustering	replenishment.png	force
wh_main_bundle_stance_navy_raiding	Raids wealth from adjacent land regions.	Stance: Raiding	icon_effects_raiding.png	force
wh_main_edict_brag_about_da_boss	 	Brag about da Boss	edict_brag_about_da_boss.png	province
wh_main_edict_camp_ruckus	 	Camp Ruckus	edict_camp_ruckus.png	province
wh_main_edict_collect_tribute	 	Collect Tribute	edict_collect_tribute.png	province
wh_main_edict_council_of_burgomeisters	 	Council of Burgomeisters	edict_council_of_burgomeisters.png	province
wh_main_edict_empower_the_guilds	 	Empower the Guilds	edict_empower_the_guilds.png	province
wh_main_edict_evocation_of_nagash	 	Evocation of Nagash	edict_evocation_of_nagash.png	province
wh_main_edict_extensive_patrols	 	Extensive Patrols	edict_state_troop_levy.png	province
wh_main_edict_foster_independence	 	Foster Independence	edict_foster_independence.png	province
wh_main_edict_foster_terror	 	Foster Terror	edict_foster_terror.png	province
wh_main_edict_give_it_ere	 	Give it 'ere	edict_give_it_ere.png	province
wh_main_edict_grand_market_charter	 	Grand Market Charter	edict_grand_market_charter.png	province
wh_main_edict_harvest_corpses	 	Harvest Corpses	edict_harvest_corpses.png	province
wh_main_edict_high_kings_tribute	 	High King's Tribute	edict_high_kings_tribute.png	province
wh_main_edict_host_festag	 	Host Festag	edict_host_festag.png	province
wh_main_edict_imperial_taxation	 	Imperial Taxation	edict_imperial_taxation.png	province
wh_main_edict_levy_conscripts	 	Levy Conscripts	edict_levy_conscripts.png	province
wh_main_edict_levy_tithes	 	Levy Tithes	edict_imperial_taxation.png	province
wh_main_edict_masters_of_steel_and_stone	 	Masters of Steel and Stone	edict_masters_of_steel_and_stone.png	province
wh_main_edict_realm_of_chivalry	 	Realm of Chivalry	edict_masters_of_steel_and_stone.png	province
wh_main_edict_repress_mortals	 	Repress Mortals	edict_repress_mortals.png	province
wh_main_edict_sigmarite_dogma	 	Sigmarite Dogma	edict_sigmarite_dogma.png	province
wh_main_edict_state_troop_levy	 	State Troop Levy	edict_state_troop_levy.png	province
wh_main_edict_stimulate_trade	 	Stimulate Trade	edict_stimulate_trade.png	province
wh_main_edict_the_peasants_duty	 	The Peasant's Duty	edict_host_festag.png	province
wh_main_edict_venerate_the_ancestors	 	Venerate the Ancestors	edict_venerate_the_ancestors.png	province
wh_main_edict_venerate_the_lady	 	Venerate the Lady	edict_hand_of_asuryan.png	province
wh_main_effect_campaign_enable_attrition	This army is suffering [[img:icon_attrition]][[/img]]attritional losses due to a recent event.	Attrition	disaster.png	force
wh_main_effect_religion_undeath_public_order	The stronger the grip the Vampires have on society, the more docile the remaining mortal population becomes.	Obedience to the Vampires	public_order.png	faction
wh_main_faction_trait_bretonnia	 	 	food.png	faction
wh_main_faction_trait_chaos	 	 	food.png	faction
wh_main_faction_trait_chaos_faction	 	 	food.png	faction
wh_main_faction_trait_dwarfs	 	 	food.png	faction
wh_main_faction_trait_dwarfs_faction	 	 	food.png	faction
wh_main_faction_trait_empire_faction	 	 	food.png	faction
wh_main_faction_trait_greenskins	 	 	food.png	faction
wh_main_faction_trait_greenskins_faction	 	 	food.png	faction
wh_main_faction_trait_humans	 	 	food.png	faction
wh_main_faction_trait_vampire	 	 	food.png	faction
wh_main_faction_trait_vampire_faction	 	 	food.png	faction
wh_main_food_bundle_faction_positive_host_negative	This horde is suffering from a shortage of food.	Food Shortage	food.png	force
wh_main_food_bundle_faction_positive_province_negative	This province is suffering from a shortage of food.	Food Shortage	food.png	province
wh_main_food_bundle_horde_host_negative	This horde is being severely affected by the current famine.	Famine	food.png	force
wh_main_food_bundle_horde_infighting	The concentration of your forces in this region is inflaming the rivalries within the horde.	Rivalry	 	force
wh_main_food_bundle_province_negative	This province is being severely affected by the current famine.	Famine	food.png	province
wh_main_increased_movement_range_10	[HIDDEN]	[HIDDEN]	 	force
wh_main_increased_movement_range_15	[HIDDEN]	[HIDDEN]	 	force
wh_main_increased_movement_range_20	[HIDDEN]	[HIDDEN]	 	force
wh_main_increased_movement_range_25	[HIDDEN]	[HIDDEN]	 	force
wh_main_increased_movement_range_5	[HIDDEN]	[HIDDEN]	 	force
wh_main_lord_trait_chs_archaon_the_everchosen	Archaon the Everchosen is the Lord of the End Times, the vessel through which the Dark Gods unite their followers and turn the whole world into a Realm of Chaos.	Everchosen	character.png	faction
wh_main_lord_trait_chs_kholek_suneater	Kholek is a Shaggoth of tremendous age. He is one of the first-born kin of Krakanrok the Black, father of the Dragon Ogres. Where the Herald of the Tempest walks, a raging storm blots out the sun.	Herald of the Tempest	character.png	faction
wh_main_lord_trait_chs_prince_sigvald_the_magnificent	Though he appears to be little more than sixteen summers of age, Sigvald the Magnificent has blighted the world for over three hundred years; the personification of beauty on the outside, but rot within.	Scion of Slaanesh	character.png	faction
wh_main_lord_trait_dwf_thorgrim_grudgebearer	Thorgrim Grudgebearer is the current High King of the Dwarfs. He is a throwback to the High Kings of old - eager for new conquests, mighty in battle, and a merciless enemy.	Age of Retribution	character.png	faction
wh_main_lord_trait_dwf_ungrim_ironfist	There are few kinds of monsters walking the world that Ungrim Ironfist has not slain in battle. Ungrim deals death - carving a path of red ruin before him while singing songs of old in a booming voice.	Oathbound	character.png	faction
wh_main_lord_trait_emp_balthasar_gelt	Balthasar Gelt is the Supreme Patriarch of the Colleges of Magic. He has only ever been seen swathed in shimmering, metallic robes and wearing a golden mask.	The Wheel of Magic	character.png	faction
wh_main_lord_trait_emp_karl_franz	The newly-elected Emperor is Karl Franz, Prince of Altdorf and Elector Count of Reikland. Franz is already garnering a reputation as a great statesman and warrior but has yet to prove himself as sovereign.	Heir of Sigmar	character.png	faction
wh_main_lord_trait_grn_azhag_the_slaughterer	Azhag is a threat like no other. What makes Azhag so unusual is his ominous iron crown, which emanates an ancient evil. It is this crown, a relic of olden days, which grants Azhag sorcerous powers.	The Evil Crown	character.png	faction
wh_main_lord_trait_grn_grimgor_ironhide	No one knows much about Grimgor before he staggered out of the Blasted Wastes with the Immortulz, his bloody-minded bodyguard. Even for a Black Orc, Grimgor's thirst for war is exceptional.	Harbinger of Gork	character.png	faction
wh_main_lord_trait_vmp_heinrich_kemmler	Heinrich Kemmler burns with the need for power. Having recognised the limits that mortality placed upon him in his early years, Kemmler made it his life's work to escape them.	Lichemaster	character.png	faction
wh_main_lord_trait_vmp_mannfred_von_carstein	Mannfred is no slave to conventions of honour or glory. Ends concern him far more than means; if the choice falls between slaughtering the meek and vanquishing the mighty, he chooses slaughter.	Legions of the Dead	character.png	faction
wh_main_payload_call_to_arms_army	Our warriors are ready!	Raise the Banners	army.png	faction
wh_main_payload_call_to_arms_army_horde	Our warriors are ready!	Raise the Banners	army.png	faction
wh_main_payload_call_to_arms_navy	The ships are ready for warfare!	Hoist the Sails	navy.png	faction
wh_main_payload_chaos_corruption	Recent events have led to an increase of Chaos corruption.	Chaos Corruption	religion_chaos.png	faction
wh_main_payload_disaster_blizzard_region	A severe blizzard has come scything down from the mountains in this region. Those not prepared will die.	Blizzard	disaster.png	region
wh_main_payload_disaster_earthquake_region	This settlement is recovering from a recent earthquake. Restoration efforts are underway, but the population lives in despair of the event.	Earthquake	disaster.png	region
wh_main_payload_disaster_eruption_region	This settlement is recovering from a recent volcanic eruption. Restoration efforts are underway, but the population lives in despair of the event.	Volcanic Eruption	disaster.png	region
wh_main_payload_disaster_flood_region	This settlement is recovering from a recent flooding. Restoration efforts are underway, but the population lives in despair of the event.	Flooding	disaster.png	region
wh_main_payload_disaster_storm_of_magic	An arcane tempest has scoured this region, disrupting the Winds of Magic.	Storm of Magic	magic.png	region
wh_main_payload_event_a_grudge_too_far	Another grudge has been settled.	A Wrong Put Right	military_spending.png	faction
wh_main_payload_event_a_shameful_display_second	The Dawi are ashamed of the recent events.	Shameful Display	public_order.png	faction
wh_main_payload_event_an_enemy_within_first	Your [[img:icon_hero]][[/img]]Heroes have been re-focused.	The Carrot	agent.png	faction
wh_main_payload_event_an_enemy_within_second	Your [[img:icon_hero]][[/img]]Heroes are performing at a higher level.	The Stick	agent.png	faction
wh_main_payload_event_arcane_fulcrum	A recently discovered Arcane Fulcrum will greatly enhance any magic-user's power.	Arcane Fulcrum	magic.png	region
wh_main_payload_event_besieged_khazid_first	The warriors are relieved, but the populace has been left in disarray.	Raid Prevented	public_order.png	faction
wh_main_payload_event_besieged_khazid_second	The local citizenry can deal with the raid, leaving the hierarchy intact.	The Raid Remains	public_order.png	faction
wh_main_payload_event_blessings_of_the_maggoth_lords	Hordes that survive the gifts of Nurgle's Champions will be rewarded.	Blessings of the Maggoth Lords	growth.png	faction
wh_main_payload_event_blood_sacrifice	The Ruinous Powers demand a large sacrifice of blood!	Blood Sacrifice	military_spending.png	force
wh_main_payload_event_boon_of_tzeentch	Tzeentch's plot has come to fruition, aiding our cause.	Boon of Tzeentch	military_spending.png	faction
wh_main_payload_event_bray-herds	Beastmen brayherds are migrating across your territory, plundering the lands.	Brayherds	public_order.png	faction
wh_main_payload_event_bring_forth_the_dead	Recent events have provided a copious amount of flesh, ready for reanimation.	Flesh Abundance	military_spending.png	region
wh_main_payload_event_burgomeisters_demands	The merchants in your lands are holding back supplies.	Burgomeister's Demands	military_spending.png	faction
wh_main_payload_event_chaos_cult	One of our cults has been purged from the earth.	Chaos Cult	military_spending.png	force
wh_main_payload_event_chs_horde_growth	Recent events are ravaging your hordes!	Horde Growth	growth.png	faction
wh_main_payload_event_curse_of_morr	Morr, the God of Death, has made raising the dead troublesome.	Curse of Morr	military_spending.png	faction
wh_main_payload_event_da_great_green_prophet	Wurrzag has brought your tribe good news and blessing of the Green Godz.	Da Great Green Prophet	public_order.png	faction
wh_main_payload_event_da_great_green_prophet_bad	Wurrzag has brought your tribe bad news and scorn of the Green Godz.	Da Great Green Prophet	public_order.png	faction
wh_main_payload_event_dark_nexus	Dark Magic has surrounded your armies!	Dark Nexus	magic.png	faction
wh_main_payload_event_dire_wolf_packs	Packs of Dire Wolves are flocking to your lands.	Dire Wolf Packs	military_spending.png	faction
wh_main_payload_event_dragon_ogres_awake	The Shaggoths and their kin are ready to honour their ancient pact to serve the Chaos Gods.	Dragon Ogres Awake	military_spending.png	faction
wh_main_payload_event_elector_count	A previously hostile Elector Count is ready to sue for peace.	Elector Count	army.png	faction
wh_main_payload_event_elector_greed	Keeping every citizen of the Empire happy is not always possible.	Politics	public_order.png	faction
wh_main_payload_event_eye_of_the_gods	The Gods look upon this horde and are pleased.	Eye of the Gods	military_spending.png	force
wh_main_payload_event_eye_of_the_gods_bad	The Gods look upon this horde and are angry!	Eye of the Gods	military_spending.png	force
wh_main_payload_event_feasting_on_the_smallfolk_second	The peasants are scared of the feasting.	Smallfolk	public_order.png	faction
wh_main_payload_event_festag_faction	Your followers are holding a great feast in your honour.	Festag	public_order.png	faction
wh_main_payload_event_fresh_corpses	Supplies of the dead have run low in this area.	Fresh Corpses	military_spending.png	region
wh_main_payload_event_geheimnisnacht	The dead are awakening, dragging the living to hell...	Geheimnisnacht	religion_undeath.png	region
wh_main_payload_event_get_out_of_da_way_second	The Bosses have been scared into alignment.	Obedience	public_order.png	faction
wh_main_payload_event_ghoul_swarm	Ghouls are in abundance following a recent visitor...	Ghoul Swarm	military_spending.png	faction
wh_main_payload_event_gork	Gork's da best.	Gork	army_morale.png	faction
wh_main_payload_event_grave_rot	Your armies within this province are literally falling apart.	Grave Rot	replenishment.png	province
wh_main_payload_event_grudge_settled	A grudge has been settled and your warriors are happy.	Celebration	public_order.png	faction
wh_main_payload_event_hexensnacht	The Night of the Witches has arrived!	Hexensnacht	military_spending.png	faction
wh_main_payload_event_influence_of_nagash	The whisperings of Nagash can be heard across your lands.	Influence of Nagash	campaign_movement.png	faction
wh_main_payload_event_legacy_of_nagash_first	Your corruption spreads.	Trust No-one	religion_undeath.png	faction
wh_main_payload_event_legacy_of_nagash_second	The whisperings spread throughout the lands.	Nagash	religion_undeath.png	faction
wh_main_payload_event_mad_cap_mushroom_shortage	A shortage of the Night Goblin's Mad Cap mushrooms mean that their effectiveness in battle has taken a substantial hit.	Mad Cap Mushroom Shortage	army.png	faction
