cai_construction_system_building_values_tables
0
unknown	unknown2	building_or_building_range_start_inclusive	building_range_end_inclusive	building_super_chain	cai_construction_system_category	cai_construction_system_category_group	unknown8	culture	unknown10	unknown11	unknown12	unknown13	unknown14	unknown15	unknown16	unknown17	unknown18	unknown19	unknown20	unknown21	unknown22	unknown23	unknown24	unknown25	unknown26	score_end_inclusive	score_or_score_start_inclusive	unknown29
		wh2_main_special_settlement_khemri_grn_1	wh2_main_special_settlement_khemri_grn_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_khemri_hef_1	wh2_main_special_settlement_khemri_hef_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_khemri_hef_1	wh2_main_special_settlement_khemri_hef_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_khemri_lzd_1	wh2_main_special_settlement_khemri_lzd_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_khemri_lzd_1	wh2_main_special_settlement_khemri_lzd_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_khemri_norsca_1	wh2_main_special_settlement_khemri_norsca_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_khemri_norsca_1	wh2_main_special_settlement_khemri_norsca_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_khemri_savage_1	wh2_main_special_settlement_khemri_savage_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_khemri_savage_1	wh2_main_special_settlement_khemri_savage_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_khemri_skv_1	wh2_main_special_settlement_khemri_skv_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_khemri_skv_1	wh2_main_special_settlement_khemri_skv_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_khemri_vmp_1	wh2_main_special_settlement_khemri_vmp_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_khemri_vmp_1	wh2_main_special_settlement_khemri_vmp_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_kislev_def_1	wh2_main_special_settlement_kislev_def_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_kislev_dwf_1	wh2_main_special_settlement_kislev_dwf_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_kislev_grn_1	wh2_main_special_settlement_kislev_grn_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_kislev_hef_1	wh2_main_special_settlement_kislev_hef_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_kislev_lzd_1	wh2_main_special_settlement_kislev_lzd_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_kislev_norsca_1	wh2_main_special_settlement_kislev_norsca_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_kislev_other_1	wh2_main_special_settlement_kislev_other_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_kislev_other_1	wh2_main_special_settlement_kislev_other_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_kislev_savage_1	wh2_main_special_settlement_kislev_savage_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_kislev_skv_1	wh2_main_special_settlement_kislev_skv_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_brt_1	wh2_main_special_settlement_lahmia_brt_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_brt_1	wh2_main_special_settlement_lahmia_brt_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_def_1	wh2_main_special_settlement_lahmia_def_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_def_1	wh2_main_special_settlement_lahmia_def_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_dwf_1	wh2_main_special_settlement_lahmia_dwf_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_dwf_1	wh2_main_special_settlement_lahmia_dwf_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_emp_1	wh2_main_special_settlement_lahmia_emp_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_emp_1	wh2_main_special_settlement_lahmia_emp_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_grn_1	wh2_main_special_settlement_lahmia_grn_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_grn_1	wh2_main_special_settlement_lahmia_grn_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_hef_1	wh2_main_special_settlement_lahmia_hef_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_hef_1	wh2_main_special_settlement_lahmia_hef_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_lzd_1	wh2_main_special_settlement_lahmia_lzd_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_lzd_1	wh2_main_special_settlement_lahmia_lzd_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_norsca_1	wh2_main_special_settlement_lahmia_norsca_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_norsca_1	wh2_main_special_settlement_lahmia_norsca_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_other_1	wh2_main_special_settlement_lahmia_other_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_other_1	wh2_main_special_settlement_lahmia_other_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_savage_1	wh2_main_special_settlement_lahmia_savage_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_savage_1	wh2_main_special_settlement_lahmia_savage_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_skv_1	wh2_main_special_settlement_lahmia_skv_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_skv_1	wh2_main_special_settlement_lahmia_skv_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_vmp_1	wh2_main_special_settlement_lahmia_vmp_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lahmia_vmp_1	wh2_main_special_settlement_lahmia_vmp_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lothern_1	wh2_main_special_settlement_lothern_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lothern_brt_1	wh2_main_special_settlement_lothern_brt_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lothern_def_1	wh2_main_special_settlement_lothern_def_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lothern_dwf_1	wh2_main_special_settlement_lothern_dwf_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lothern_emp_1	wh2_main_special_settlement_lothern_emp_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lothern_grn_1	wh2_main_special_settlement_lothern_grn_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lothern_lzd_1	wh2_main_special_settlement_lothern_lzd_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lothern_norsca_1	wh2_main_special_settlement_lothern_norsca_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lothern_other_1	wh2_main_special_settlement_lothern_other_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lothern_other_1	wh2_main_special_settlement_lothern_other_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lothern_savage_1	wh2_main_special_settlement_lothern_savage_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lothern_skv_1	wh2_main_special_settlement_lothern_skv_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_lothern_vmp_1	wh2_main_special_settlement_lothern_vmp_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_miragliano_def_1	wh2_main_special_settlement_miragliano_def_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_miragliano_dwf_1	wh2_main_special_settlement_miragliano_dwf_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_miragliano_grn_1	wh2_main_special_settlement_miragliano_grn_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_miragliano_hef_1	wh2_main_special_settlement_miragliano_hef_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_miragliano_lzd_1	wh2_main_special_settlement_miragliano_lzd_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_miragliano_norsca_1	wh2_main_special_settlement_miragliano_norsca_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_miragliano_savage_1	wh2_main_special_settlement_miragliano_savage_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_miragliano_skv_1	wh2_main_special_settlement_miragliano_skv_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_naggarond_1	wh2_main_special_settlement_naggarond_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_naggarond_brt_1	wh2_main_special_settlement_naggarond_brt_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_naggarond_dwf_1	wh2_main_special_settlement_naggarond_dwf_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_naggarond_emp_1	wh2_main_special_settlement_naggarond_emp_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_naggarond_grn_1	wh2_main_special_settlement_naggarond_grn_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_naggarond_hef_1	wh2_main_special_settlement_naggarond_hef_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_naggarond_lzd_1	wh2_main_special_settlement_naggarond_lzd_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_naggarond_norsca_1	wh2_main_special_settlement_naggarond_norsca_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_naggarond_other_1	wh2_main_special_settlement_naggarond_other_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_naggarond_other_1	wh2_main_special_settlement_naggarond_other_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_naggarond_savage_1	wh2_main_special_settlement_naggarond_savage_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_naggarond_skv_1	wh2_main_special_settlement_naggarond_skv_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_naggarond_vmp_1	wh2_main_special_settlement_naggarond_vmp_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_skavenblight_1	wh2_main_special_settlement_skavenblight_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_skavenblight_other_1	wh2_main_special_settlement_skavenblight_other_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_shrine_of_asuryan_1_def	wh2_main_special_shrine_of_asuryan_1_def			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	500	
		wh2_main_special_shrine_of_asuryan_1_hef	wh2_main_special_shrine_of_asuryan_1_hef			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	500	
		wh2_main_special_shrine_of_asuryan_1_other	wh2_main_special_shrine_of_asuryan_1_other			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	500	
		wh2_main_special_shrine_of_asuryan_1_vmp	wh2_main_special_shrine_of_asuryan_1_vmp			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	500	
		wh2_main_special_shrine_of_khaine_def_1	wh2_main_special_shrine_of_khaine_def_1			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_shrine_of_khaine_hef_1	wh2_main_special_shrine_of_khaine_hef_1			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_shrine_of_khaine_other_1	wh2_main_special_shrine_of_khaine_other_1			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_shrine_of_khaine_vmp_1	wh2_main_special_shrine_of_khaine_vmp_1			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_skavenblight_council13	wh2_main_special_skavenblight_council13			cai_support_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	800	800	
		wh2_main_special_skavenblight_shattered_tower	wh2_main_special_skavenblight_shattered_tower			cai_support_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	800	800	
		wh2_main_special_tiranoc_palace_def	wh2_main_special_tiranoc_palace_def			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh2_main_special_tiranoc_palace	wh2_main_special_tiranoc_palace_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	300	
		wh2_main_special_tlaxtlan_temple_of_the_eclipse	wh2_main_special_tlaxtlan_temple_of_the_eclipse			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh2_main_special_tower_of_hoeth_1_def	wh2_main_special_tower_of_hoeth_2_def			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	300	
		wh2_main_special_tower_of_hoeth_1_emp	wh2_main_special_tower_of_hoeth_2_emp			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	300	
		wh2_main_special_tower_of_hoeth_1_other	wh2_main_special_tower_of_hoeth_2_other			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	300	
		wh2_main_special_tower_of_hoeth_1_vmp	wh2_main_special_tower_of_hoeth_2_vmp			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	300	
		wh2_main_special_tower_of_hoeth_1	wh2_main_special_tower_of_hoeth_2			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	300	
		wh2_main_special_underway_hub_dwf_1	wh2_main_special_underway_hub_dwf_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	250	
		wh2_main_special_underway_hub_skv_1	wh2_main_special_underway_hub_skv_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	250	
		wh2_main_special_underworld_sea_gate_1	wh2_main_special_underworld_sea_gate_1			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh2_main_special_underworld_sea_gate_1	wh2_main_special_underworld_sea_gate_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh2_main_special_yvresse_amphitheatre_def	wh2_main_special_yvresse_amphitheatre_def			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh2_main_special_yvresse_amphitheatre_def	wh2_main_special_yvresse_amphitheatre_def			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh2_main_special_yvresse_amphitheatre	wh2_main_special_yvresse_amphitheatre			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh2_main_special_ziggurat_of_dawn_beacon_chs	wh2_main_special_ziggurat_of_dawn_beacon_chs			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	360	
		wh2_main_special_ziggurat_of_dawn_beacon_skv	wh2_main_special_ziggurat_of_dawn_beacon_skv			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	360	
		wh2_main_special_ziggurat_of_dawn_beacon_vmp	wh2_main_special_ziggurat_of_dawn_beacon_vmp			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	360	
		wh2_main_special_ziggurat_of_dawn_beacon	wh2_main_special_ziggurat_of_dawn_beacon			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	360	
		wh2_main_vmp_raisedead	wh2_main_vmp_raisedead			cai_support_group				-1	-1	0	0	0	0	0	0	-1	0	0	50	0	50	0	0	100	100	
		wh2_main_vmp_resource_animals_1	wh2_main_vmp_resource_animals_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_vmp_resource_gemstones_1	wh2_main_vmp_resource_gemstones_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	240	
		wh2_main_vmp_resource_medicine_1	wh2_main_vmp_resource_medicine_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_vmp_resource_obsidian_1	wh2_main_vmp_resource_obsidian_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_vmp_resource_spices_1	wh2_main_vmp_resource_spices_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_vmp_terrorgheists_1	wh2_main_vmp_terrorgheists_1			cai_military_group				-1	-1	0	0	0	0	0	0	0	0	310	310	310	310	0	0	300	300	
		wh2_main_vmp_wraiths_1	wh2_main_vmp_wraiths_2			cai_military_group				-1	-1	0	0	0	0	0	0	0	0	240	180	200	150	40	30	180	140	
		wh2_main_wef_eco_court_1	wh2_main_wef_eco_court_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh2_main_wef_oak_of_ages_occupied_1	wh2_main_wef_oak_of_ages_occupied_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	250	
		wh2_main_wef_replenishment_1	wh2_main_wef_replenishment_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	80	80	
		wh2_main_wef_resource_animals_1	wh2_main_wef_resource_animals_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh2_main_wef_resource_gems_1	wh2_main_wef_resource_gems_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	240	
		wh2_main_wef_resource_medicine_1	wh2_main_wef_resource_medicine_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh2_main_wef_resource_obsidian_1	wh2_main_wef_resource_obsidian_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh2_main_wef_resource_spices_1	wh2_main_wef_resource_spices_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc03_horde_beastmen_arcane_1	wh_dlc03_horde_beastmen_arcane_2			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	180	
		wh_dlc03_horde_beastmen_arcane_1	wh_dlc03_horde_beastmen_arcane_2			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	180	
		wh_dlc03_horde_beastmen_centigors_1	wh_dlc03_horde_beastmen_centigors_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	180	60	
		wh_dlc03_horde_beastmen_centigors_1	wh_dlc03_horde_beastmen_centigors_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	180	60	
		wh_dlc03_horde_beastmen_creatures_1	wh_dlc03_horde_beastmen_creatures_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	240	
		wh_dlc03_horde_beastmen_creatures_1	wh_dlc03_horde_beastmen_creatures_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	240	
		wh_dlc03_horde_beastmen_giants_1	wh_dlc03_horde_beastmen_giants_1			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	120	
		wh_dlc03_horde_beastmen_giants_1	wh_dlc03_horde_beastmen_giants_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	120	
		wh_dlc03_horde_beastmen_gors_1	wh_dlc03_horde_beastmen_gors_4			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	180	60	
		wh_dlc03_horde_beastmen_gors_1	wh_dlc03_horde_beastmen_gors_4			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	180	60	
		wh_dlc03_horde_beastmen_herd_1	wh_dlc03_horde_beastmen_herd_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	60	
		wh_dlc03_horde_beastmen_herd_1	wh_dlc03_horde_beastmen_herd_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	60	
		wh_dlc03_horde_beastmen_minotaurs_1	wh_dlc03_horde_beastmen_minotaurs_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh_dlc03_horde_beastmen_minotaurs_1	wh_dlc03_horde_beastmen_minotaurs_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh_dlc03_horde_beastmen_razorgors_1	wh_dlc03_horde_beastmen_razorgors_2			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh_dlc03_horde_beastmen_razorgors_1	wh_dlc03_horde_beastmen_razorgors_2			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh_dlc03_horde_beastmen_ruination_1	wh_dlc03_horde_beastmen_ruination_2			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	240	
		wh_dlc03_horde_beastmen_ruination_1	wh_dlc03_horde_beastmen_ruination_2			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	240	
		wh_dlc03_horde_beastmen_weapons_1	wh_dlc03_horde_beastmen_weapons_2			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	240	
		wh_dlc03_horde_beastmen_weapons_1	wh_dlc03_horde_beastmen_weapons_2			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	240	
		wh_dlc05_special_bordeleaux_port_wef_1	wh_dlc05_special_bordeleaux_port_wef_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh_dlc05_special_erengrad_port_wef_1	wh_dlc05_special_erengrad_port_wef_1			cai_military_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	360	360	
