cai_personality_group_overrides_tables
2
unknown0	unknown1	unknown2	unknown3	unknown4	unknown5	unknown6
-2	wh2_main_wef_bowmen_of_oreon	wh2_group_woodelves_default_hard	wh2_main_great_vortex			
-3	wh2_main_wef_bowmen_of_oreon	wh2_group_woodelves_default_hard	wh2_main_great_vortex			
1	wh2_main_wef_bowmen_of_oreon	wh2_group_woodelves_default_easy	wh2_main_great_vortex			
0	wh_dlc03_bst_beastmen	wh_dlc05_group_beastmen_player_wood_elves	main_warhammer		wh_dlc05_sc_wef_wood_elves	wh_dlc05_wef_wood_elves
1	wh_dlc03_bst_beastmen	wh_dlc05_group_beastmen_player_wood_elves	main_warhammer		wh_dlc05_sc_wef_wood_elves	wh_dlc05_wef_wood_elves
-2	wh_dlc03_bst_beastmen_chaos	wh_group_chaos_default_hard	main_warhammer			
-3	wh_dlc03_bst_beastmen_chaos	wh_group_chaos_default_hard	main_warhammer			
0	wh_dlc03_bst_beastmen_chaos	wh_dlc05_group_beastmen_player_wood_elves	main_warhammer		wh_dlc05_sc_wef_wood_elves	wh_dlc05_wef_wood_elves
1	wh_dlc03_bst_beastmen_chaos	wh_dlc05_group_beastmen_player_wood_elves	main_warhammer		wh_dlc05_sc_wef_wood_elves	wh_dlc05_wef_wood_elves
0	wh_dlc03_bst_jagged_horn	wh_dlc03_group_beastmen_default	main_warhammer		wh_dlc05_sc_wef_wood_elves	wh_dlc05_wef_wood_elves
1	wh_dlc03_bst_jagged_horn	wh_dlc05_group_beastmen_player_wood_elves_attack_after_turn_40	main_warhammer		wh_dlc05_sc_wef_wood_elves	wh_dlc05_wef_wood_elves
-2	wh_dlc03_bst_redhorn	wh2_group_beastmen_default_hard	wh2_main_great_vortex			
-3	wh_dlc03_bst_redhorn	wh2_group_beastmen_default_hard	wh2_main_great_vortex			
0	wh_dlc03_bst_redhorn	wh_dlc05_group_beastmen_player_wood_elves_attack_after_turn_20	main_warhammer		wh_dlc05_sc_wef_wood_elves	wh_dlc05_wef_wood_elves
1	wh_dlc03_bst_redhorn	wh_dlc05_group_beastmen_player_wood_elves_attack_after_turn_40	main_warhammer		wh_dlc05_sc_wef_wood_elves	wh_dlc05_wef_wood_elves
1	wh_dlc03_bst_redhorn	wh2_group_beastmen_default_easy	wh2_main_great_vortex			
-2	wh_main_brt_artois	wh_group_empire_default_hard	main_warhammer			
-2	wh_main_brt_artois	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-2	wh_main_brt_artois	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-2	wh_main_brt_artois	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-2	wh_main_brt_artois	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-2	wh_main_brt_artois	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
-3	wh_main_brt_artois	wh_group_empire_default_hard	main_warhammer			
-3	wh_main_brt_artois	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-3	wh_main_brt_artois	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-3	wh_main_brt_artois	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-3	wh_main_brt_artois	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-3	wh_main_brt_artois	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
0	wh_main_brt_artois	wh_group_empire_default_easy	main_warhammer			
0	wh_main_brt_artois	wh_dlc05_group_brettonia_rest_player_wood_elves	main_warhammer		wh_dlc05_sc_wef_wood_elves	wh_dlc05_wef_wood_elves
1	wh_main_brt_artois	wh_group_empire_default_easy	main_warhammer			
-2	wh_main_brt_bastonne	wh_group_empire_default_hard	main_warhammer			
-2	wh_main_brt_bastonne	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-2	wh_main_brt_bastonne	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-2	wh_main_brt_bastonne	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-2	wh_main_brt_bastonne	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-2	wh_main_brt_bastonne	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
-3	wh_main_brt_bastonne	wh_group_empire_default_hard	main_warhammer			
-3	wh_main_brt_bastonne	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-3	wh_main_brt_bastonne	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-3	wh_main_brt_bastonne	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-3	wh_main_brt_bastonne	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-3	wh_main_brt_bastonne	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
0	wh_main_brt_bastonne	wh_group_empire_default_easy	main_warhammer			
0	wh_main_brt_bastonne	wh_dlc05_group_brettonia_rest_player_wood_elves	main_warhammer		wh_dlc05_sc_wef_wood_elves	wh_dlc05_wef_wood_elves
1	wh_main_brt_bastonne	wh_group_empire_default_easy	main_warhammer			
-2	wh_main_brt_bordeleaux	wh_group_empire_default_hard	main_warhammer			
-2	wh_main_brt_bordeleaux	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-2	wh_main_brt_bordeleaux	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-2	wh_main_brt_bordeleaux	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-2	wh_main_brt_bordeleaux	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-2	wh_main_brt_bordeleaux	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
-3	wh_main_brt_bordeleaux	wh_group_empire_default_hard	main_warhammer			
-3	wh_main_brt_bordeleaux	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-3	wh_main_brt_bordeleaux	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-3	wh_main_brt_bordeleaux	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-3	wh_main_brt_bordeleaux	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-3	wh_main_brt_bordeleaux	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
0	wh_main_brt_bordeleaux	wh_group_empire_default_easy	main_warhammer			
0	wh_main_brt_bordeleaux	wh_dlc05_group_brettonia_rest_player_wood_elves	main_warhammer		wh_dlc05_sc_wef_wood_elves	wh_dlc05_wef_wood_elves
1	wh_main_brt_bordeleaux	wh_group_empire_default_easy	main_warhammer			
-2	wh_main_brt_bretonnia	wh_group_empire_subjugator_hard	main_warhammer			
-2	wh_main_brt_bretonnia	wh_group_empire_subjugator_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-2	wh_main_brt_bretonnia	wh_group_empire_subjugator_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-2	wh_main_brt_bretonnia	wh_group_empire_subjugator_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-2	wh_main_brt_bretonnia	wh_group_empire_subjugator_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-2	wh_main_brt_bretonnia	wh_group_empire_subjugator_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
-3	wh_main_brt_bretonnia	wh_group_empire_subjugator_hard	main_warhammer			
-3	wh_main_brt_bretonnia	wh_group_empire_subjugator_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-3	wh_main_brt_bretonnia	wh_group_empire_subjugator_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-3	wh_main_brt_bretonnia	wh_group_empire_subjugator_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-3	wh_main_brt_bretonnia	wh_group_empire_subjugator_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-3	wh_main_brt_bretonnia	wh_group_empire_subjugator_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
0	wh_main_brt_bretonnia	wh_group_empire_subjugator_easy	main_warhammer			
0	wh_main_brt_bretonnia	wh_dlc05_group_brettonia_main_player_wood_elves	main_warhammer		wh_dlc05_sc_wef_wood_elves	wh_dlc05_wef_wood_elves
1	wh_main_brt_bretonnia	wh_group_empire_subjugator_easy	main_warhammer			
-2	wh_main_brt_carcassonne	wh_group_empire_default_hard	main_warhammer			
-2	wh_main_brt_carcassonne	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-2	wh_main_brt_carcassonne	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-2	wh_main_brt_carcassonne	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-2	wh_main_brt_carcassonne	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-2	wh_main_brt_carcassonne	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
-3	wh_main_brt_carcassonne	wh_group_empire_default_hard	main_warhammer			
-3	wh_main_brt_carcassonne	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-3	wh_main_brt_carcassonne	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-3	wh_main_brt_carcassonne	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-3	wh_main_brt_carcassonne	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-3	wh_main_brt_carcassonne	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
0	wh_main_brt_carcassonne	wh_group_empire_default_easy	main_warhammer			
0	wh_main_brt_carcassonne	wh_dlc05_group_brettonia_rest_player_wood_elves	main_warhammer		wh_dlc05_sc_wef_wood_elves	wh_dlc05_wef_wood_elves
1	wh_main_brt_carcassonne	wh_group_empire_default_easy	main_warhammer			
-2	wh_main_brt_lyonesse	wh_group_empire_default_hard	main_warhammer			
-2	wh_main_brt_lyonesse	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-2	wh_main_brt_lyonesse	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-2	wh_main_brt_lyonesse	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-2	wh_main_brt_lyonesse	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-2	wh_main_brt_lyonesse	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
-3	wh_main_brt_lyonesse	wh_group_empire_default_hard	main_warhammer			
-3	wh_main_brt_lyonesse	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-3	wh_main_brt_lyonesse	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-3	wh_main_brt_lyonesse	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-3	wh_main_brt_lyonesse	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-3	wh_main_brt_lyonesse	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
0	wh_main_brt_lyonesse	wh_group_empire_default_easy	main_warhammer			
0	wh_main_brt_lyonesse	wh_dlc05_group_brettonia_rest_player_wood_elves	main_warhammer		wh_dlc05_sc_wef_wood_elves	wh_dlc05_wef_wood_elves
1	wh_main_brt_lyonesse	wh_group_empire_default_easy	main_warhammer			
-2	wh_main_brt_parravon	wh_group_empire_default_hard	main_warhammer			
-2	wh_main_brt_parravon	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-2	wh_main_brt_parravon	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-2	wh_main_brt_parravon	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-2	wh_main_brt_parravon	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-2	wh_main_brt_parravon	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
-3	wh_main_brt_parravon	wh_group_empire_default_hard	main_warhammer			
-3	wh_main_brt_parravon	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-3	wh_main_brt_parravon	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-3	wh_main_brt_parravon	wh_group_empire_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-3	wh_main_brt_parravon	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-3	wh_main_brt_parravon	wh_group_empire_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
0	wh_main_brt_parravon	wh_group_empire_default_easy	main_warhammer			
1	wh_main_brt_parravon	wh_group_empire_default_easy	main_warhammer			
-2	wh_main_chs_chaos	wh_group_chaos_default_hard	main_warhammer			
-3	wh_main_chs_chaos	wh_group_chaos_default_hard	main_warhammer			
-2	wh_main_dwf_barak_varr	wh_group_dwarfs_default_hard	main_warhammer			
-2	wh_main_dwf_barak_varr	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-2	wh_main_dwf_barak_varr	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-2	wh_main_dwf_barak_varr	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-2	wh_main_dwf_barak_varr	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-2	wh_main_dwf_barak_varr	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
-3	wh_main_dwf_barak_varr	wh_group_dwarfs_default_hard	main_warhammer			
-3	wh_main_dwf_barak_varr	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-3	wh_main_dwf_barak_varr	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-3	wh_main_dwf_barak_varr	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-3	wh_main_dwf_barak_varr	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-3	wh_main_dwf_barak_varr	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
0	wh_main_dwf_barak_varr	wh_group_dwarfs_default_easy	main_warhammer			
1	wh_main_dwf_barak_varr	wh_group_dwarfs_default_easy	main_warhammer			
-2	wh_main_dwf_dwarfs	wh_group_dwarfs_subjugator_hard	main_warhammer			
-2	wh_main_dwf_dwarfs	wh_group_dwarfs_subjugator_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-2	wh_main_dwf_dwarfs	wh_group_dwarfs_subjugator_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-2	wh_main_dwf_dwarfs	wh_group_dwarfs_subjugator_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-2	wh_main_dwf_dwarfs	wh_group_dwarfs_subjugator_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
-3	wh_main_dwf_dwarfs	wh_group_dwarfs_subjugator_hard	main_warhammer			
-3	wh_main_dwf_dwarfs	wh_group_dwarfs_subjugator_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-3	wh_main_dwf_dwarfs	wh_group_dwarfs_subjugator_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-3	wh_main_dwf_dwarfs	wh_group_dwarfs_subjugator_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-3	wh_main_dwf_dwarfs	wh_group_dwarfs_subjugator_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
-2	wh_main_dwf_karak_azul	wh_group_dwarfs_default_hard	main_warhammer			
-2	wh_main_dwf_karak_azul	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-2	wh_main_dwf_karak_azul	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-2	wh_main_dwf_karak_azul	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-2	wh_main_dwf_karak_azul	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-2	wh_main_dwf_karak_azul	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
-3	wh_main_dwf_karak_azul	wh_group_dwarfs_default_hard	main_warhammer			
-3	wh_main_dwf_karak_azul	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-3	wh_main_dwf_karak_azul	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-3	wh_main_dwf_karak_azul	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-3	wh_main_dwf_karak_azul	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-3	wh_main_dwf_karak_azul	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
0	wh_main_dwf_karak_azul	wh_group_dwarfs_default_easy	main_warhammer			
1	wh_main_dwf_karak_azul	wh_group_dwarfs_default_easy	main_warhammer			
-2	wh_main_dwf_karak_hirn	wh_group_dwarfs_default_hard	main_warhammer			
-2	wh_main_dwf_karak_hirn	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-2	wh_main_dwf_karak_hirn	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-2	wh_main_dwf_karak_hirn	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-2	wh_main_dwf_karak_hirn	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-2	wh_main_dwf_karak_hirn	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
-3	wh_main_dwf_karak_hirn	wh_group_dwarfs_default_hard	main_warhammer			
-3	wh_main_dwf_karak_hirn	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-3	wh_main_dwf_karak_hirn	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-3	wh_main_dwf_karak_hirn	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-3	wh_main_dwf_karak_hirn	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-3	wh_main_dwf_karak_hirn	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
0	wh_main_dwf_karak_hirn	wh_group_dwarfs_default_easy	main_warhammer			
1	wh_main_dwf_karak_hirn	wh_group_dwarfs_default_easy	main_warhammer			
-2	wh_main_dwf_karak_izor	wh_group_dwarfs_default_hard	main_warhammer			
-2	wh_main_dwf_karak_izor	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-2	wh_main_dwf_karak_izor	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-2	wh_main_dwf_karak_izor	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-2	wh_main_dwf_karak_izor	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-2	wh_main_dwf_karak_izor	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
-3	wh_main_dwf_karak_izor	wh_group_dwarfs_default_hard	main_warhammer			
-3	wh_main_dwf_karak_izor	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-3	wh_main_dwf_karak_izor	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-3	wh_main_dwf_karak_izor	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-3	wh_main_dwf_karak_izor	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-3	wh_main_dwf_karak_izor	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
0	wh_main_dwf_karak_izor	wh_group_dwarfs_default_easy	main_warhammer			
1	wh_main_dwf_karak_izor	wh_group_dwarfs_default_easy	main_warhammer			
-2	wh_main_dwf_karak_kadrin	wh_group_dwarfs_default_hard	main_warhammer			
-2	wh_main_dwf_karak_kadrin	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-2	wh_main_dwf_karak_kadrin	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-2	wh_main_dwf_karak_kadrin	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-2	wh_main_dwf_karak_kadrin	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-2	wh_main_dwf_karak_kadrin	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
-3	wh_main_dwf_karak_kadrin	wh_group_dwarfs_default_hard	main_warhammer			
-3	wh_main_dwf_karak_kadrin	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-3	wh_main_dwf_karak_kadrin	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-3	wh_main_dwf_karak_kadrin	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-3	wh_main_dwf_karak_kadrin	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-3	wh_main_dwf_karak_kadrin	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
0	wh_main_dwf_karak_kadrin	wh_group_dwarfs_default_easy	main_warhammer			
1	wh_main_dwf_karak_kadrin	wh_group_dwarfs_default_easy	main_warhammer			
-2	wh_main_dwf_karak_norn	wh_group_dwarfs_default_hard	main_warhammer			
-2	wh_main_dwf_karak_norn	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-2	wh_main_dwf_karak_norn	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-2	wh_main_dwf_karak_norn	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-2	wh_main_dwf_karak_norn	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-2	wh_main_dwf_karak_norn	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
-3	wh_main_dwf_karak_norn	wh_group_dwarfs_default_hard	main_warhammer			
-3	wh_main_dwf_karak_norn	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-3	wh_main_dwf_karak_norn	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-3	wh_main_dwf_karak_norn	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-3	wh_main_dwf_karak_norn	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-3	wh_main_dwf_karak_norn	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
0	wh_main_dwf_karak_norn	wh_group_dwarfs_default_easy	main_warhammer			
1	wh_main_dwf_karak_norn	wh_group_dwarfs_default_easy	main_warhammer			
-2	wh_main_dwf_karak_ziflin	wh_group_dwarfs_default_hard	main_warhammer			
-2	wh_main_dwf_karak_ziflin	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-2	wh_main_dwf_karak_ziflin	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-2	wh_main_dwf_karak_ziflin	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-2	wh_main_dwf_karak_ziflin	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-2	wh_main_dwf_karak_ziflin	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
-3	wh_main_dwf_karak_ziflin	wh_group_dwarfs_default_hard	main_warhammer			
-3	wh_main_dwf_karak_ziflin	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-3	wh_main_dwf_karak_ziflin	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-3	wh_main_dwf_karak_ziflin	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-3	wh_main_dwf_karak_ziflin	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
-3	wh_main_dwf_karak_ziflin	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_vmp_vampire_counts		
0	wh_main_dwf_karak_ziflin	wh_group_dwarfs_default_easy	main_warhammer			
1	wh_main_dwf_karak_ziflin	wh_group_dwarfs_default_easy	main_warhammer			
-2	wh_main_dwf_kraka_drak	wh_group_dwarfs_default_hard	main_warhammer			
-2	wh_main_dwf_kraka_drak	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_chs_chaos		
-2	wh_main_dwf_kraka_drak	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_dwf_dwarfs		
-2	wh_main_dwf_kraka_drak	wh_group_dwarfs_default_hard_against_civilised_factions	main_warhammer	wh_main_emp_empire		
-2	wh_main_dwf_kraka_drak	wh_group_dwarfs_default_hard_easier_for_civilised_factions	main_warhammer	wh_main_grn_greenskins		
