effect_bonus_value_unit_ability_junctions_tables
0
effect	bonus_value_id	unit_ability
wh_dlc03_effect_magic_beasts_enable_flock_of_doom	enable	wh_dlc03_spell_beasts_flock_of_doom
wh_dlc03_effect_magic_beasts_enable_panns_impenetrable_pelt	enable	wh_dlc03_spell_beasts_panns_impenetrable_pelt
wh_dlc03_effect_magic_beasts_enable_the_amber_spear	enable	wh_dlc03_spell_beasts_the_amber_spear
wh_dlc03_effect_magic_beasts_enable_the_curse_of_anraheir	enable	wh_dlc03_spell_beasts_the_curse_of_anraheir
wh_dlc03_effect_magic_beasts_enable_transformation_of_kadon	enable	wh_dlc03_spell_beasts_transformation_of_kadon
wh_dlc03_effect_magic_beasts_enable_wyssans_wildform	enable	wh_dlc03_spell_beasts_wyssans_wildform
wh_dlc03_effect_magic_wild_cooldown_bray_scream	recharge_mod	wh_dlc03_spell_wild_bray_scream
wh_dlc03_effect_magic_wild_cooldown_devolve	recharge_mod	wh_dlc03_spell_wild_devolve
wh_dlc03_effect_magic_wild_cooldown_mantle_of_ghorok	recharge_mod	wh_dlc03_spell_wild_mantle_of_ghorok
wh_dlc03_effect_magic_wild_cooldown_savage_dominion	recharge_mod	wh_dlc03_spell_wild_savage_dominion
wh_dlc03_effect_magic_wild_cooldown_traitor_kin	recharge_mod	wh_dlc03_spell_wild_traitor_kin
wh_dlc03_effect_magic_wild_cooldown_viletide	recharge_mod	wh_dlc03_spell_wild_viletide
wh_dlc03_effect_magic_wild_enable_bray_scream	enable	wh_dlc03_spell_wild_bray_scream
wh_dlc03_effect_magic_wild_enable_devolve	enable	wh_dlc03_spell_wild_devolve
wh_dlc03_effect_magic_wild_enable_mantle_of_ghorok	enable	wh_dlc03_spell_wild_mantle_of_ghorok
wh_dlc03_effect_magic_wild_enable_savage_dominion	enable	wh_dlc03_spell_wild_savage_dominion
wh_dlc03_effect_magic_wild_enable_traitor_kin	enable	wh_dlc03_spell_wild_traitor_kin
wh_dlc03_effect_magic_wild_enable_viletide	enable	wh_dlc03_spell_wild_viletide
wh_dlc03_effect_spell_buff_dummy_for_accompany_lord	recharge_mod	wh_dlc03_spell_beasts_flock_of_doom
wh_dlc03_effect_spell_buff_dummy_for_accompany_lord	recharge_mod	wh_dlc03_spell_beasts_panns_impenetrable_pelt
wh_dlc03_effect_spell_buff_dummy_for_accompany_lord	recharge_mod	wh_dlc03_spell_beasts_the_amber_spear
wh_dlc03_effect_spell_buff_dummy_for_accompany_lord	recharge_mod	wh_dlc03_spell_beasts_the_curse_of_anraheir
wh_dlc03_effect_spell_buff_dummy_for_accompany_lord	recharge_mod	wh_dlc03_spell_beasts_transformation_of_kadon
wh_dlc03_effect_spell_buff_dummy_for_accompany_lord	recharge_mod	wh_dlc03_spell_beasts_wyssans_wildform
wh_dlc03_effect_spell_buff_dummy_for_accompany_lord	recharge_mod	wh_dlc03_spell_wild_bray_scream
wh_dlc03_effect_spell_buff_dummy_for_accompany_lord	recharge_mod	wh_dlc03_spell_wild_devolve
wh_dlc03_effect_spell_buff_dummy_for_accompany_lord	recharge_mod	wh_dlc03_spell_wild_mantle_of_ghorok
wh_dlc03_effect_spell_buff_dummy_for_accompany_lord	recharge_mod	wh_dlc03_spell_wild_savage_dominion
wh_dlc03_effect_spell_buff_dummy_for_accompany_lord	recharge_mod	wh_dlc03_spell_wild_traitor_kin
wh_dlc03_effect_spell_buff_dummy_for_accompany_lord	recharge_mod	wh_dlc03_spell_wild_viletide
wh_dlc03_effect_spell_buff_dummy_for_accompany_lord	recharge_mod	wh_main_spell_death_aspect_of_the_dreadknight
wh_dlc03_effect_spell_buff_dummy_for_accompany_lord	recharge_mod	wh_main_spell_death_doom_and_darkness
wh_dlc03_effect_spell_buff_dummy_for_accompany_lord	recharge_mod	wh_main_spell_death_soulblight
wh_dlc03_effect_spell_buff_dummy_for_accompany_lord	recharge_mod	wh_main_spell_death_spirit_leech
wh_dlc03_effect_spell_buff_dummy_for_accompany_lord	recharge_mod	wh_main_spell_death_the_fate_of_bjuna
wh_dlc03_effect_spell_buff_dummy_for_accompany_lord	recharge_mod	wh_main_spell_death_the_purple_sun_of_xereus
wh_dlc03_effect_spell_buff_dummy_for_agent	recharge_mod	wh_dlc03_spell_beasts_flock_of_doom
wh_dlc03_effect_spell_buff_dummy_for_agent	recharge_mod	wh_dlc03_spell_beasts_panns_impenetrable_pelt
wh_dlc03_effect_spell_buff_dummy_for_agent	recharge_mod	wh_dlc03_spell_beasts_the_amber_spear
wh_dlc03_effect_spell_buff_dummy_for_agent	recharge_mod	wh_dlc03_spell_beasts_the_curse_of_anraheir
wh_dlc03_effect_spell_buff_dummy_for_agent	recharge_mod	wh_dlc03_spell_beasts_transformation_of_kadon
wh_dlc03_effect_spell_buff_dummy_for_agent	recharge_mod	wh_dlc03_spell_beasts_wyssans_wildform
wh_dlc03_effect_spell_buff_dummy_for_agent	recharge_mod	wh_dlc03_spell_wild_bray_scream
wh_dlc03_effect_spell_buff_dummy_for_agent	recharge_mod	wh_dlc03_spell_wild_devolve
wh_dlc03_effect_spell_buff_dummy_for_agent	recharge_mod	wh_dlc03_spell_wild_mantle_of_ghorok
wh_dlc03_effect_spell_buff_dummy_for_agent	recharge_mod	wh_dlc03_spell_wild_savage_dominion
wh_dlc03_effect_spell_buff_dummy_for_agent	recharge_mod	wh_dlc03_spell_wild_traitor_kin
wh_dlc03_effect_spell_buff_dummy_for_agent	recharge_mod	wh_dlc03_spell_wild_viletide
wh_dlc03_effect_spell_buff_dummy_for_agent	recharge_mod	wh_main_spell_death_aspect_of_the_dreadknight
wh_dlc03_effect_spell_buff_dummy_for_agent	recharge_mod	wh_main_spell_death_doom_and_darkness
wh_dlc03_effect_spell_buff_dummy_for_agent	recharge_mod	wh_main_spell_death_soulblight
wh_dlc03_effect_spell_buff_dummy_for_agent	recharge_mod	wh_main_spell_death_spirit_leech
wh_dlc03_effect_spell_buff_dummy_for_agent	recharge_mod	wh_main_spell_death_the_fate_of_bjuna
wh_dlc03_effect_spell_buff_dummy_for_agent	recharge_mod	wh_main_spell_death_the_purple_sun_of_xereus
wh_dlc03_hero_passive_defensive_aura_unit_ability_disable_1	disable	wh_dlc03_hero_passive_strength_of_the_land_i
wh_dlc03_hero_passive_defensive_aura_unit_ability_disable_2	disable	wh_dlc03_hero_passive_strength_of_the_land_ii
wh_dlc03_hero_passive_defensive_aura_unit_ability_disable_3	disable	wh_dlc03_hero_passive_strength_of_the_land_iii
wh_dlc03_hero_passive_defensive_aura_unit_ability_enable_1	enable	wh_dlc03_hero_passive_strength_of_the_land_i
wh_dlc03_hero_passive_defensive_aura_unit_ability_enable_2	enable	wh_dlc03_hero_passive_strength_of_the_land_ii
wh_dlc03_hero_passive_defensive_aura_unit_ability_enable_3	enable	wh_dlc03_hero_passive_strength_of_the_land_iii
wh_dlc03_hero_passive_defensive_aura_unit_ability_enable_4	enable	wh_dlc03_hero_passive_strength_of_the_land_iv
wh_dlc03_hero_passive_offensive_aura_unit_ability_disable_1	disable	wh_dlc03_hero_passive_the_unrelenting_warherd_i
wh_dlc03_hero_passive_offensive_aura_unit_ability_disable_2	disable	wh_dlc03_hero_passive_the_unrelenting_warherd_ii
wh_dlc03_hero_passive_offensive_aura_unit_ability_disable_3	disable	wh_dlc03_hero_passive_the_unrelenting_warherd_iii
wh_dlc03_hero_passive_offensive_aura_unit_ability_enable_1	enable	wh_dlc03_hero_passive_the_unrelenting_warherd_i
wh_dlc03_hero_passive_offensive_aura_unit_ability_enable_2	enable	wh_dlc03_hero_passive_the_unrelenting_warherd_ii
wh_dlc03_hero_passive_offensive_aura_unit_ability_enable_3	enable	wh_dlc03_hero_passive_the_unrelenting_warherd_iii
wh_dlc03_hero_passive_offensive_aura_unit_ability_enable_4	enable	wh_dlc03_hero_passive_the_unrelenting_warherd_iv
wh_dlc04_effect_ability_cooldown_battle_prayers	recharge_mod	wh_dlc04_spell_bound_hammer_of_sigmar_upgraded
wh_dlc04_effect_ability_cooldown_battle_prayers	recharge_mod	wh_dlc04_spell_bound_shield_of_faith_upgraded
wh_dlc04_effect_ability_cooldown_battle_prayers	recharge_mod	wh_dlc04_spell_bound_soulfire_upgraded
wh_dlc04_effect_ability_enable_aura_of_dark_majesty	enable	wh_dlc04_lord_passive_aura_of_dark_majesty
wh_dlc04_effect_ability_enable_blood_drinker	enable	wh_dlc04_weapon_passive_blood_drinker
wh_dlc04_effect_ability_enable_jade_griffon	enable	wh_dlc04_item_passive_jade_griffon
wh_dlc04_effect_ability_enable_the_carstein_ring	enable	wh_dlc04_item_abilities_the_carstein_ring
wh_dlc04_effect_ability_enable_the_liber_noctus	enable	wh_dlc04_item_abilities_the_liber_noctus
wh_dlc04_effect_magic_death_cooldown_doom_and_darknes_strigoi	recharge_mod	wh_dlc04_spell_death_doom_and_darkness_strigoi
wh_dlc04_effect_magic_death_cooldown_soulblight_strigoi	recharge_mod	wh_dlc04_spell_death_soulblight_strigoi
wh_dlc04_effect_magic_death_cooldown_spirit_leech_strigoi	recharge_mod	wh_dlc04_spell_death_spirit_leech_strigoi
wh_dlc04_effect_magic_death_enable_doom_and_darkness_strigoi	enable	wh_dlc04_spell_death_doom_and_darkness_strigoi
wh_dlc04_effect_magic_death_enable_soulblight_strigoi	enable	wh_dlc04_spell_death_soulblight_strigoi
wh_dlc04_effect_magic_death_enable_spirit_leech_strigoi	enable	wh_dlc04_spell_death_spirit_leech_strigoi
wh_dlc04_effect_magic_vampires_cooldown_curse_of_years_helman	recharge_mod	wh_dlc04_spell_vampires_curse_of_years_helman
wh_dlc04_effect_magic_vampires_cooldown_gaze_of_nagash_helman	recharge_mod	wh_dlc04_spell_vampires_gaze_of_nagash_helman
wh_dlc04_effect_magic_vampires_cooldown_gaze_of_nagash_strigoi	recharge_mod	wh_dlc04_spell_vampires_gaze_of_nagash_strigoi
wh_dlc04_effect_magic_vampires_cooldown_invocation_of_nehek_helman	recharge_mod	wh_dlc04_spell_vampires_invocation_of_nehek_helman
wh_dlc04_effect_magic_vampires_cooldown_invocation_of_nehek_strigoi	recharge_mod	wh_dlc04_spell_vampires_invocation_of_nehek_strigoi
wh_dlc04_effect_magic_vampires_cooldown_raise_dead_helman	recharge_mod	wh_dlc04_spell_vampires_raise_dead_helman
wh_dlc04_effect_magic_vampires_cooldown_raise_dead_strigoi	recharge_mod	wh_dlc04_spell_vampires_raise_dead_strigoi
wh_dlc04_effect_magic_vampires_cooldown_vanhels_danse_macabre_helman	recharge_mod	wh_dlc04_spell_vampires_vanhels_danse_macabre_helman
wh_dlc04_effect_magic_vampires_cooldown_wind_of_death_helman	recharge_mod	wh_dlc04_spell_vampires_wind_of_death_helman
wh_dlc04_effect_magic_vampires_curse_of_years_helman	enable	wh_dlc04_spell_vampires_curse_of_years_helman
wh_dlc04_effect_magic_vampires_enable_gaze_of_nagash_strigoi	enable	wh_dlc04_spell_vampires_gaze_of_nagash_strigoi
wh_dlc04_effect_magic_vampires_enable_invocation_of_nehek_strigoi	enable	wh_dlc04_spell_vampires_invocation_of_nehek_strigoi
wh_dlc04_effect_magic_vampires_enable_raise_dead_helman_upgraded	enable_overchage	wh_dlc04_spell_vampires_raise_dead_helman
wh_dlc04_effect_magic_vampires_enable_raise_dead_helman	enable	wh_dlc04_spell_vampires_raise_dead_helman
wh_dlc04_effect_magic_vampires_enable_raise_dead_strigoi	enable	wh_dlc04_spell_vampires_raise_dead_strigoi
wh_dlc04_effect_magic_vampires_gaze_of_nagash_helman	enable	wh_dlc04_spell_vampires_gaze_of_nagash_helman
wh_dlc04_effect_magic_vampires_invocation_of_nehek_helman	enable	wh_dlc04_spell_vampires_invocation_of_nehek_helman
wh_dlc04_effect_magic_vampires_vanhels_danse_macabre_helman	enable	wh_dlc04_spell_vampires_vanhels_danse_macabre_helman
wh_dlc04_effect_magic_vampires_wind_of_death_helman	enable	wh_dlc04_spell_vampires_wind_of_death_helman
wh_dlc05_effect_ability_disable_call_of_the_woods	disable	wh_dlc05_lord_passive_call_of_the_woods
wh_dlc05_effect_ability_disable_spirit_essence_of_chaos	disable	wh_dlc05_lord_abilities_spirit_essence_of_chaos
wh_dlc05_effect_ability_disable_the_eye_of_kurnous	disable	wh_dlc05_lord_passive_the_eye_of_kurnous
wh_dlc05_effect_ability_enable_arrow_of_kurnous	enable	wh_dlc05_hero_abilities_arrow_of_kurnous
wh_dlc05_effect_ability_enable_aura_of_transmutation	enable	wh_dlc05_quest_passive_aura_of_transmutation
wh_dlc05_effect_ability_enable_blessed_by_the_mage_queen	enable	wh_dlc05_quest_passive_blessed_by_the_mage_queen
wh_dlc05_effect_ability_enable_cloak_of_isha	enable	wh_dlc05_item_passive_cloak_of_isha
wh_dlc05_effect_ability_enable_corruptor_of_the_shadowgave	enable	wh_dlc05_character_passive_corruptor_of_the_shadowgave
wh_dlc05_effect_ability_enable_daiths_sword	enable	wh_dlc05_weapon_abilities_daiths_sword
wh_dlc05_effect_ability_enable_gift_of_slaanesh	enable	wh_dlc05_character_passive_gift_of_slaanesh
wh_dlc05_effect_ability_enable_hail_of_doom_arrow	enable	wh_dlc05_item_abilities_hail_of_doom_arrow
wh_dlc05_effect_ability_enable_hawks_talon	enable	wh_dlc05_weapon_abilities_hawks_talon
wh_dlc05_effect_ability_enable_horn_of_the_wild_hunt	enable	wh_dlc05_item_abilities_horn_of_the_wild_hunt
wh_dlc05_effect_ability_enable_hounds_of_orion	enable	wh_dlc05_lord_ablities_grey_wolves
wh_dlc05_effect_ability_enable_passive_melee_aura_1	enable	wh_dlc05_lord_passive_call_of_the_woods
wh_dlc05_effect_ability_enable_passive_melee_aura_2	enable	wh_dlc05_lord_passive_howl_of_the_forest
wh_dlc05_effect_ability_enable_passive_ranged_aura_1	enable	wh_dlc05_lord_passive_the_eye_of_kurnous
wh_dlc05_effect_ability_enable_passive_ranged_aura_2	enable	wh_dlc05_lord_passive_sight_beyond_sight
wh_dlc05_effect_ability_enable_pray_of_anna_raema	enable	wh_dlc05_character_abilities_prey_of_anath_raema
wh_dlc05_effect_ability_enable_spirit_essence_of_eternal_chaos	enable	wh_dlc05_lord_abilities_spirit_essence_of_eternal_chaos
wh_dlc05_effect_ability_enable_stave_of_ruinous_corruption	enable	wh_dlc05_weapon_abilities_stave_of_ruinous_corruption
wh_dlc05_effect_ability_enable_the_banner_of_the_eternal_queen	enable	wh_dlc05_banner_passive_banner_of_the_eternal_queen
wh_dlc05_effect_ability_enable_the_banner_of_the_hunter_king	enable	wh_dlc05_banner_passive_banner_of_the_hunter_king
wh_dlc05_effect_ability_enable_the_bow_of_loren	enable	wh_dlc05_weapon_abilities_the_bow_of_loren
wh_dlc05_effect_ability_enable_the_middenland_runefang	enable	wh_dlc03_weapon_passive_the_middenland_runefang
wh_dlc05_effect_ability_enalbe_spear_of_kurnous	enable	wh_dlc05_weapon_abilities_spear_of_kurnous
wh_dlc05_effect_magic_ability_enable_life_bloom	enable	wh_dlc05_lore_passive_life_bloom
wh_dlc05_effect_magic_ability_enable_smoke_and_mirrors	enable	wh_dlc05_lore_passive_smoke_and_mirrors
wh_dlc05_effect_magic_life_cooldown_awakening_of_the_wood_branchwraith	recharge_mod	wh_dlc05_spell_life_awakening_the_wood_branchwraith
wh_dlc05_effect_magic_life_cooldown_awakening_of_the_wood	recharge_mod	wh_dlc05_spell_life_awakening_of_the_wood
wh_dlc05_effect_magic_life_cooldown_earth_blood_branchwraith	recharge_mod	wh_dlc05_spell_life_earth_blood_branchwraith
wh_dlc05_effect_magic_life_cooldown_earth_blood	recharge_mod	wh_dlc05_spell_life_earth_blood
wh_dlc05_effect_magic_life_cooldown_flesh_to_stone	recharge_mod	wh_dlc05_spell_life_flesh_to_stone
wh_dlc05_effect_magic_life_cooldown_regrowth	recharge_mod	wh_dlc05_spell_life_regrowth
wh_dlc05_effect_magic_life_cooldown_shield_of_thorns_branchwraith	recharge_mod	wh_dlc05_spell_life_shield_of_thorns_branchwraith
wh_dlc05_effect_magic_life_cooldown_shield_of_thorns	recharge_mod	wh_dlc05_spell_life_shield_of_thorns
wh_dlc05_effect_magic_life_cooldown_the_dwellers_below	recharge_mod	wh_dlc05_spell_life_the_dwellers_below
wh_dlc05_effect_magic_life_enable_awakening_of_the_wood_branchwraith	enable	wh_dlc05_spell_life_awakening_the_wood_branchwraith
wh_dlc05_effect_magic_life_enable_awakening_of_the_wood	enable	wh_dlc05_spell_life_awakening_of_the_wood
wh_dlc05_effect_magic_life_enable_earth_blood_branchwraith	enable	wh_dlc05_spell_life_earth_blood_branchwraith
wh_dlc05_effect_magic_life_enable_earth_blood	enable	wh_dlc05_spell_life_earth_blood
wh_dlc05_effect_magic_life_enable_flesh_to_stone	enable	wh_dlc05_spell_life_flesh_to_stone
wh_dlc05_effect_magic_life_enable_regrowth	enable	wh_dlc05_spell_life_regrowth
wh_dlc05_effect_magic_life_enable_shield_of_thorns_branchwraith	enable	wh_dlc05_spell_life_shield_of_thorns_branchwraith
wh_dlc05_effect_magic_life_enable_shield_of_thorns	enable	wh_dlc05_spell_life_shield_of_thorns
wh_dlc05_effect_magic_life_enable_the_dwellers_below	enable	wh_dlc05_spell_life_the_dwellers_below
wh_dlc05_effect_magic_shadow_cooldown_enfeebling_foe	recharge_mod	wh_dlc05_spell_shadow_the_enfeebling_foe
wh_dlc05_effect_magic_shadow_cooldown_melkoths_mystifying_miasma_branchwraith	recharge_mod	wh_dlc05_spell_shadow_melkoths_mystifying_miasma_branchwraith
wh_dlc05_effect_magic_shadow_cooldown_melkoths_mystifying_miasma	recharge_mod	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh_dlc05_effect_magic_shadow_cooldown_okkams_mindrazor	recharge_mod	wh_dlc05_spell_shadow_okkams_mindrazor
wh_dlc05_effect_magic_shadow_cooldown_penumbral_pendulum_branchwraith	recharge_mod	wh_dlc05_spell_shadow_the_penumbral_pendulum_branchwraith
wh_dlc05_effect_magic_shadow_cooldown_penumbral_pendulum	recharge_mod	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh_dlc05_effect_magic_shadow_cooldown_pit_of_shades	recharge_mod	wh_dlc05_spell_shadow_pit_of_shades
wh_dlc05_effect_magic_shadow_cooldown_the_withering_branchwraith	recharge_mod	wh_dlc05_spell_shadow_the_withering_branchwraith
wh_dlc05_effect_magic_shadow_cooldown_the_withering	recharge_mod	wh_dlc05_spell_shadow_the_withering
wh_dlc05_effect_magic_shadow_enfeebling_foe	enable	wh_dlc05_spell_shadow_the_enfeebling_foe
wh_dlc05_effect_magic_shadow_melkoths_mystifying_miasma_branchwraith	enable	wh_dlc05_spell_shadow_melkoths_mystifying_miasma_branchwraith
wh_dlc05_effect_magic_shadow_melkoths_mystifying_miasma	enable	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh_dlc05_effect_magic_shadow_okkams_mindrazor	enable	wh_dlc05_spell_shadow_okkams_mindrazor
wh_dlc05_effect_magic_shadow_penumbral_pendulum_branchwraith	enable	wh_dlc05_spell_shadow_the_penumbral_pendulum_branchwraith
wh_dlc05_effect_magic_shadow_penumbral_pendulum	enable	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh_dlc05_effect_magic_shadow_pit_of_shades	enable	wh_dlc05_spell_shadow_pit_of_shades
wh_dlc05_effect_magic_shadow_the_withering_branchwraith	enable	wh_dlc05_spell_shadow_the_withering_branchwraith
wh_dlc05_effect_magic_shadow_the_withering	enable	wh_dlc05_spell_shadow_the_withering
wh_dlc06_effect_ability_enable_bonewood_staff	enable	wh_dlc06_weapon_passive_bonewood_staff
wh_dlc06_effect_ability_enable_hammer_of_angrund	enable	wh_dlc06_weapon_passive_hammer_of_angrund
wh_dlc06_effect_ability_enable_hearth_and_home	enable	wh_dlc06_rune_passive_rune_of_hearth_and_home
wh_dlc06_effect_ability_enable_master_rune_of_negation	enable	wh_dlc06_rune_abilities_master_rune_of_negation
wh_dlc06_effect_ability_enable_master_rune_of_oath_and_steel	enable	wh_dlc06_rune_abilities_master_rune_of_oath_and_steel
wh_dlc06_effect_ability_enable_master_rune_of_wrath_&_ruin	enable	wh_dlc06_rune_abilities_master_rune_of_wrath_and_ruin
wh_dlc06_effect_ability_enable_might_oathstone	enable	wh_dlc06_lord_abilities_mighty_oath_stone
wh_dlc06_effect_ability_enable_skarsniks_prodder	enable	wh_dlc06_weapon_abilities_skarsniks_prodder
wh_dlc06_effect_ability_enable_squiggly_beast	enable	wh_dlc06_item_passive_squiggly_beast
wh_dlc06_effect_ability_enable_vindictive_glare	enable	wh_dlc06_spell_bound_vindictive_glare
wh_dlc06_effect_enable_ability_spite_of_da_bad_moon	enable	wh_dlc06_lord_abilities_spite_of_da_bad_moon
wh_dlc07_effect_ability_enable_lions_shield	enable	wh_dlc07_lord_abilities_lions_shield
wh_dlc07_effect_ability_enable_the_chalice_of_potions	enable	wh_dlc07_item_abilities_chalice_of_potions
wh_dlc07_effect_ability_enable_wrath_of_manann	enable	wh_dlc07_item_abilities_wrath_of_manann
wh_dlc07_effect_battle_magic_lore_of_life_cooldown_rate	recharge_mod	wh_dlc05_spell_life_awakening_of_the_wood
wh_dlc07_effect_battle_magic_lore_of_life_cooldown_rate	recharge_mod	wh_dlc05_spell_life_earth_blood
wh_dlc07_effect_battle_magic_lore_of_life_cooldown_rate	recharge_mod	wh_dlc05_spell_life_flesh_to_stone
wh_dlc07_effect_battle_magic_lore_of_life_cooldown_rate	recharge_mod	wh_dlc05_spell_life_regrowth
wh_dlc07_effect_battle_magic_lore_of_life_cooldown_rate	recharge_mod	wh_dlc05_spell_life_shield_of_thorns
wh_dlc07_effect_battle_magic_lore_of_life_cooldown_rate	recharge_mod	wh_dlc05_spell_life_the_dwellers_below
wh_dlc07_effect_general_ability_mod_cooldown_lord	recharge_mod	wh_main_character_abilities_rally
wh_dlc07_effect_general_ability_mod_cooldown_lord	recharge_mod	wh_main_character_abilities_stand_your_ground
wh_dlc07_effect_lord_ability_cooldown_lions_shield	recharge_mod	wh_dlc07_lord_abilities_lions_shield
wh_dlc08_effect_abilitiy_disable_krell_0	disable	wh_pro03_lord_abilities_lord_of_undeath_0
wh_dlc08_effect_abilitiy_disable_krell_1	disable	wh_pro03_lord_abilities_lord_of_undeath_1
wh_dlc08_effect_abilitiy_disable_krell_2	disable	wh_pro03_lord_abilities_lord_of_undeath_2
wh_dlc08_effect_abilitiy_disable_krell_3	disable	wh_pro03_lord_abilities_lord_of_undeath_3
wh_dlc08_effect_abilitiy_disable_krell_original	disable	wh_pro03_lord_abilities_lord_of_undeath
wh_dlc08_effect_abilitiy_enable_krell_0	enable	wh_pro03_lord_abilities_lord_of_undeath_0
wh_dlc08_effect_abilitiy_enable_krell_1	enable	wh_pro03_lord_abilities_lord_of_undeath_1
wh_dlc08_effect_abilitiy_enable_krell_2	enable	wh_pro03_lord_abilities_lord_of_undeath_2
wh_dlc08_effect_abilitiy_enable_krell_3	enable	wh_pro03_lord_abilities_lord_of_undeath_3
wh_dlc08_effect_abilitiy_enable_krell_4	enable	wh_pro03_lord_abilities_lord_of_undeath_4
wh_dlc08_effect_ability_disable_deathblow_0	disable	wh_main_lord_passive_deathblow
wh_dlc08_effect_ability_disable_deathblow_1	disable	wh_main_lord_passive_deathblow
wh_dlc08_effect_ability_enable_daring_deathblow	enable	wh_dlc08_lord_passive_daring_deathblow
wh_dlc08_effect_ability_enable_deathblow	enable	wh_main_lord_passive_deathblow
wh_dlc08_effect_ability_enable_determined_deathblow	enable	wh_dlc08_lord_passive_determined_deathblow
wh_dlc08_effect_ability_enable_krell	enable	wh_pro03_lord_abilities_lord_of_undeath
wh_main_effect_ability_disable_blood_lust	disable	wh_main_character_abilities_blood_lust
wh_main_effect_ability_disable_get_back_ere	disable	wh_main_character_abilities_get_back_ere
wh_main_effect_ability_disable_magical_animus	disable	wh_main_character_abilities_magical_animus
wh_main_effect_ability_disable_rally	disable	wh_main_character_abilities_rally
wh_main_effect_ability_enable_accusation	enable	wh_main_hero_abilities_accusation
wh_main_effect_ability_enable_ancestor_rune	enable	wh_main_rune_abilities_ancestor_rune
wh_main_effect_ability_enable_arcane_conduit	enable	wh_main_character_abilities_arcane_conduit
wh_main_effect_ability_enable_aura_of_the_lady	enable	wh_main_hero_passive_aura_of_the_lady
wh_main_effect_ability_enable_auric_armour	enable	wh_dlc01_weapon_passive_auric_armour
wh_main_effect_ability_enable_axe_of_dargo	enable	wh_main_weapon_abilities_axe_of_dargo
wh_main_effect_ability_enable_ballistics_calibration	enable	wh_main_hero_abilities_ballistics_calibration
wh_main_effect_ability_enable_banner_of_eternal_flame	enable	wh_main_banner_passive_banner_of_eternal_flame
wh_main_effect_ability_enable_banner_of_lost_holds	enable	wh_main_banner_passive_banner_of_lost_holds
wh_main_effect_ability_enable_banner_of_rage	enable	wh_main_banner_passive_banner_of_rage
wh_main_effect_ability_enable_beloved_son_of_bretonnia	enable	wh_main_lord_passive_beloved_son_of_bretonnia
wh_main_effect_ability_enable_benediction	enable	wh_main_character_passive_benediction
wh_main_effect_ability_enable_black_periapt	enable	wh_main_item_abilities_black_periapt
wh_main_effect_ability_enable_blasted_standard	enable	wh_dlc01_banner_passive_blasted_standard
wh_main_effect_ability_enable_blessing_of_the_lady_force	enable	wh_main_lord_passive_the_blessing_of_the_lady
wh_main_effect_ability_enable_blessing_of_the_lady	enable	wh_main_lord_passive_the_blessing_of_the_lady
wh_main_effect_ability_enable_blood_lust	enable	wh_main_character_abilities_blood_lust
wh_main_effect_ability_enable_book_of_arkhan	enable	wh_main_spell_bound_book_of_arkhan
wh_main_effect_ability_enable_channelling_staff	enable	wh_main_item_abilities_channelling_staff
wh_main_effect_ability_enable_chaos_tomb_blade	enable	wh_main_weapon_passive_chaos_tomb_blade
wh_main_effect_ability_enable_charmed_shield	enable	wh_main_weapon_abilities_charmed_shield
wh_main_effect_ability_enable_cloak_of_mists_and_shadows	enable	wh_main_item_abilities_cloak_of_mists_and_shadows
wh_main_effect_ability_enable_crown_of_command	enable	wh_main_item_abilities_crown_of_command
wh_main_effect_ability_enable_curse_of_undeath	enable	wh_main_lore_passive_the_curse_of_undeath
wh_main_effect_ability_enable_daemonic_strength	enable	wh_main_item_abilities_daemonic_strength
wh_main_effect_ability_enable_dark_benediction	enable	wh_main_character_passive_dark_benediction
wh_main_effect_ability_enable_dark_fortune	enable	wh_main_item_abilities_dark_fortune
wh_main_effect_ability_enable_deadly_onslaught	enable	wh_main_character_abilities_deadly_onslaught
wh_main_effect_ability_enable_deathblow	enable	wh_main_lord_passive_deathblow
wh_main_effect_ability_enable_earthing_rod	enable	wh_main_item_abilities_earthing_rod
wh_main_effect_ability_enable_evasion	enable	wh_main_character_passive_evasion
wh_main_effect_ability_enable_exorcism	enable	wh_main_lore_passive_exorcism
wh_main_effect_ability_enable_extra_powder	enable	wh_main_hero_passive_extra_powder
wh_main_effect_ability_enable_faiths_bastion	enable	wh_main_hero_abilities_faiths_bastion
wh_main_effect_ability_enable_featherfoe_torc	enable	wh_main_item_passive_featherfoe_torc
wh_main_effect_ability_enable_fiery_ring_of_thori	enable	wh_main_item_abilities_fiery_ring_of_thori
wh_main_effect_ability_enable_filth_mace	enable	wh_main_weapon_abilities_filth_mace
wh_main_effect_ability_enable_fireball	enable	wh_main_spell_bound_fireball
wh_main_effect_ability_enable_foe-seeker	enable	wh_main_character_abilities_foe_seeker
wh_main_effect_ability_enable_forbidden_rod	enable	wh_main_item_abilities_forbidden_rod
wh_main_effect_ability_enable_forgefire	enable	wh_main_hero_passive_forgefire
wh_main_effect_ability_enable_get_back_ere	enable	wh_main_character_abilities_get_back_ere
wh_main_effect_ability_enable_get_on_wiv_it	enable	wh_main_lord_passive_get_on_wiv_it
