ui_unit_bullet_point_unit_overrides_tables
0
bullet_point	unit_key
charge_reflector_vs_large	wh_dlc07_brt_inf_spearmen_at_arms_1
poor_morale	wh_dlc07_brt_inf_spearmen_at_arms_1
expendable	wh_dlc07_brt_peasant_mob_0
meat_shield	wh_dlc07_brt_peasant_mob_0
poor_morale	wh_dlc07_brt_peasant_mob_0
armour_piercing_ranged	wh_main_brt_art_field_trebuchet
anti_large	wh_main_brt_cav_grail_knights
armoured_and_shielded	wh_main_brt_cav_grail_knights
living_saints	wh_main_brt_cav_grail_knights
anti_large	wh_main_brt_cav_knights_of_the_realm
armoured_and_shielded	wh_main_brt_cav_knights_of_the_realm
shielded	wh_main_brt_cav_mounted_yeomen_0
vanguard_deployment	wh_main_brt_cav_mounted_yeomen_0
very_fast	wh_main_brt_cav_mounted_yeomen_0
vanguard_deployment	wh_main_brt_cav_mounted_yeomen_1
very_fast	wh_main_brt_cav_mounted_yeomen_1
anti_infantry	wh_main_brt_cav_pegasus_knights
armoured_and_shielded	wh_main_brt_cav_pegasus_knights
very_fast	wh_main_brt_cav_pegasus_knights
spellcaster	wh_main_brt_cha_damsel_0
spellcaster	wh_main_brt_cha_damsel_1
spellcaster	wh_main_brt_cha_damsel_2
spellcaster	wh_main_brt_cha_damsel_3
armoured_and_shielded	wh_main_brt_cha_king_louen_leoncoeur_0
melee_expert	wh_main_brt_cha_king_louen_leoncoeur_0
armour_piercing	wh_main_brt_cha_king_louen_leoncoeur_1
armoured	wh_main_brt_cha_king_louen_leoncoeur_1
terror	wh_main_brt_cha_king_louen_leoncoeur_1
armoured_and_shielded	wh_main_brt_cha_king_louen_leoncoeur_2
melee_expert	wh_main_brt_cha_king_louen_leoncoeur_2
armoured_and_shielded	wh_main_brt_cha_king_louen_leoncoeur_3
melee_expert	wh_main_brt_cha_king_louen_leoncoeur_3
very_fast	wh_main_brt_cha_king_louen_leoncoeur_3
armour_piercing	wh_main_brt_cha_king_louen_leoncoeur_4
armoured	wh_main_brt_cha_king_louen_leoncoeur_4
terror	wh_main_brt_cha_king_louen_leoncoeur_4
armoured_and_shielded	wh_main_brt_cha_lord_0
armour_piercing	wh_main_brt_cha_lord_2
armoured	wh_main_brt_cha_lord_2
terror	wh_main_brt_cha_lord_2
armoured_and_shielded	wh_main_brt_cha_lord_3
very_fast	wh_main_brt_cha_lord_3
armoured_and_shielded	wh_main_brt_cha_lord_4
armoured_and_shielded	wh_main_brt_cha_paladin_0
armoured_and_shielded	wh_main_brt_cha_paladin_3
very_fast	wh_main_brt_cha_paladin_3
armoured_and_shielded	wh_main_brt_cha_paladin_4
anti_large	wh_main_brt_inf_men_at_arms
armour_piercing	wh_main_brt_inf_men_at_arms
charge_reflector_vs_large	wh_main_brt_inf_men_at_arms
expendable	wh_main_brt_inf_peasant_bowmen
good_range	wh_main_brt_inf_peasant_bowmen
poor_accuracy	wh_main_brt_inf_peasant_bowmen
poor_morale	wh_main_brt_inf_peasant_bowmen
anti_large	wh_main_brt_inf_spearmen_at_arms
charge_reflector_vs_large	wh_main_brt_inf_spearmen_at_arms
poor_morale	wh_main_brt_inf_spearmen_at_arms
shielded	wh_main_brt_inf_spearmen_at_arms
large_bst	wh_main_bst_feral_manticore_summoned
rampage	wh_main_bst_feral_manticore_summoned
terror	wh_main_bst_feral_manticore_summoned
armour_piercing_ranged	wh_main_chs_art_hellcannon
doomfire	wh_main_chs_art_hellcannon
unbreakable	wh_main_chs_art_hellcannon
anti_infantry	wh_main_chs_cav_chaos_chariot
armoured	wh_main_chs_cav_chaos_chariot
anti_infantry	wh_main_chs_cav_chaos_knights_0
armoured_and_shielded	wh_main_chs_cav_chaos_knights_0
anti_large	wh_main_chs_cav_chaos_knights_1
armoured_and_shielded	wh_main_chs_cav_chaos_knights_1
vanguard_deployment	wh_main_chs_cav_marauder_horsemen_0
very_fast	wh_main_chs_cav_marauder_horsemen_0
armour_piercing_ranged	wh_main_chs_cav_marauder_horsemen_1
shielded	wh_main_chs_cav_marauder_horsemen_1
vanguard_deployment	wh_main_chs_cav_marauder_horsemen_1
very_fast	wh_main_chs_cav_marauder_horsemen_1
armoured_and_shielded	wh_main_chs_cha_archaon_the_everchosen_0
melee_expert	wh_main_chs_cha_archaon_the_everchosen_0
spellcaster	wh_main_chs_cha_archaon_the_everchosen_0
armoured_and_shielded	wh_main_chs_cha_archaon_the_everchosen_1
melee_expert	wh_main_chs_cha_archaon_the_everchosen_1
spellcaster	wh_main_chs_cha_archaon_the_everchosen_1
armoured_and_shielded	wh_main_chs_cha_chaos_lord_0
melee_expert	wh_main_chs_cha_chaos_lord_0
armoured_and_shielded	wh_main_chs_cha_chaos_lord_11
melee_expert	wh_main_chs_cha_chaos_lord_11
armoured_and_shielded	wh_main_chs_cha_chaos_lord_12
melee_expert	wh_main_chs_cha_chaos_lord_12
armoured	wh_main_chs_cha_chaos_sorcerer_death_0
spellcaster	wh_main_chs_cha_chaos_sorcerer_death_0
armoured	wh_main_chs_cha_chaos_sorcerer_death_10
spellcaster	wh_main_chs_cha_chaos_sorcerer_death_10
armoured	wh_main_chs_cha_chaos_sorcerer_death_11
spellcaster	wh_main_chs_cha_chaos_sorcerer_death_11
armoured	wh_main_chs_cha_chaos_sorcerer_death_9
scaly_skin	wh_main_chs_cha_chaos_sorcerer_death_9
spellcaster	wh_main_chs_cha_chaos_sorcerer_death_9
terror	wh_main_chs_cha_chaos_sorcerer_death_9
armoured	wh_main_chs_cha_chaos_sorcerer_fire_0
spellcaster	wh_main_chs_cha_chaos_sorcerer_fire_0
armoured	wh_main_chs_cha_chaos_sorcerer_fire_10
spellcaster	wh_main_chs_cha_chaos_sorcerer_fire_10
armoured	wh_main_chs_cha_chaos_sorcerer_fire_11
spellcaster	wh_main_chs_cha_chaos_sorcerer_fire_11
armoured	wh_main_chs_cha_chaos_sorcerer_fire_9
scaly_skin	wh_main_chs_cha_chaos_sorcerer_fire_9
spellcaster	wh_main_chs_cha_chaos_sorcerer_fire_9
terror	wh_main_chs_cha_chaos_sorcerer_fire_9
armoured	wh_main_chs_cha_chaos_sorcerer_metal_0
spellcaster	wh_main_chs_cha_chaos_sorcerer_metal_0
armoured	wh_main_chs_cha_chaos_sorcerer_metal_10
spellcaster	wh_main_chs_cha_chaos_sorcerer_metal_10
armoured	wh_main_chs_cha_chaos_sorcerer_metal_11
spellcaster	wh_main_chs_cha_chaos_sorcerer_metal_11
armoured	wh_main_chs_cha_chaos_sorcerer_metal_9
scaly_skin	wh_main_chs_cha_chaos_sorcerer_metal_9
spellcaster	wh_main_chs_cha_chaos_sorcerer_metal_9
terror	wh_main_chs_cha_chaos_sorcerer_metal_9
armoured_and_shielded	wh_main_chs_cha_exalted_hero_0
armoured_and_shielded	wh_main_chs_cha_exalted_hero_12
armoured_and_shielded	wh_main_chs_cha_exalted_hero_13
spellcaster	wh_main_chs_cha_lord_of_change_0
terror	wh_main_chs_cha_lord_of_change_0
unbreakable	wh_main_chs_cha_lord_of_change_0
shielded	wh_main_chs_inf_chaos_marauders_0
armour_piercing	wh_main_chs_inf_chaos_marauders_1
armoured_and_shielded	wh_main_chs_inf_chaos_warriors_0
anti_large	wh_main_chs_inf_chaos_warriors_1
armour_piercing	wh_main_chs_inf_chaos_warriors_1
charge_reflector_vs_large	wh_main_chs_inf_chaos_warriors_1
armoured_and_shielded	wh_main_chs_inf_chosen_0
armour_piercing	wh_main_chs_inf_chosen_1
armoured	wh_main_chs_inf_chosen_1
anti_infantry	wh_main_chs_mon_chaos_spawn_summoned
damage_dealer	wh_main_chs_mon_chaos_spawn_summoned
rampage	wh_main_chs_mon_chaos_spawn_summoned
unbreakable	wh_main_chs_mon_chaos_spawn_summoned
anti_infantry	wh_main_chs_mon_chaos_spawn
damage_dealer	wh_main_chs_mon_chaos_spawn
rampage	wh_main_chs_mon_chaos_spawn
unbreakable	wh_main_chs_mon_chaos_spawn
scaly_skin	wh_main_chs_mon_chaos_warhounds_0
very_fast	wh_main_chs_mon_chaos_warhounds_0
weak_anti_armour	wh_main_chs_mon_chaos_warhounds_0
lethal_poison	wh_main_chs_mon_chaos_warhounds_1
damage_dealer	wh_main_chs_mon_chaos_warhounds_1
vanguard_deployment	wh_main_chs_mon_chaos_warhounds_1
regeneration	wh_main_chs_mon_chaos_warhounds_1
anti_infantry	wh_main_chs_mon_giant
armour_piercing	wh_main_chs_mon_giant
terror	wh_main_chs_mon_giant
armour_piercing	wh_main_chs_mon_trolls
poor_morale	wh_main_chs_mon_trolls
regeneration	wh_main_chs_mon_trolls
anti_large	wh_main_dwf_art_cannon
armour_piercing_ranged	wh_main_dwf_art_cannon
anti_infantry	wh_main_dwf_art_flame_cannon
anti_infantry	wh_main_dwf_art_grudge_thrower
armour_piercing_ranged	wh_main_dwf_art_grudge_thrower
armour_piercing_ranged	wh_main_dwf_art_organ_gun
armoured	wh_main_dwf_cha_high_king_thorgrim_grudgebearer_1
melee_expert	wh_main_dwf_cha_high_king_thorgrim_grudgebearer_1
armoured	wh_main_dwf_cha_lord_0
armour_piercing	wh_main_dwf_cha_lord_0
melee_expert	wh_main_dwf_cha_lord_0
armour_piercing	wh_main_dwf_cha_master_engineer_0
armoured	wh_main_dwf_cha_master_engineer_0
ballistics_expert	wh_main_dwf_cha_master_engineer_0
armoured	wh_main_dwf_cha_rune_smith_0
runic_magic	wh_main_dwf_cha_rune_smith_0
armoured_and_shielded	wh_main_dwf_cha_thane
armour_piercing	wh_main_dwf_cha_ungrim_ironfist
armoured	wh_main_dwf_cha_ungrim_ironfist
charge_reflector_vs_large	wh_main_dwf_cha_ungrim_ironfist
melee_expert	wh_main_dwf_cha_ungrim_ironfist
armoured_and_shielded	wh_main_dwf_inf_dwarf_warrior_0
charge_reflector_vs_large	wh_main_dwf_inf_dwarf_warrior_0
armour_piercing	wh_main_dwf_inf_dwarf_warrior_1
armoured	wh_main_dwf_inf_dwarf_warrior_1
armour_piercing	wh_main_dwf_inf_hammerers
armoured	wh_main_dwf_inf_hammerers
damage_dealer	wh_main_dwf_inf_hammerers
armoured_and_shielded	wh_main_dwf_inf_ironbreakers
cant_attack_air	wh_main_dwf_inf_ironbreakers
charge_reflector	wh_main_dwf_inf_ironbreakers
ranged_attack	wh_main_dwf_inf_ironbreakers
anti_infantry	wh_main_dwf_inf_irondrakes_0
armoured	wh_main_dwf_inf_irondrakes_0
anti_large	wh_main_dwf_inf_irondrakes_2
armour_piercing_ranged	wh_main_dwf_inf_irondrakes_2
armoured	wh_main_dwf_inf_irondrakes_2
low_rate_of_fire	wh_main_dwf_inf_irondrakes_2
armour_piercing	wh_main_dwf_inf_longbeards_1
armoured	wh_main_dwf_inf_longbeards_1
charge_reflector_vs_large	wh_main_dwf_inf_longbeards_1
old_grumblers	wh_main_dwf_inf_longbeards_1
armoured_and_shielded	wh_main_dwf_inf_longbeards
charge_reflector_vs_large	wh_main_dwf_inf_longbeards
old_grumblers	wh_main_dwf_inf_longbeards
armour_piercing	wh_main_dwf_inf_miners_0
armoured	wh_main_dwf_inf_miners_0
good_against_gates	wh_main_dwf_inf_miners_0
armour_piercing	wh_main_dwf_inf_miners_1
armoured	wh_main_dwf_inf_miners_1
good_against_gates	wh_main_dwf_inf_miners_1
ranged_attack	wh_main_dwf_inf_miners_1
armoured_and_shielded	wh_main_dwf_inf_quarrellers_0
decent_melee	wh_main_dwf_inf_quarrellers_0
armour_piercing_melee	wh_main_dwf_inf_quarrellers_1
armoured	wh_main_dwf_inf_quarrellers_1
decent_melee	wh_main_dwf_inf_quarrellers_1
anti_large	wh_main_dwf_inf_slayers
deathblow	wh_main_dwf_inf_slayers
fast_dwarf	wh_main_dwf_inf_slayers
whirling_axes	wh_main_dwf_inf_slayers
armour_piercing_ranged	wh_main_dwf_inf_thunderers_0
armoured_and_shielded	wh_main_dwf_inf_thunderers_0
decent_melee	wh_main_dwf_inf_thunderers_0
anti_infantry	wh_main_dwf_veh_gyrobomber
armour_piercing_ranged	wh_main_dwf_veh_gyrobomber
armoured	wh_main_dwf_veh_gyrobomber
death_from_above	wh_main_dwf_veh_gyrobomber
anti_infantry	wh_main_dwf_veh_gyrocopter_0
armoured	wh_main_dwf_veh_gyrocopter_0
death_from_above	wh_main_dwf_veh_gyrocopter_0
poor_accuracy	wh_main_dwf_veh_gyrocopter_0
anti_large	wh_main_dwf_veh_gyrocopter_1
armour_piercing_ranged	wh_main_dwf_veh_gyrocopter_1
armoured	wh_main_dwf_veh_gyrocopter_1
death_from_above	wh_main_dwf_veh_gyrocopter_1
anti_large	wh_main_emp_art_great_cannon
armour_piercing_ranged	wh_main_emp_art_great_cannon
good_range	wh_main_emp_art_great_cannon
armour_piercing_ranged	wh_main_emp_art_helblaster_volley_gun
anti_infantry	wh_main_emp_art_helstorm_rocket_battery
good_range	wh_main_emp_art_helstorm_rocket_battery
poor_accuracy	wh_main_emp_art_helstorm_rocket_battery
anti_infantry	wh_main_emp_art_mortar
anti_infantry	wh_main_emp_cav_demigryph_knights_0
armour_piercing	wh_main_emp_cav_demigryph_knights_0
armoured_and_shielded	wh_main_emp_cav_demigryph_knights_0
anti_large	wh_main_emp_cav_demigryph_knights_1
armour_piercing	wh_main_emp_cav_demigryph_knights_1
armoured	wh_main_emp_cav_demigryph_knights_1
anti_infantry	wh_main_emp_cav_empire_knights
armoured_and_shielded	wh_main_emp_cav_empire_knights
armour_piercing_ranged	wh_main_emp_cav_outriders_0
vanguard_deployment	wh_main_emp_cav_outriders_0
anti_infantry	wh_main_emp_cav_outriders_1
cant_attack_air	wh_main_emp_cav_outriders_1
vanguard_deployment	wh_main_emp_cav_outriders_1
vanguard_deployment	wh_main_emp_cav_pistoliers_1
very_fast	wh_main_emp_cav_pistoliers_1
weak_anti_armour	wh_main_emp_cav_pistoliers_1
anti_infantry	wh_main_emp_cav_reiksguard
armoured_and_shielded	wh_main_emp_cav_reiksguard
spellcaster	wh_main_emp_cha_balthasar_gelt_0
spellcaster	wh_main_emp_cha_balthasar_gelt_1
very_fast	wh_main_emp_cha_balthasar_gelt_1
armoured_and_shielded	wh_main_emp_cha_captain_0
armoured_and_shielded	wh_main_emp_cha_captain_1
armoured_and_shielded	wh_main_emp_cha_captain_2
armoured_and_shielded	wh_main_emp_cha_captain_3
very_fast	wh_main_emp_cha_captain_3
armour_piercing_ranged	wh_main_emp_cha_general_0
armoured	wh_main_emp_cha_general_0
armoured	wh_main_emp_cha_general_2
very_fast	wh_main_emp_cha_general_2
armour_piercing	wh_main_emp_cha_general_3
armoured	wh_main_emp_cha_general_3
terror	wh_main_emp_cha_general_3
armoured	wh_main_emp_cha_general_4
armour_sundering	wh_main_emp_cha_karl_franz_0
armoured	wh_main_emp_cha_karl_franz_0
duellist	wh_main_emp_cha_karl_franz_0
armour_sundering	wh_main_emp_cha_karl_franz_1
armoured	wh_main_emp_cha_karl_franz_1
duellist	wh_main_emp_cha_karl_franz_1
terror	wh_main_emp_cha_karl_franz_1
armour_sundering	wh_main_emp_cha_karl_franz_2
armoured	wh_main_emp_cha_karl_franz_2
duellist	wh_main_emp_cha_karl_franz_2
very_fast	wh_main_emp_cha_karl_franz_2
armour_sundering	wh_main_emp_cha_karl_franz_3
armoured	wh_main_emp_cha_karl_franz_3
duellist	wh_main_emp_cha_karl_franz_3
armour_sundering	wh_main_emp_cha_karl_franz_4
armoured	wh_main_emp_cha_karl_franz_4
duellist	wh_main_emp_cha_karl_franz_4
battle_prayers	wh_main_emp_cha_warrior_priest_0
battle_prayers	wh_main_emp_cha_warrior_priest_1
armoured	wh_main_emp_cha_warrior_priest_2
battle_prayers	wh_main_emp_cha_warrior_priest_2
armour_piercing_ranged	wh_main_emp_cha_witch_hunter
duellist	wh_main_emp_cha_witch_hunter
spellcaster	wh_main_emp_cha_wizard_fire_0
spellcaster	wh_main_emp_cha_wizard_fire_1
spellcaster	wh_main_emp_cha_wizard_fire_2
very_fast	wh_main_emp_cha_wizard_fire_2
spellcaster	wh_main_emp_cha_wizard_fire_3
spellcaster	wh_main_emp_cha_wizard_heavens_0
spellcaster	wh_main_emp_cha_wizard_heavens_1
spellcaster	wh_main_emp_cha_wizard_heavens_2
very_fast	wh_main_emp_cha_wizard_heavens_2
spellcaster	wh_main_emp_cha_wizard_heavens_4
spellcaster	wh_main_emp_cha_wizard_light_0
spellcaster	wh_main_emp_cha_wizard_light_1
spellcaster	wh_main_emp_cha_wizard_light_2
very_fast	wh_main_emp_cha_wizard_light_2
spellcaster	wh_main_emp_cha_wizard_light_4
good_range	wh_main_emp_inf_crossbowmen
anti_infantry	wh_main_emp_inf_greatswords
armour_piercing	wh_main_emp_inf_greatswords
armoured	wh_main_emp_inf_greatswords
anti_large	wh_main_emp_inf_halberdiers
armour_piercing	wh_main_emp_inf_halberdiers
charge_reflector_vs_large	wh_main_emp_inf_halberdiers
armour_piercing_ranged	wh_main_emp_inf_handgunners
anti_large	wh_main_emp_inf_spearmen_0
charge_reflector_vs_large	wh_main_emp_inf_spearmen_0
anti_large	wh_main_emp_inf_spearmen_1
charge_reflector_vs_large	wh_main_emp_inf_spearmen_1
shielded	wh_main_emp_inf_spearmen_1
shielded	wh_main_emp_inf_swordsmen
armour_piercing_ranged	wh_main_emp_veh_luminark_of_hysh_0
low_rate_of_fire	wh_main_emp_veh_luminark_of_hysh_0
magical_aura	wh_main_emp_veh_luminark_of_hysh_0
solheims_bolt	wh_main_emp_veh_luminark_of_hysh_0
armour_piercing	wh_main_emp_veh_steam_tank
armoured	wh_main_emp_veh_steam_tank
terror	wh_main_emp_veh_steam_tank
unbreakable	wh_main_emp_veh_steam_tank
guided_projectile	wh_main_grn_art_doom_diver_catapult
armour_piercing_ranged	wh_main_grn_art_goblin_rock_lobber
poison	wh_main_grn_cav_forest_goblin_spider_riders_0
shielded	wh_main_grn_cav_forest_goblin_spider_riders_0
poison	wh_main_grn_cav_forest_goblin_spider_riders_1
weak_anti_armour	wh_main_grn_cav_forest_goblin_spider_riders_1
anti_infantry	wh_main_grn_cav_goblin_wolf_chariot
very_fast	wh_main_grn_cav_goblin_wolf_chariot
shielded	wh_main_grn_cav_goblin_wolf_riders_0
very_fast	wh_main_grn_cav_goblin_wolf_riders_0
poor_morale	wh_main_grn_cav_goblin_wolf_riders_1
very_fast	wh_main_grn_cav_goblin_wolf_riders_1
weak_anti_armour	wh_main_grn_cav_goblin_wolf_riders_1
anti_infantry	wh_main_grn_cav_orc_boar_boy_big_uns
armour_piercing	wh_main_grn_cav_orc_boar_boy_big_uns
bigger_harder	wh_main_grn_cav_orc_boar_boy_big_uns
anti_infantry	wh_main_grn_cav_orc_boar_boyz
armour_piercing	wh_main_grn_cav_orc_boar_boyz
shielded	wh_main_grn_cav_orc_boar_boyz
anti_infantry	wh_main_grn_cav_orc_boar_chariot
armour_piercing	wh_main_grn_cav_orc_boar_chariot
armoured	wh_main_grn_cav_orc_boar_chariot
armour_piercing	wh_main_grn_cav_savage_orc_boar_boy_big_uns
bigger_harder	wh_main_grn_cav_savage_orc_boar_boy_big_uns
warpaint	wh_main_grn_cav_savage_orc_boar_boy_big_uns
anti_large	wh_main_grn_cav_savage_orc_boar_boyz
armour_piercing	wh_main_grn_cav_savage_orc_boar_boyz
warpaint	wh_main_grn_cav_savage_orc_boar_boyz
armour_piercing	wh_main_grn_cha_azhag_the_slaughterer_0
armoured	wh_main_grn_cha_azhag_the_slaughterer_0
spellcaster	wh_main_grn_cha_azhag_the_slaughterer_0
armour_piercing	wh_main_grn_cha_azhag_the_slaughterer_1
armoured	wh_main_grn_cha_azhag_the_slaughterer_1
scaly_skin	wh_main_grn_cha_azhag_the_slaughterer_1
spellcaster	wh_main_grn_cha_azhag_the_slaughterer_1
terror	wh_main_grn_cha_azhag_the_slaughterer_1
duellist	wh_main_grn_cha_goblin_big_boss_0
shielded	wh_main_grn_cha_goblin_big_boss_0
duellist	wh_main_grn_cha_goblin_big_boss_1
shielded	wh_main_grn_cha_goblin_big_boss_1
very_fast	wh_main_grn_cha_goblin_big_boss_1
duellist	wh_main_grn_cha_goblin_big_boss_2
poison	wh_main_grn_cha_goblin_big_boss_2
shielded	wh_main_grn_cha_goblin_big_boss_2
spellcaster	wh_main_grn_cha_goblin_great_shaman_0
spellcaster	wh_main_grn_cha_goblin_great_shaman_1
very_fast	wh_main_grn_cha_goblin_great_shaman_1
armour_piercing	wh_main_grn_cha_grimgor_ironhide
armoured	wh_main_grn_cha_grimgor_ironhide
melee_expert	wh_main_grn_cha_grimgor_ironhide
poison	wh_main_grn_cha_night_goblin_shaman
spellcaster	wh_main_grn_cha_night_goblin_shaman
vanguard_deployment	wh_main_grn_cha_night_goblin_shaman
spellcaster	wh_main_grn_cha_orc_shaman_0
armour_piercing	wh_main_grn_cha_orc_shaman_1
spellcaster	wh_main_grn_cha_orc_shaman_1
armoured_and_shielded	wh_main_grn_cha_orc_warboss_0
armour_piercing	wh_main_grn_cha_orc_warboss_1
armoured	wh_main_grn_cha_orc_warboss_1
scaly_skin	wh_main_grn_cha_orc_warboss_1
terror	wh_main_grn_cha_orc_warboss_1
armour_piercing	wh_main_grn_cha_orc_warboss_2
armoured_and_shielded	wh_main_grn_cha_orc_warboss_2
armour_piercing	wh_main_grn_inf_black_orcs
armoured	wh_main_grn_inf_black_orcs
expendable	wh_main_grn_inf_goblin_archers
poor_morale	wh_main_grn_inf_goblin_archers
weak_anti_armour	wh_main_grn_inf_goblin_archers
expendable	wh_main_grn_inf_goblin_spearmen
poor_morale	wh_main_grn_inf_goblin_spearmen
shielded	wh_main_grn_inf_goblin_spearmen
expendable	wh_main_grn_inf_night_goblin_archers
poison	wh_main_grn_inf_night_goblin_archers
vanguard_deployment	wh_main_grn_inf_night_goblin_archers
weak_anti_armour	wh_main_grn_inf_night_goblin_archers
poison	wh_main_grn_inf_night_goblin_fanatics_1
ranged_attack	wh_main_grn_inf_night_goblin_fanatics_1
vanguard_deployment	wh_main_grn_inf_night_goblin_fanatics_1
weak_anti_armour	wh_main_grn_inf_night_goblin_fanatics_1
expendable	wh_main_grn_inf_night_goblin_fanatics
poison	wh_main_grn_inf_night_goblin_fanatics
ranged_attack	wh_main_grn_inf_night_goblin_fanatics
shielded	wh_main_grn_inf_night_goblin_fanatics
expendable	wh_main_grn_inf_night_goblins
poison	wh_main_grn_inf_night_goblins
poor_morale	wh_main_grn_inf_night_goblins
shielded	wh_main_grn_inf_night_goblins
decent_melee	wh_main_grn_inf_orc_arrer_boyz
poor_accuracy	wh_main_grn_inf_orc_arrer_boyz
bigger_harder	wh_main_grn_inf_orc_big_uns
damage_dealer	wh_main_grn_inf_orc_big_uns
shielded	wh_main_grn_inf_orc_boyz
decent_melee	wh_main_grn_inf_savage_orc_arrer_boyz
poor_accuracy	wh_main_grn_inf_savage_orc_arrer_boyz
warpaint	wh_main_grn_inf_savage_orc_arrer_boyz
bigger_harder	wh_main_grn_inf_savage_orc_big_uns
damage_dealer	wh_main_grn_inf_savage_orc_big_uns
warpaint	wh_main_grn_inf_savage_orc_big_uns
damage_dealer	wh_main_grn_inf_savage_orcs
frenzy	wh_main_grn_inf_savage_orcs
warpaint	wh_main_grn_inf_savage_orcs
armour_piercing	wh_main_grn_mon_arachnarok_spider_0
armoured	wh_main_grn_mon_arachnarok_spider_0
poison	wh_main_grn_mon_arachnarok_spider_0
anti_infantry	wh_main_grn_mon_giant_qb_tall_roff
armour_piercing	wh_main_grn_mon_giant_qb_tall_roff
terror	wh_main_grn_mon_giant_qb_tall_roff
anti_infantry	wh_main_grn_mon_giant
armour_piercing	wh_main_grn_mon_giant
terror	wh_main_grn_mon_giant
armour_piercing	wh_main_grn_mon_trolls
poor_morale	wh_main_grn_mon_trolls
regeneration	wh_main_grn_mon_trolls
armoured_and_shielded	wh_main_ksl_cha_captain_0
armoured_and_shielded	wh_main_ksl_cha_captain_1
armoured_and_shielded	wh_main_ksl_cha_captain_2
armoured_and_shielded	wh_main_ksl_cha_general_0
armoured_and_shielded	wh_main_ksl_cha_general_1
armoured_and_shielded	wh_main_ksl_cha_general_2
spellcaster	wh_main_ksl_cha_wizard_0
spellcaster	wh_main_ksl_cha_wizard_1
anti_infantry	wh_main_nor_cav_chaos_chariot
armoured	wh_main_nor_cav_chaos_chariot
vanguard_deployment	wh_main_nor_cav_marauder_horsemen_0
armour_piercing_ranged	wh_main_nor_cav_marauder_horsemen_1
shielded	wh_main_nor_cav_marauder_horsemen_1
vanguard_deployment	wh_main_nor_cav_marauder_horsemen_1
armoured	wh_main_nor_cha_chaos_sorcerer_0
spellcaster	wh_main_nor_cha_chaos_sorcerer_0
armoured	wh_main_nor_cha_chaos_sorcerer_1
spellcaster	wh_main_nor_cha_chaos_sorcerer_1
melee_expert	wh_main_nor_cha_marauder_chieftan_0
shielded	wh_main_nor_cha_marauder_chieftan_0
melee_expert	wh_main_nor_cha_marauder_chieftan_1
shielded	wh_main_nor_cha_marauder_chieftan_1
shielded	wh_main_nor_inf_chaos_marauders_0
armour_piercing	wh_main_nor_inf_chaos_marauders_1
armour_piercing	wh_main_nor_mon_chaos_trolls
poor_morale	wh_main_nor_mon_chaos_trolls
regeneration	wh_main_nor_mon_chaos_trolls
scaly_skin	wh_main_nor_mon_chaos_warhounds_0
very_fast	wh_main_nor_mon_chaos_warhounds_0
weak_anti_armour	wh_main_nor_mon_chaos_warhounds_0
lethal_poison	wh_main_nor_mon_chaos_warhounds_1
damage_dealer	wh_main_nor_mon_chaos_warhounds_1
vanguard_deployment	wh_main_nor_mon_chaos_warhounds_1
regeneration	wh_main_nor_mon_chaos_warhounds_1
armoured_and_shielded	wh_main_teb_cha_captain_0
armoured_and_shielded	wh_main_teb_cha_captain_1
armoured_and_shielded	wh_main_teb_cha_captain_2
armoured_and_shielded	wh_main_teb_cha_general_0
armoured_and_shielded	wh_main_teb_cha_general_1
armoured_and_shielded	wh_main_teb_cha_general_2
spellcaster	wh_main_teb_cha_wizard_0
spellcaster	wh_main_teb_cha_wizard_1
anti_infantry	wh_main_vmp_cav_black_knights_0
armoured_and_shielded	wh_main_vmp_cav_black_knights_0
anti_infantry	wh_main_vmp_cav_black_knights_3
armoured	wh_main_vmp_cav_black_knights_3
armour_piercing	wh_main_vmp_cav_hexwraiths
ethereal	wh_main_vmp_cav_hexwraiths
terror	wh_main_vmp_cav_hexwraiths
vanguard_deployment	wh_main_vmp_cav_hexwraiths
armour_piercing	wh_main_vmp_cha_banshee
duellist	wh_main_vmp_cha_banshee
ethereal	wh_main_vmp_cha_banshee
terror	wh_main_vmp_cha_banshee
spellcaster	wh_main_vmp_cha_heinrich_kemmler
armoured	wh_main_vmp_cha_mannfred_von_carstein_0
melee_expert	wh_main_vmp_cha_mannfred_von_carstein_0
spellcaster	wh_main_vmp_cha_mannfred_von_carstein_0
armoured	wh_main_vmp_cha_mannfred_von_carstein_2
melee_expert	wh_main_vmp_cha_mannfred_von_carstein_2
spellcaster	wh_main_vmp_cha_mannfred_von_carstein_2
very_fast	wh_main_vmp_cha_mannfred_von_carstein_2
armour_piercing	wh_main_vmp_cha_mannfred_von_carstein_3
armoured	wh_main_vmp_cha_mannfred_von_carstein_3
scaly_skin	wh_main_vmp_cha_mannfred_von_carstein_3
spellcaster	wh_main_vmp_cha_mannfred_von_carstein_3
armoured	wh_main_vmp_cha_mannfred_von_carstein_4
melee_expert	wh_main_vmp_cha_mannfred_von_carstein_4
spellcaster	wh_main_vmp_cha_mannfred_von_carstein_4
spellcaster	wh_main_vmp_cha_master_necromancer_0
spellcaster	wh_main_vmp_cha_master_necromancer_4
very_fast	wh_main_vmp_cha_master_necromancer_4
spellcaster	wh_main_vmp_cha_master_necromancer_5
spellcaster	wh_main_vmp_cha_necromancer_0
spellcaster	wh_main_vmp_cha_necromancer_5
