slot_template_to_building_superchain_junctions_tables
0
building_superchain	id	slot_template
wh_main_sch_dwarf_farm	4328	wh_main_dwarf_orc_minor_secondary_marble
wh2_main_sch_infrastructure4_energy	432824859	wh2_main_special_tor_achare_secondary
wh2_main_sch_ritual_lzd	43295997	wh2_main_special_tlaxtlan_secondary_ritual
wh_main_sch_dwarf_farm	4331	wh_main_dwarf_orc_minor_secondary_salt
wh_main_sch_dwarf_greenskin_garrison	433309312	wh2_main_special_golden_colossus_secondary_ritual
wh2_main_sch_infrastructure5_tradingspying	433437826	wh_main_special_marienburg_secondary
wh_dlc05_sch_wef_outpost_recruitment	434218131	wh2_main_special_shrine_of_khaine_secondary
wh_main_sch_vampires_forest	436302601	wh2_main_special_altar_of_ultimate_darkness_secondary_major
wh2_main_sch_support1_smith	437143449	wh_main_special_marienburg_secondary
wh_dlc05_sch_wef_outpost_foraging	437601550	wh2_main_special_har_ganeth_secondary
wh_main_sch_teb_walls	437619174	wh2_main_special_yuatek_secondary
wh2_main_sch_infrastructure2_industry	437692215	wh2_main_special_altar_of_the_horned_rat_secondary_ritual
wh_main_sch_human_forges	437862163	wh_main_norsca_major_secondary_marble
wh_main_sch_dwarf_walls	43861225	wh2_main_special_altar_of_ultimate_darkness_secondary_ritual
wh_dlc05_sch_wef_outpost_foraging	439123888	wh2_main_human_major_secondary_medicine
wh2_main_sch_vampires_raisedead	439650051	wh_main_norsca_major_secondary_obsidian
wh_main_sch_port	44	wh_main_port
wh_main_sch_human_industry_basic	441648272	wh_main_norsca_minor_secondary_iron
wh_dlc05_sch_wef_outpost_foraging	44181653	wh2_main_special_axlotl_minor_secondary
wh_main_sch_dwarf_walls	441877587	wh2_main_special_clar_karond_secondary
wh_main_sch_dwarf_industry_basic	4436	wh_main_dwarf_orc_major_secondary_beer
wh_main_sch_human_resource_marble	44368038	wh_main_norsca_major_secondary_marble
wh2_main_sch_infrastructure6_other	444149794	wh_main_special_erengrad_secondary
wh_main_sch_dwarf_industry_basic	4445	wh_main_dwarf_orc_major_secondary_furs
wh2_main_sch_infrastructure7_minor	444681649	wh2_main_special_def_vauls_anvil_secondary_ritual
wh2_main_sch_infrastructure1_farm	444993921	wh2_main_special_golden_tower_of_the_gods_secondary
wh_main_sch_dwarf_industry_basic	4451	wh_main_dwarf_orc_major_secondary_pastures
wh_main_sch_vandalization	445192183	wh2_main_special_hellpit_secondary
wh_main_sch_dwarf_industry_basic	4457	wh_main_dwarf_orc_minor_secondary_beer
wh_main_sch_dwarf_industry_basic	4458	wh_main_dwarf_orc_minor_secondary_furs
wh_dlc05_sch_wef_resource_marble	446058530	wh_main_norsca_major_secondary_marble
wh_dlc05_sch_wef_mil_ranged	446209143	wh2_main_special_lothern_secondary
wh2_main_sch_defence_major_def	446245165	wh_main_special_erengrad_secondary
wh2_main_sch_infrastructure6_other	446315301	wh2_main_special_gaean_vale_secondary
wh_main_sch_dwarf_industry_basic	4468	wh_main_dwarf_orc_minor_secondary_pastures
wh2_main_sch_military2_stables	447125537	wh2_main_special_mirror_pool_of_tepok_secondary_ritual
wh_main_sch_human_farm_basic	448048680	wh_main_special_erengrad_secondary
wh_main_sch_human_stables	4489	wh_main_human_major_secondary_dyes
wh_dlc05_sch_wef_outpost_replenishment	449740156	wh2_main_human_major_secondary_animals
wh_main_sch_human_barracks	4499	wh_main_human_major_secondary_dyes
wh_main_sch_human_forges	4508	wh_main_human_major_secondary_dyes
wh_main_sch_human_smiths	4512	wh_main_human_major_secondary_dyes
wh_dlc05_sch_wef_mil_tree_spirits	45193316	wh2_main_special_lothern_secondary
wh2_main_sch_military1_barracks	452010179	wh2_main_special_golden_colossus_secondary_ritual
wh2_main_sch_military4_monsters	452108064	wh_dlc05_elf_major_secondary_oak_of_ages
wh_main_sch_human_wizards	4522	wh_main_human_major_secondary_dyes
wh_main_sch_human_worship	4531	wh_main_human_major_secondary_dyes
wh_main_sch_empire_walls	4536	wh_main_human_major_secondary_dyes
wh2_main_sch_defence_major_lzd	454054485	wh_main_special_marienburg_secondary
wh_main_sch_settlement_minor_coast	454475378	wh2_main_special_mousillon_primary
wh2_main_sch_infrastructure1_farm	455142852	wh_main_norsca_minor_secondary_iron
wh_main_sch_human_resource_dyes	4554	wh_main_human_major_secondary_dyes
wh_main_sch_human_tavern	4560	wh_main_human_major_secondary_dyes
wh_main_sch_human_stables	4561	wh_main_human_major_secondary_furs
wh_main_sch_dwarf_walls	456384180	wh2_main_special_axlotl_secondary
wh_main_sch_human_worship	456899386	wh2_main_special_chamber_of_visions_secondary_ritual
wh_main_sch_human_barracks	4569	wh_main_human_major_secondary_furs
wh_main_sch_human_forges	4570	wh_main_human_major_secondary_furs
wh_main_sch_human_smiths	4574	wh_main_human_major_secondary_furs
wh_main_sch_human_wizards	4575	wh_main_human_major_secondary_furs
wh_main_sch_vampires_ossuary	457932870	wh2_main_special_caverns_of_sotek_secondary_ritual
wh_main_sch_human_barracks	458246637	wh_main_norsca_minor_secondary_iron
wh_main_sch_special_reiksfort	458326689	wh_main_norsca_minor_secondary_marble
wh_main_sch_human_worship	4585	wh_main_human_major_secondary_furs
wh_main_sch_empire_walls	4591	wh_main_human_major_secondary_furs
wh_main_sch_human_resource_furs	4596	wh_main_human_major_secondary_furs
wh_main_sch_human_industry_basic	4598	wh_main_human_major_secondary_furs
wh_main_sch_human_tavern	4599	wh_main_human_major_secondary_furs
wh_main_sch_human_stables	4606	wh_main_human_major_secondary_gold
wh_main_sch_teb_walls	460640730	wh_main_special_mount_gunbad_secondary
wh_main_sch_human_barracks	4611	wh_main_human_major_secondary_gold
wh_main_sch_human_forges	4613	wh_main_human_major_secondary_gold
wh_main_sch_human_smiths	4617	wh_main_human_major_secondary_gold
wh_main_sch_human_worship	461822105	wh2_main_special_fallen_gates_secondary
wh2_main_sch_defence_major_skv	46201467	wh2_main_special_khemri_secondary
wh_main_sch_human_wizards	4624	wh_main_human_major_secondary_gold
wh_main_sch_human_worship	4628	wh_main_human_major_secondary_gold
wh_main_sch_human_worship	463137034	wh2_main_special_yuatek_secondary
wh2_main_sch_infrastructure4_energy	46334675	wh2_main_human_major_secondary_animals
wh_main_sch_empire_walls	4634	wh_main_human_major_secondary_gold
wh_main_sch_kislev_walls	464222444	wh2_main_special_tor_koruali_secondary
wh_main_sch_human_resource_gold	4648	wh_main_human_major_secondary_gold
wh_main_sch_human_tavern	4653	wh_main_human_major_secondary_gold
wh_main_sch_human_stables	4656	wh_main_human_major_secondary_iron
wh2_main_sch_military1_barracks	465664890	wh_main_special_marienburg_secondary
wh_main_sch_human_barracks	4657	wh_main_human_major_secondary_iron
wh_main_sch_human_forges	4662	wh_main_human_major_secondary_iron
wh_main_sch_greenskin_walls	466439804	wh2_main_human_major_secondary_gems
wh_main_sch_human_smiths	4666	wh_main_human_major_secondary_iron
wh_main_sch_human_tavern	467129518	wh2_main_special_karag_orrud_secondary
wh_main_sch_human_forges	467181671	wh2_main_special_khemri_secondary
wh_main_sch_human_wizards	4675	wh_main_human_major_secondary_iron
wh_main_sch_human_worship	4676	wh_main_human_major_secondary_iron
wh_main_sch_human_resource_iron	467728389	wh_main_norsca_major_secondary_iron
wh_main_sch_empire_walls	4679	wh_main_human_major_secondary_iron
wh2_main_sch_infrastructure6_other	468310794	wh2_main_special_itza_secondary
wh_main_sch_human_resource_iron	4694	wh_main_human_major_secondary_iron
wh2_main_sch_infrastructure6_other	469801955	wh2_main_special_altar_of_the_horned_rat_secondary_ritual
wh_main_sch_special_reiksfort	470137500	wh2_main_special_pyramid_of_nagash_secondary_ritual
wh_main_sch_human_tavern	4703	wh_main_human_major_secondary_iron
wh_main_sch_human_stables	4708	wh_main_human_major_secondary_marble
wh_main_sch_human_barracks	4715	wh_main_human_major_secondary_marble
wh2_main_sch_military3_warmachines	471878378	wh2_main_special_def_vauls_anvil_secondary_ritual
wh2_main_sch_support1_smith	47224300	wh2_main_special_caverns_of_sotek_secondary_ritual
wh_main_sch_human_forges	4723	wh_main_human_major_secondary_marble
wh_main_sch_human_smiths	4724	wh_main_human_major_secondary_marble
wh2_main_sch_vampires_raisedead	472514768	wh_main_norsca_minor_secondary_obsidian
wh_main_sch_teb_walls	472573531	wh2_main_special_lahmia_secondary
wh_main_sch_vandalization	472895889	wh_main_norsca_minor_secondary_obsidian
wh2_main_sch_support1_smith	472907464	wh2_main_special_pyramid_of_nagash_secondary
wh2_main_sch_infrastructure2_industry	472938511	wh_main_norsca_major_secondary_iron
wh_main_sch_human_wizards	4734	wh_main_human_major_secondary_marble
wh_main_sch_special_reiksfort	473765897	wh_main_dwarf_orc_major_secondary_savage
wh_main_sch_human_worship	4744	wh_main_human_major_secondary_marble
wh_main_sch_empire_walls	4748	wh_main_human_major_secondary_marble
wh_dlc05_sch_wef_outpost_recruitment	47492655	wh2_main_human_major_secondary_spices
wh2_main_sch_military1_barracks	475944335	wh_main_norsca_major_secondary_iron
wh_main_sch_human_resource_marble	4763	wh_main_human_major_secondary_marble
wh_main_sch_human_tavern	4766	wh_main_human_major_secondary_marble
wh_main_sch_human_stables	4769	wh_main_human_major_secondary_pastures
wh_main_sch_human_barracks	4777	wh_main_human_major_secondary_pastures
wh_main_sch_human_forges	4780	wh_main_human_major_secondary_pastures
wh_main_sch_settlement_major	478550337	wh2_main_special_ghrond_primary_ritual
wh_main_sch_human_smiths	4787	wh_main_human_major_secondary_pastures
wh_main_sch_human_industry_basic	479183850	wh2_main_special_mousillon_secondary
wh2_main_sch_defence_major_def	47919792	wh2_main_special_yuatek_secondary
wh_main_sch_human_forges	479389452	wh2_main_special_tor_surpindar_secondary_ritual
wh_main_sch_human_wizards	4795	wh_main_human_major_secondary_pastures
wh2_main_sch_military3_warmachines	479763267	wh2_main_special_altar_of_ultimate_darkness_secondary_major
wh2_main_sch_ritual_lzd	479814054	wh2_main_special_altar_of_ultimate_darkness_secondary_ritual
wh_main_sch_human_worship	4804	wh_main_human_major_secondary_pastures
wh2_main_sch_infrastructure2_industry	480800220	wh2_main_special_tor_koruali_secondary
wh_main_sch_empire_walls	4809	wh_main_human_major_secondary_pastures
wh_main_sch_human_resource_pastures	4819	wh_main_human_major_secondary_pastures
wh2_main_sch_infrastructure4_energy	482019692	wh_main_norsca_major_secondary_iron
wh_main_sch_human_industry_basic	4821	wh_main_human_major_secondary_pastures
wh_dlc05_sch_wef_outpost_replenishment	482221268	wh_main_norsca_major_secondary_obsidian
wh_main_sch_human_tavern	4827	wh_main_human_major_secondary_pastures
wh_main_sch_human_stables	4828	wh_main_human_major_secondary_pottery
wh2_main_sch_infrastructure5_tradingspying	483279564	wh2_main_special_altar_of_ultimate_darkness_secondary_major
wh2_main_sch_infrastructure5_tradingspying	48330079	wh2_main_special_golden_tower_of_the_gods_secondary
wh_main_sch_human_barracks	4837	wh_main_human_major_secondary_pottery
wh_main_sch_human_forges	4842	wh_main_human_major_secondary_pottery
wh_main_sch_human_smiths	4848	wh_main_human_major_secondary_pottery
wh_main_sch_empire_walls	484912503	wh_main_special_erengrad_secondary
wh_main_sch_bretonnia_hospital	485322570	wh2_main_special_golden_colossus_secondary_ritual
wh_main_sch_human_wizards	4857	wh_main_human_major_secondary_pottery
wh_main_sch_human_worship	4864	wh_main_human_major_secondary_pottery
wh_main_sch_empire_walls	4873	wh_main_human_major_secondary_pottery
wh_main_sch_bretonnia_hospital	487356701	wh2_main_special_tor_koruali_secondary
wh_main_sch_vandalization	487810357	wh2_main_special_pyramid_of_nagash_secondary_ritual
wh_main_sch_human_resource_pottery	4883	wh_main_human_major_secondary_pottery
wh2_main_sch_infrastructure1_farm	488441205	wh_main_special_waterfall_palace_secondary
wh_main_sch_human_tavern	4886	wh_main_human_major_secondary_pottery
wh_dlc05_sch_wef_outpost_replenishment	488787881	wh2_main_human_major_secondary_obsidian
wh_main_sch_human_stables	4888	wh_main_human_major_secondary_salt
wh_main_sch_human_barracks	4891	wh_main_human_major_secondary_salt
wh_main_sch_greenskin_walls	489278693	wh2_main_special_mirror_pool_of_tepok_secondary_ritual
wh_main_sch_special_reiksfort	489350908	wh_main_norsca_major_secondary_obsidian
wh2_main_sch_military5	489546252	wh_main_special_erengrad_secondary
wh_main_sch_human_forges	4897	wh_main_human_major_secondary_salt
wh_main_sch_human_smiths	4907	wh_main_human_major_secondary_salt
wh_main_sch_human_wizards	4911	wh_main_human_major_secondary_salt
wh_main_sch_human_worship	4916	wh_main_human_major_secondary_salt
wh_main_sch_empire_walls	4917	wh_main_human_major_secondary_salt
wh_main_sch_human_industry_basic	4927	wh_main_human_major_secondary_salt
wh_dlc05_sch_wef_outpost_slaughter	493046016	wh_main_human_minor_secondary_salt
wh_main_sch_human_worship	493266811	wh2_main_special_caverns_of_sotek_secondary_ritual
wh_main_sch_human_tavern	4933	wh_main_human_major_secondary_salt
wh_dlc05_sch_wef_outpost_foraging	494101386	wh_main_special_marienburg_secondary
wh_main_sch_human_stables	4942	wh_main_human_major_secondary_timber
wh_main_sch_human_barracks	4943	wh_main_human_major_secondary_timber
wh2_main_sch_wef_eco_replenishment	494455653	wh_dlc05_elf_major_secondary_furs
wh_dlc05_sch_wef_outpost_recruitment	494958744	wh2_main_special_altar_of_ultimate_darkness_secondary
wh_main_sch_human_forges	4950	wh_main_human_major_secondary_timber
wh_main_sch_human_smiths	4951	wh_main_human_major_secondary_timber
wh_main_sch_human_tavern	495183948	wh2_main_special_caverns_of_sotek_secondary_ritual
wh_main_sch_human_forges	495509707	wh2_main_special_tor_achare_secondary
wh_main_sch_human_wizards	4957	wh_main_human_major_secondary_timber
wh_main_sch_special_reiksfort	496028838	wh2_main_special_mousillon_secondary
wh_main_sch_special_reiksfort	496306622	wh_main_special_middenheim_secondary
wh_main_sch_human_worship	4964	wh_main_human_major_secondary_timber
wh_main_sch_empire_walls	4966	wh_main_human_major_secondary_timber
wh2_main_sch_military2_stables	496607062	wh2_main_special_khemri_secondary
wh_main_sch_human_resource_timber	4983	wh_main_human_major_secondary_timber
wh_main_sch_human_tavern	4986	wh_main_human_major_secondary_timber
wh_main_sch_human_stables	4993	wh_main_human_major_secondary_wine
wh_main_sch_human_barracks	4995	wh_main_human_major_secondary_wine
wh_main_sch_kislev_walls	499575505	wh2_main_special_ghrond_secondary_ritual
wh_main_sch_human_forges	4999	wh_main_human_major_secondary_wine
wh_main_sch_human_smiths	5006	wh_main_human_major_secondary_wine
wh_main_sch_vampires_ossuary	500627888	wh_main_norsca_major_secondary_iron
wh_main_sch_human_wizards	5009	wh_main_human_major_secondary_wine
wh_main_sch_human_worship	5012	wh_main_human_major_secondary_wine
wh_main_sch_settlement_major_coast	501566811	wh2_main_special_altar_of_the_horned_rat_primary_ritual
wh_main_sch_empire_walls	5021	wh_main_human_major_secondary_wine
wh_main_sch_human_resource_wine	5029	wh_main_human_major_secondary_wine
wh2_main_sch_military4_monsters	50333284	wh2_main_special_altar_of_ultimate_darkness_secondary_ritual
wh_main_sch_human_industry_basic	5035	wh_main_human_major_secondary_wine
wh2_main_sch_infrastructure5_tradingspying	503699256	wh2_main_special_karag_orrud_secondary
wh_main_sch_human_tavern	5039	wh_main_human_major_secondary_wine
wh2_main_sch_infrastructure5_tradingspying	505176294	wh2_main_special_yuatek_secondary
wh_main_sch_bretonnia_hospital	505504742	wh2_main_special_mousillon_secondary
wh_main_sch_human_farm_basic	5057	wh_main_human_minor_secondary_dyes
wh_dlc05_sch_wef_outpost_slaughter	506072800	wh_main_special_karag_dromar_secondary
wh_main_sch_human_resource_dyes	5063	wh_main_human_minor_secondary_dyes
wh_main_sch_special_reiksfort	506704967	wh_main_special_mount_gunbad_secondary
wh_main_sch_empire_walls	506796502	wh2_main_special_tlaxtlan_secondary_ritual
wh_main_sch_human_garrison	506844621	wh2_main_special_def_vauls_anvil_secondary_ritual
wh_main_sch_human_tavern	5069	wh_main_human_minor_secondary_dyes
wh_main_sch_vampires_ossuary	507469801	wh2_main_special_altar_of_ultimate_darkness_secondary_major
wh_main_sch_human_barracks	5077	wh_main_human_minor_secondary_dyes
wh_main_sch_human_stables	5081	wh_main_human_minor_secondary_dyes
wh_main_sch_human_forges	5090	wh_main_human_minor_secondary_dyes
wh2_main_sch_infrastructure5_tradingspying	509039192	wh2_main_special_mousillon_secondary
wh_main_sch_kislev_walls	509248378	wh2_main_special_tor_achare_secondary
wh2_main_sch_infrastructure3_order	509398922	wh2_main_special_marks_of_the_old_ones_secondary_ritual
wh_main_sch_vampires_walls	509547136	wh2_main_special_tor_surpindar_secondary_ritual
wh_main_sch_human_smiths	5097	wh_main_human_minor_secondary_dyes
wh_main_sch_settlement_major	51	wh_main_human_major_primary
wh2_main_sch_military1_barracks	510038733	wh2_main_special_mirror_pool_of_tepok_secondary_ritual
wh_main_sch_bretonnia_farm_extra	510201050	wh_main_norsca_minor_secondary_marble
wh2_main_sch_support4_other	510352314	wh2_main_special_clarak_spire_secondary
wh_main_sch_human_worship	5104	wh_main_human_minor_secondary_dyes
wh_main_sch_human_tavern	511180480	wh2_main_special_golden_tower_of_the_gods_secondary
wh_main_sch_kislev_walls	511298507	wh_main_special_eight_peaks_secondary
wh_main_sch_human_resource_furs	5121	wh_main_human_minor_secondary_furs
wh2_main_sch_infrastructure6_other	512698107	wh2_main_special_tor_koruali_secondary
wh_main_sch_human_industry_basic	5129	wh_main_human_minor_secondary_furs
wh_main_sch_human_tavern	513275963	wh_main_norsca_major_secondary_obsidian
wh2_main_sch_infrastructure1_farm	513692168	wh2_main_special_tor_achare_secondary
wh_main_sch_human_tavern	5137	wh_main_human_minor_secondary_furs
wh2_main_sch_human_resource_furs_military	514028164	wh2_main_special_tor_yvresse_secondary
wh_main_sch_human_barracks	5142	wh_main_human_minor_secondary_furs
wh_main_sch_human_stables	5143	wh_main_human_minor_secondary_furs
wh2_main_sch_infrastructure7_minor	514502077	wh2_main_human_minor_secondary_obsidian
wh_dlc05_sch_wef_outpost_foraging	515066508	wh2_main_special_altar_of_ultimate_darkness_secondary
wh_main_sch_human_forges	5151	wh_main_human_minor_secondary_furs
wh2_main_sch_military1_barracks	515141556	wh_main_norsca_major_secondary_obsidian
wh2_main_sch_infrastructure6_other	515269013	wh_main_special_castle_drakenhof_secondary
wh_main_sch_human_smiths	5153	wh_main_human_minor_secondary_furs
wh_main_sch_bretonnia_farm_extra	515708609	wh2_main_special_pyramid_of_nagash_secondary
wh_main_sch_human_worship	5159	wh_main_human_minor_secondary_furs
wh_main_sch_human_barracks	516203707	wh2_main_special_mousillon_secondary
wh2_main_sch_military1_barracks	516442538	wh2_main_special_altar_of_ultimate_darkness_secondary_ritual
wh_main_sch_human_farm_basic	5174	wh_main_human_minor_secondary_gold
wh_main_sch_special_reiksfort	517608420	wh_main_human_major_secondary_pastures
wh_main_sch_human_resource_gold	5177	wh_main_human_minor_secondary_gold
wh_main_sch_vampires_forest	518047176	wh2_main_special_altar_of_ultimate_darkness_secondary_ritual
wh_main_sch_settlement_minor	518106907	wh2_main_special_golden_colossus_primary_ritual
wh2_main_sch_infrastructure6_other	518240943	wh2_main_human_major_secondary_amber
wh_main_sch_human_tavern	5183	wh_main_human_minor_secondary_gold
wh_main_sch_human_barracks	5185	wh_main_human_minor_secondary_gold
wh_main_sch_human_stables	5192	wh_main_human_minor_secondary_gold
wh_main_sch_human_forges	5195	wh_main_human_minor_secondary_gold
wh_main_sch_bretonnia_industry_extra	519536080	wh_main_special_erengrad_secondary
wh_main_sch_human_smiths	5196	wh_main_human_minor_secondary_gold
wh_main_sch_dwarf_walls	519663772	wh2_main_human_major_secondary_spices
wh_main_sch_human_worship	5204	wh_main_human_minor_secondary_gold
wh_main_sch_human_farm_basic	5207	wh_main_human_minor_secondary_iron
wh_main_sch_greenskin_boss	521	wh_main_dwarf_orc_major_secondary_beer
wh_main_sch_human_stables	521268968	wh2_main_special_fallen_gates_secondary
wh_main_sch_human_barracks	521503101	wh2_main_special_hef_vauls_anvil_secondary_ritual
wh_main_sch_human_resource_iron	5217	wh_main_human_minor_secondary_iron
wh_main_sch_human_tavern	5222	wh_main_human_minor_secondary_iron
wh_main_sch_human_barracks	5223	wh_main_human_minor_secondary_iron
wh_main_sch_human_stables	5230	wh_main_human_minor_secondary_iron
wh_main_sch_human_wizards	523167208	wh2_main_special_tor_surpindar_secondary_ritual
wh_main_sch_human_forges	5234	wh_main_human_minor_secondary_iron
wh_main_sch_human_smiths	5236	wh_main_human_minor_secondary_iron
wh_main_sch_human_worship	5241	wh_main_human_minor_secondary_iron
wh_main_sch_human_farm_basic	5250	wh_main_human_minor_secondary_marble
wh_main_sch_empire_walls	525169353	wh2_main_special_altar_of_the_horned_rat_secondary_ritual
wh_main_sch_human_resource_marble	5260	wh_main_human_minor_secondary_marble
wh_main_sch_human_forges	526107915	wh2_main_special_golden_tower_of_the_gods_secondary_ritual
wh2_main_sch_support4_other	526231913	wh_main_norsca_major_secondary_iron
wh_main_sch_human_tavern	5265	wh_main_human_minor_secondary_marble
wh_main_sch_human_barracks	5275	wh_main_human_minor_secondary_marble
wh_main_sch_human_stables	5277	wh_main_human_minor_secondary_marble
wh2_main_sch_military2_stables	528012350	wh2_main_special_tor_achare_secondary
wh_main_sch_human_forges	5286	wh_main_human_minor_secondary_marble
wh2_main_sch_infrastructure3_order	529088082	wh2_main_special_karag_orrud_secondary
wh_main_sch_vampires_walls	529117228	wh2_main_special_tor_achare_secondary
wh_main_sch_human_smiths	5295	wh_main_human_minor_secondary_marble
wh_main_sch_human_worship	5301	wh_main_human_minor_secondary_marble
wh2_main_sch_military2_stables	530363615	wh2_main_special_mousillon_secondary
wh_main_sch_human_resource_pastures	5311	wh_main_human_minor_secondary_pastures
wh2_main_sch_infrastructure6_other	531565624	wh_main_norsca_major_secondary
wh_dlc05_sch_wef_outpost_replenishment	531829967	wh2_main_special_pyramid_of_nagash_secondary
wh_main_sch_human_industry_basic	5321	wh_main_human_minor_secondary_pastures
wh_main_sch_dwarf_greenskin_garrison	53214245	wh2_main_human_minor_secondary_obsidian
wh_main_sch_human_tavern	5325	wh_main_human_minor_secondary_pastures
wh_main_sch_human_barracks	5328	wh_main_human_minor_secondary_pastures
wh_main_sch_human_stables	5332	wh_main_human_minor_secondary_pastures
wh_dlc05_sch_wef_outpost_recruitment	533391859	wh_main_human_minor_secondary_marble
wh_main_sch_bretonnia_hospital	534014908	wh2_main_human_minor_secondary_obsidian
wh_main_sch_human_forges	5342	wh_main_human_minor_secondary_pastures
wh_dlc05_sch_wef_outpost_recruitment	534645112	wh2_main_special_mousillon_secondary
wh_dlc05_sch_wef_outpost_replenishment	53473920	wh2_main_special_hag_graef_secondary
wh_main_sch_vampires_vampires	534778938	wh2_main_special_tlaxtlan_secondary_ritual
wh_main_sch_human_smiths	5348	wh_main_human_minor_secondary_pastures
wh_main_sch_human_worship	5355	wh_main_human_minor_secondary_pastures
wh2_main_sch_infrastructure4_energy	535985633	wh_main_special_waterfall_palace_secondary
wh2_main_sch_support2_worship	536760883	wh_dlc05_elf_major_secondary_oak_of_ages
wh_main_sch_human_farm_basic	5370	wh_main_human_minor_secondary_pottery
wh_main_sch_human_resource_pottery	5377	wh_main_human_minor_secondary_pottery
wh_main_sch_kislev_walls	538131163	wh2_main_special_altar_of_ultimate_darkness_secondary_major
wh_main_sch_human_tavern	5385	wh_main_human_minor_secondary_pottery
wh_main_sch_dwarf_walls	538566775	wh_main_special_marienburg_secondary
wh2_main_sch_infrastructure1_farm	538575758	wh2_main_special_mirror_pool_of_tepok_secondary_ritual
wh_main_sch_human_barracks	5395	wh_main_human_minor_secondary_pottery
wh_main_sch_greenskin_farm	540	wh_main_dwarf_orc_major_secondary_beer
wh_main_sch_human_stables	5403	wh_main_human_minor_secondary_pottery
wh_main_sch_human_forges	5408	wh_main_human_minor_secondary_pottery
wh_dlc05_sch_wef_outpost_replenishment	540862010	wh2_main_special_pyramid_of_nagash_secondary_ritual
wh_main_sch_human_smiths	5409	wh_main_human_minor_secondary_pottery
wh2_main_sch_infrastructure6_other	541042427	wh_main_special_nuln_secondary
wh_main_sch_human_worship	5411	wh_main_human_minor_secondary_pottery
wh_main_sch_vandalization	541657864	wh2_main_special_clarak_spire_secondary
wh_main_sch_human_farm_basic	5423	wh_main_human_minor_secondary_salt
wh_main_sch_vampires_balefire	542396693	wh2_main_special_chamber_of_visions_secondary_ritual
wh_main_sch_human_resource_salt	5424	wh_main_human_minor_secondary_salt
wh_main_sch_bretonnia_industry_extra	542972214	wh2_main_special_tor_achare_secondary
wh_dlc05_sch_wef_eco_income_buff	543258935	wh_main_special_vauls_anvil_secondary
wh_main_sch_human_tavern	5434	wh_main_human_minor_secondary_salt
wh_main_sch_human_forges	543707425	wh2_main_special_lahmia_secondary
wh_main_sch_human_barracks	5439	wh_main_human_minor_secondary_salt
wh_main_sch_human_barracks	544167411	wh2_main_special_altar_of_the_horned_rat_secondary_ritual
wh2_main_sch_infrastructure6_other	544352814	wh2_main_special_quintex_secondary
wh_main_sch_human_stables	5444	wh_main_human_minor_secondary_salt
wh_main_sch_human_industry_basic	544692434	wh2_main_special_shrine_of_khaine_secondary_ritual
wh_main_sch_human_forges	5447	wh_main_human_minor_secondary_salt
wh_main_sch_human_smiths	5453	wh_main_human_minor_secondary_salt
wh_main_sch_special_reiksfort	545377049	wh_main_human_major_secondary_pottery
wh_main_sch_human_worship	5458	wh_main_human_minor_secondary_salt
wh_main_sch_human_tavern	546059801	wh2_main_special_marks_of_the_old_ones_secondary_ritual
wh_main_sch_human_worship	546700389	wh2_main_special_hellpit_secondary
wh_main_sch_kislev_walls	547055932	wh_main_special_erengrad_secondary
wh_main_sch_human_farm_basic	5474	wh_main_human_minor_secondary_timber
wh_main_sch_human_resource_timber	5481	wh_main_human_minor_secondary_timber
wh_main_sch_human_tavern	5482	wh_main_human_minor_secondary_timber
wh2_main_sch_wef_eco_replenishment	548487471	wh_dlc05_elf_minor_secondary_furs
wh_main_sch_vampires_ossuary	548708198	wh_main_special_carcassonne_secondary
wh_main_sch_greenskin_industry	549	wh_main_dwarf_orc_major_secondary_beer
wh_main_sch_human_barracks	5492	wh_main_human_minor_secondary_timber
wh_main_sch_vampires_ossuary	549318196	wh2_main_special_khemri_secondary
wh_main_sch_settlement_minor	55	wh_main_human_minor_primary
wh_main_sch_human_stables	5502	wh_main_human_minor_secondary_timber
wh_main_sch_special_reiksfort	550742903	wh2_main_special_golden_tower_of_the_gods_secondary_ritual
wh_dlc05_sch_wef_outpost_recruitment	550781769	wh2_main_special_har_ganeth_secondary
wh_main_sch_greenskin_goblin_tinker	551	wh_main_dwarf_orc_major_secondary_beer
wh_main_sch_human_forges	5511	wh_main_human_minor_secondary_timber
wh2_main_sch_ritual_skv	551173372	wh2_main_special_mirror_pool_of_tepok_secondary_ritual
wh2_main_sch_vampires_raisedead	551517268	wh2_main_special_karag_orrud_secondary
wh_main_sch_human_smiths	5518	wh_main_human_minor_secondary_timber
wh_main_sch_human_resource_furs	551917401	wh_main_special_crag_halls_secondary
wh_main_sch_greenskin_monsters	552	wh_main_dwarf_orc_major_secondary_beer
wh_main_sch_human_stables	552063382	wh2_main_special_chamber_of_visions_secondary_ritual
wh_main_sch_human_worship	5523	wh_main_human_minor_secondary_timber
wh2_main_sch_infrastructure6_other	552390428	wh2_main_special_altar_of_ultimate_darkness_secondary_ritual
wh_main_sch_vandalization	553065498	wh2_main_special_lahmia_secondary
wh2_main_sch_wef_eco_replenishment	553378331	wh_dlc05_elf_major_secondary_pastures
wh_main_sch_human_resource_wine	5534	wh_main_human_minor_secondary_wine
wh_main_sch_vandalization	553929135	wh2_main_special_golden_colossus_secondary_ritual
wh_main_sch_human_industry_basic	5540	wh_main_human_minor_secondary_wine
wh_main_sch_human_tavern	5550	wh_main_human_minor_secondary_wine
